method,quantity,metric,estimator,epsilon_subset,model_family,n_points,n_epsilon,n_censored,C_hat,parameter_name,parameter_hat,Delta_hat,alpha_hat,standard_error,bootstrap_ci_low,bootstrap_ci_high,bootstrap_C_ci_low,bootstrap_C_ci_high,bootstrap_successes,log_likelihood,log_RSS,log_R2,AIC,BIC,leave_one_out_error,residual_RMSE_log,converged,bootstrap_CI,bootstrap_C_CI,sigma_log_time,selected_fit
LSC-CP,spectral_gap,spectral_gap,deterministic,reliable_rate_window_only,arrhenius,20,20,0,1.2985219808971524,Delta_hat,0.015373772540948391,0.015373772540948391,,0.002369240120770087,0.010720934504334546,0.022351109916037906,1.202502431199241,1.384903616655945,500,25.560256034339556,-2.39817039628931,0.7005284661661082,-45.12051206867911,-42.13331524801714,0.005952603135550182,0.06741071247320944,True,,,,False
LSC-CP,spectral_gap,spectral_gap,deterministic,reliable_rate_window_only,polynomial,20,20,0,1.5903215107969904,alpha_hat,0.17120579421935928,,0.17120579421935928,0.011811341331653059,0.1412298429815663,0.199374824244187,1.4731180232104952,1.6735640155914533,500,38.897284142372584,-3.731873207092613,0.9210893218388334,-71.79456828474517,-68.80737146408319,0.001580772006555416,0.03460342060726442,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,all,arrhenius,20,20,0,0.5438863807776466,Delta_hat,0.27050087488791863,0.27050087488791863,,0.0030265344645246588,0.2630061643555363,0.2770505564270801,0.4963012822685129,0.586093566261483,500,20.663277148722813,-1.908472507727636,0.9977517277867355,-35.326554297445625,-32.339357476783654,0.009523487823153489,0.08611235424800112,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,all,polynomial,20,20,0,7.051455020501564,alpha_hat,2.5381969099684465,,2.5381969099684465,0.16236291265350736,2.1233622986972422,3.0122984681743823,3.496499275100529,21.875010932775773,500,-13.518192489701418,1.5096744561147875,0.9313988718554285,33.03638497940284,36.02358180006481,0.305632376104545,0.47567096740430403,True,,,,False
Langevin,abscissa_rate,abscissa_rate,deterministic,exclude_largest_2,arrhenius,18,18,0,0.5128711860768373,Delta_hat,0.26687817245018525,0.26687817245018525,,0.002536827812392084,0.2594254030269954,0.2727882926732172,0.46967980294984063,0.5442575851426956,500,23.322426899990987,-2.538886075178846,0.9985563947567295,-40.64485379998197,-37.97373852629348,0.006257920586784048,0.06622952512914149,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,exclude_largest_2,polynomial,18,18,0,12.976260767029611,alpha_hat,2.778722255198923,,2.778722255198923,0.17429865983353224,2.303049074938195,3.242447415568393,5.281596309979532,42.08350928949837,500,-10.10534493854375,1.1753107957694582,0.9407751926726343,26.2106898770875,28.881805150775993,0.2525399982949871,0.42420838048813647,True,,,,False
Langevin,abscissa_rate,abscissa_rate,deterministic,lowest_12,arrhenius,12,12,0,0.47393474282387194,Delta_hat,0.2622737323558435,0.2622737323558435,,0.0034811445531171877,0.2517065992046285,0.2691260576683167,0.419164924708424,0.5197960068466042,500,16.3535931240405,-3.078569270628095,0.9982413877504682,-26.707186248081,-25.252466298717,0.007639151271552891,0.06193078055974675,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,lowest_12,polynomial,12,12,0,139.64316018340864,alpha_hat,3.653799664611068,,3.653799664611068,0.22642388501355012,3.076160337105085,4.36053266524981,35.31952185718321,915.5039686804913,500,-1.9218317017548863,-0.032665132995530755,0.9630180801292476,9.843663403509773,11.298383352873774,0.13708041673226354,0.283998622441224,True,,,,False
Langevin,abscissa_rate,abscissa_rate,deterministic,lowest_10,arrhenius,10,10,0,0.4842089043400827,Delta_hat,0.26339572568572667,0.26339572568572667,,0.0046120368810513585,0.2500933259586588,0.27273359001859304,0.4079460893792657,0.5597741413638563,500,12.84393051855892,-3.104078077127084,0.9975532242888733,-19.68786103711784,-18.780105758135704,0.009753689058523357,0.06698198441608387,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,lowest_10,polynomial,10,10,0,425.82814516458234,alpha_hat,4.042707305111328,,4.042707305111328,0.25675286138888104,3.3677619748503504,4.88681263936372,79.59212405130353,4968.852713894583,500,0.1061538333478973,-0.5565227400848791,0.9687404022012506,5.787692333304205,6.695447612286343,0.10806786604538368,0.23941569780956287,True,,,,False
Langevin,abscissa_rate,abscissa_rate,deterministic,lowest_8,arrhenius,8,8,0,0.52077827782449,Delta_hat,0.2670290348911637,0.2670290348911637,,0.006357056079297867,0.24829625232077757,0.28468081255397515,0.39752259392386763,0.7460639267843738,498,9.911685421712667,-3.2363568801576763,0.9966109963378529,-13.823370843425334,-13.585046218385827,0.012335668280487974,0.07009532266505245,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,lowest_8,polynomial,8,8,0,1620.4473095387782,alpha_hat,4.496348603840462,,4.496348603840462,0.3153532606606368,3.714399312403075,5.587579062060446,204.7237733435957,42349.36406127522,500,1.370736763823876,-1.1011197156854786,0.9713322402493616,3.258526472352248,3.4968510973917546,0.09580091920228301,0.20386839238750284,True,,,,False
Langevin,abscissa_rate,abscissa_rate,deterministic,uncensored_only,arrhenius,20,20,0,0.5438863807776466,Delta_hat,0.27050087488791863,0.27050087488791863,,0.0030265344645246588,0.2630061643555363,0.2770505564270801,0.4963012822685129,0.586093566261483,500,20.663277148722813,-1.908472507727636,0.9977517277867355,-35.326554297445625,-32.339357476783654,0.009523487823153489,0.08611235424800112,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,uncensored_only,polynomial,20,20,0,7.051455020501564,alpha_hat,2.5381969099684465,,2.5381969099684465,0.16236291265350736,2.1233622986972422,3.0122984681743823,3.496499275100529,21.875010932775773,500,-13.518192489701418,1.5096744561147875,0.9313988718554285,33.03638497940284,36.02358180006481,0.305632376104545,0.47567096740430403,True,,,,False
Langevin,abscissa_rate,abscissa_rate,deterministic,reliable_rate_window_only,arrhenius,20,20,0,0.5438863807776466,Delta_hat,0.27050087488791863,0.27050087488791863,,0.0030265344645246588,0.2630061643555363,0.2770505564270801,0.4963012822685129,0.586093566261483,500,20.663277148722813,-1.908472507727636,0.9977517277867355,-35.326554297445625,-32.339357476783654,0.009523487823153489,0.08611235424800112,True,,,,True
Langevin,abscissa_rate,abscissa_rate,deterministic,reliable_rate_window_only,polynomial,20,20,0,7.051455020501564,alpha_hat,2.5381969099684465,,2.5381969099684465,0.16236291265350736,2.1233622986972422,3.0122984681743823,3.496499275100529,21.875010932775773,500,-13.518192489701418,1.5096744561147875,0.9313988718554285,33.03638497940284,36.02358180006481,0.305632376104545,0.47567096740430403,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,all,arrhenius,20,20,0,1.4296569400548478,Delta_hat,0.018296711465539333,0.018296711465539333,,0.0020769930470763242,0.01377913978709296,0.02436431031707171,1.3348910181832045,1.5078812586398922,500,28.19321767994198,-2.6614665608495525,0.8117205036736918,-50.38643535988396,-47.39923853922199,0.00464744638196946,0.059095563964959595,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,all,polynomial,20,20,0,1.7858085972688647,alpha_hat,0.19487517485927602,,0.19487517485927602,0.007159965784119396,0.17541807396744105,0.21243383458622422,1.7032588215071744,1.8408369337173236,500,48.90838409189975,-4.732983202045329,0.9762778099244513,-91.8167681837995,-88.82957136313752,0.0005815187696945682,0.020976390454277904,True,,,,True
LSC-CP,abscissa_rate,abscissa_rate,deterministic,exclude_largest_2,arrhenius,18,18,0,1.3759082541850505,Delta_hat,0.0159331339451982,0.0159331339451982,,0.0018191395536616328,0.012141677823825709,0.02235801796681966,1.2925690730900108,1.4555315133860551,500,29.308341141084817,-3.203987657522605,0.8274248820792847,-52.616682282169634,-49.94556700848114,0.0031092335404873253,0.04749267892527632,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,exclude_largest_2,polynomial,18,18,0,1.7424799653041292,alpha_hat,0.18519038619298628,,0.18519038619298628,0.007939570666009121,0.1666820450245694,0.20590462894720435,1.6588337888082796,1.8133583324076918,500,45.49505417999198,-5.0025113285122895,0.9714313793074989,-84.99010835998396,-82.31899308629548,0.0005106209531639129,0.019323340851935163,True,,,,True
LSC-CP,abscissa_rate,abscissa_rate,deterministic,lowest_12,arrhenius,12,12,0,1.231971705046875,Delta_hat,0.009610923835724896,0.009610923835724896,,0.001172161162841085,0.006783410119148549,0.01372439794830337,1.1704693366367596,1.2991716429242126,500,29.415736423585024,-5.255593153885515,0.8705146931449242,-52.83147284717005,-51.37675289780604,0.0007275940015371135,0.020853157531641596,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,lowest_12,polynomial,12,12,0,1.5541739228999674,alpha_hat,0.14311987459423914,,0.14311987459423914,0.009293108952387817,0.11751601632429104,0.17140861084046435,1.4457329330334314,1.6629497888991411,500,36.39579654583585,-6.418936507593988,0.9595436319847499,-66.7915930916717,-65.3368731423077,0.00022461291737041014,0.011656147232507755,True,,,,True
LSC-CP,abscissa_rate,abscissa_rate,deterministic,lowest_10,arrhenius,10,10,0,1.1876964750522363,Delta_hat,0.007686903731925841,0.007686903731925841,,0.000957225244182352,0.005186084567316814,0.010616195532923504,1.130575858351473,1.2335529225571908,500,28.567792013407896,-6.248850376096878,0.889635930880889,-51.13558402681579,-50.227828747833655,0.0003650114535196496,0.013902067143463153,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,lowest_10,polynomial,10,10,0,1.4727521932718108,alpha_hat,0.12434756339766377,,0.12434756339766377,0.009010893894646845,0.09724729834310504,0.15088384431014032,1.361125297129524,1.5725491911014138,500,33.60295098639662,-7.255882170694625,0.9596838220890862,-61.20590197279324,-60.298146693811105,0.00013005682919855105,0.008402435859934804,True,,,,True
LSC-CP,abscissa_rate,abscissa_rate,deterministic,lowest_8,arrhenius,8,8,0,1.147779732386766,Delta_hat,0.005976976615052272,0.005976976615052272,,0.0008191645291495837,0.003181586630340447,0.008754029673785853,1.0826740919509026,1.1963497331724866,499,26.30397113842047,-7.334428309334626,0.8987134757947839,-46.60794227684094,-46.369617651801434,0.00019310655223693963,0.009032420238276046,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,lowest_8,polynomial,8,8,0,1.3921476208245742,alpha_hat,0.10523733509473206,,0.10523733509473206,0.009027367457937734,0.07449578285058783,0.1301643685905072,1.2702572033038686,1.4870983880575617,500,29.798198210571663,-8.207985077372426,0.9577165140906099,-53.596396421143325,-53.358071796103815,7.97609189204372e-05,0.005835978633249462,True,,,,True
LSC-CP,abscissa_rate,abscissa_rate,deterministic,uncensored_only,arrhenius,20,20,0,1.4296569400548478,Delta_hat,0.018296711465539333,0.018296711465539333,,0.0020769930470763242,0.01377913978709296,0.02436431031707171,1.3348910181832045,1.5078812586398922,500,28.19321767994198,-2.6614665608495525,0.8117205036736918,-50.38643535988396,-47.39923853922199,0.00464744638196946,0.059095563964959595,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,uncensored_only,polynomial,20,20,0,1.7858085972688647,alpha_hat,0.19487517485927602,,0.19487517485927602,0.007159965784119396,0.17541807396744105,0.21243383458622422,1.7032588215071744,1.8408369337173236,500,48.90838409189975,-4.732983202045329,0.9762778099244513,-91.8167681837995,-88.82957136313752,0.0005815187696945682,0.020976390454277904,True,,,,True
LSC-CP,abscissa_rate,abscissa_rate,deterministic,reliable_rate_window_only,arrhenius,20,20,0,1.4296569400548478,Delta_hat,0.018296711465539333,0.018296711465539333,,0.0020769930470763242,0.01377913978709296,0.02436431031707171,1.3348910181832045,1.5078812586398922,500,28.19321767994198,-2.6614665608495525,0.8117205036736918,-50.38643535988396,-47.39923853922199,0.00464744638196946,0.059095563964959595,True,,,,False
LSC-CP,abscissa_rate,abscissa_rate,deterministic,reliable_rate_window_only,polynomial,20,20,0,1.7858085972688647,alpha_hat,0.19487517485927602,,0.19487517485927602,0.007159965784119396,0.17541807396744105,0.21243383458622422,1.7032588215071744,1.8408369337173236,500,48.90838409189975,-4.732983202045329,0.9762778099244513,-91.8167681837995,-88.82957136313752,0.0005815187696945682,0.020976390454277904,True,,,,True
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,all,arrhenius,18,18,0,0.5628592762696564,Delta_hat,0.28749675072782005,0.28749675072782005,,0.0037820154446512413,0.2794936578980861,0.29901161045647945,0.5072881305929997,0.6166448469248221,500,19.839033543295837,-2.151842368879385,0.9972387873185893,-33.678067086591675,-31.006951812903182,0.008471492676954129,0.08037058215173398,True,,,,True
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,all,polynomial,18,18,0,4.97593954378464,alpha_hat,2.371323622779068,,2.371323622779068,0.13514724497419853,2.013895877725867,2.77494613615306,2.751979062026283,11.131669704823857,500,-6.11995518404285,0.7324897119360249,0.950597450045726,18.239910368085702,20.911025641774195,0.16052277659355932,0.3399553399866022,True,,,,False
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,exclude_largest_2,arrhenius,16,16,0,0.5242847844311881,Delta_hat,0.2822112308977403,0.2822112308977403,,0.0028559210220861935,0.2761502216385287,0.29167038793925326,0.48082054231252785,0.567252927857299,500,23.779830811412545,-3.0377671955961323,0.9985683079455178,-41.55966162282509,-39.241895456105745,0.004048308352195723,0.054739048432834,True,,,,True
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,exclude_largest_2,polynomial,16,16,0,8.496403239485986,alpha_hat,2.5954402518024766,,2.5954402518024766,0.14206673919106227,2.1768054499233567,2.9694130779705383,3.9242117230272098,19.537437268458934,500,-2.911661038621788,0.2986692856581592,0.9597426143712168,11.823322077243576,14.141088243962919,0.12249163991148837,0.2902653662746352,True,,,,False
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,lowest_12,arrhenius,12,12,0,0.47187011870271095,Delta_hat,0.2748264158866152,0.2748264158866152,,0.0016369204475402772,0.27007795849184135,0.27927348036967387,0.4422283137482635,0.4929628299219453,500,27.806858030246055,-4.987446754995688,0.999645362909758,-49.61371606049211,-48.158996111128104,0.0008669640633999024,0.02384509597250546,True,,,,True
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,lowest_12,polynomial,12,12,0,28.885706961492296,alpha_hat,3.0809209335602015,,3.0809209335602015,0.15725271819363948,2.5953894829858073,3.4828611195843044,10.599260540334662,82.5671687401398,500,2.1807184043671395,-0.7164234840158686,0.9746098074957817,1.638563191265721,3.0932831406297225,0.06711737222635068,0.201762287943851,True,,,,False
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,lowest_10,arrhenius,10,10,0,0.4526867926986102,Delta_hat,0.27210623706962594,0.27210623706962594,,0.001251522717542621,0.2680618159646386,0.2743777131065623,0.42912669326711034,0.46368601771221685,500,27.867079988827925,-6.108707971180885,0.999830793525501,-49.73415997765585,-48.82640469867371,0.0004135639811734721,0.014911142419904221,True,,,,True
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,lowest_10,polynomial,10,10,0,65.18592914937685,alpha_hat,3.389253972973333,,3.389253972973333,0.16211657992105294,2.892135639236229,3.842919052336613,21.26529155278613,214.3991803963245,500,4.53910263589792,-1.443112500594884,0.9820253954492929,-3.0782052717958397,-2.170449992813702,0.04374308871085921,0.15368521963426102,True,,,,False
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,lowest_8,arrhenius,8,8,0,0.4418385693335916,Delta_hat,0.2706008628009254,0.2706008628009254,,0.0015149559161237488,0.26660607200401587,0.2731354190663224,0.418968225188965,0.456685960080412,500,22.886673244912203,-6.48010383595756,0.9998119768941872,-39.773346489824405,-39.535021864784895,0.0004690852819241336,0.013845809036005604,True,,,,True
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,lowest_8,polynomial,8,8,0,162.5675621398172,alpha_hat,3.725008348102719,,3.725008348102719,0.16522744791288096,3.3014158388911587,4.191549490267133,58.57358873122784,583.1048313548205,500,6.374806507362639,-2.3521371515701697,0.9883328609273534,-6.749613014725279,-6.511288389685772,0.02571481030436138,0.1090673882864754,True,,,,False
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,uncensored_only,arrhenius,18,18,0,0.5628592762696564,Delta_hat,0.28749675072782005,0.28749675072782005,,0.0037820154446512413,0.2794936578980861,0.29901161045647945,0.5072881305929997,0.6166448469248221,500,19.839033543295837,-2.151842368879385,0.9972387873185893,-33.678067086591675,-31.006951812903182,0.008471492676954129,0.08037058215173398,True,,,,True
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,uncensored_only,polynomial,18,18,0,4.97593954378464,alpha_hat,2.371323622779068,,2.371323622779068,0.13514724497419853,2.013895877725867,2.77494613615306,2.751979062026283,11.131669704823857,500,-6.11995518404285,0.7324897119360249,0.950597450045726,18.239910368085702,20.911025641774195,0.16052277659355932,0.3399553399866022,True,,,,False
Langevin,chi2_effective_rate,KDE_chi2,seed_mean_window,reliable_rate_window_only,arrhenius,18,18,0,0.5628592762696564,Delta_hat,0.28749675072782005,0.28749675072782005,,0.0037820154446512413,0.2794936578980861,0.29901161045647945,0.5072881305929997,0.6166448469248221,500,19.839033543295837,-2.151842368879385,0.9972387873185893,-33.678067086591675,-31.006951812903182,0.008471492676954129,0.08037058215173398,True,,,,True
