epsilon,method,seed,rng_seed,metric,threshold,bias_floor,first_crossing_time,persistent_reached,censored,mixing_time,final_metric_value,n_recorded_points,n_recorded_points_below_threshold,persistence_records,N_particles,dt,nsteps,T_final,planned_T_final,clip_fraction_mean,clip_fraction_max
0.3,Langevin,4,20372112,W1,0.11814538348390369,0.04725815339356147,9.6,True,False,9.6,0.08234467168366669,44,4,4,2400,0.003,3440,10.32,40.0,0.0,0.0
0.3,Langevin,4,20372112,CDF_sup,0.07251258203362997,0.029005032813451986,9.120000000000001,True,False,9.12,0.051862748224674404,44,6,4,2400,0.003,3440,10.32,40.0,0.0,0.0
0.3,Langevin,5,20372212,truncated_KDE_chi2,0.05,0.009542905376178534,6.72,True,False,6.720000000000001,0.01485446290762743,40,12,4,2400,0.003,3120,9.36,40.0,0.0,0.0
0.3,Langevin,5,20372212,well_TV,0.075,0.023333333333333428,8.16,True,False,8.16,0.04541666666666655,40,6,4,2400,0.003,3120,9.36,40.0,0.0,0.0
0.3,Langevin,5,20372212,W1,0.11814538348390369,0.04725815339356147,8.64,True,False,8.639999999999999,0.08452525568049551,40,4,4,2400,0.003,3120,9.36,40.0,0.0,0.0
0.3,Langevin,5,20372212,CDF_sup,0.07251258203362997,0.029005032813451986,8.4,True,False,8.4,0.049876461075928524,40,5,4,2400,0.003,3120,9.36,40.0,0.0,0.0
0.26,LSC-CP,1,20381813,truncated_KDE_chi2,0.05,0.008234248473466738,1.44,True,False,1.4400000000000002,0.010340118387036624,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,1,20381813,well_TV,0.075,0.02250000000000013,1.44,True,False,1.4400000000000002,0.008749999999999925,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,1,20381813,W1,0.08895554434287192,0.03558221773714877,1.68,True,False,1.68,0.023255037943589678,11,4,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,1,20381813,CDF_sup,0.07139896076514551,0.028559584306058206,1.44,True,False,1.4400000000000002,0.01963394832151033,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,0,20381713,truncated_KDE_chi2,0.05,0.008234248473466738,1.44,True,False,1.4400000000000002,0.01074270996158387,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,0,20381713,well_TV,0.075,0.02250000000000013,1.44,True,False,1.4400000000000002,0.012916666666666576,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,0,20381713,W1,0.08895554434287192,0.03558221773714877,1.68,True,False,1.68,0.03366378486476743,11,4,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,0,20381713,CDF_sup,0.07139896076514551,0.028559584306058206,1.44,True,False,1.4400000000000002,0.02994345525820663,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.26,LSC-CP,2,20381913,truncated_KDE_chi2,0.05,0.008234248473466738,1.68,True,False,1.68,0.01651742985361724,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,2,20381913,well_TV,0.075,0.02250000000000013,1.68,True,False,1.68,0.04083333333333328,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,2,20381913,W1,0.08895554434287192,0.03558221773714877,1.92,True,False,1.9200000000000002,0.07492154680311883,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,2,20381913,CDF_sup,0.07139896076514551,0.028559584306058206,1.92,True,False,1.9200000000000002,0.04619304695297971,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,3,20382013,truncated_KDE_chi2,0.05,0.008234248473466738,1.44,True,False,1.4400000000000002,0.007649859685132014,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,3,20382013,well_TV,0.075,0.02250000000000013,1.68,True,False,1.68,0.005833333333333246,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,3,20382013,W1,0.08895554434287192,0.03558221773714877,1.92,True,False,1.9200000000000002,0.022367911880566214,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,3,20382013,CDF_sup,0.07139896076514551,0.028559584306058206,1.68,True,False,1.68,0.019589269972041273,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,Langevin,1,20381812,truncated_KDE_chi2,0.05,0.008234248473466738,7.92,True,False,7.920000000000001,0.012114824755555406,50,17,4,2400,0.003,3920,11.76,40.0,0.0,0.0
0.26,Langevin,1,20381812,well_TV,0.075,0.02250000000000013,9.36,True,False,9.36,0.04166666666666652,50,11,4,2400,0.003,3920,11.76,40.0,0.0,0.0
0.26,Langevin,1,20381812,W1,0.08895554434287192,0.03558221773714877,11.040000000000001,True,False,11.04,0.06679632074417416,50,4,4,2400,0.003,3920,11.76,40.0,0.0,0.0
0.26,Langevin,1,20381812,CDF_sup,0.07139896076514551,0.028559584306058206,9.36,True,False,9.36,0.041710784023844094,50,11,4,2400,0.003,3920,11.76,40.0,0.0,0.0
0.26,Langevin,2,20381912,truncated_KDE_chi2,0.05,0.008234248473466738,8.64,True,False,8.639999999999999,0.01660583534278642,54,18,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,Langevin,2,20381912,well_TV,0.075,0.02250000000000013,10.56,True,False,10.559999999999999,0.04874999999999985,54,10,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,Langevin,2,20381912,W1,0.08895554434287192,0.03558221773714877,12.0,True,False,12.0,0.0817387131250362,54,4,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,Langevin,2,20381912,CDF_sup,0.07139896076514551,0.028559584306058206,10.8,True,False,10.799999999999999,0.05082382662523088,54,9,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,Langevin,0,20381712,truncated_KDE_chi2,0.05,0.008234248473466738,9.36,True,False,9.36,0.015709739542284534,57,18,4,2400,0.003,4480,13.44,40.0,0.0,0.0
0.26,Langevin,0,20381712,well_TV,0.075,0.02250000000000013,11.040000000000001,True,False,11.04,0.043333333333333224,57,11,4,2400,0.003,4480,13.44,40.0,0.0,0.0
0.26,Langevin,0,20381712,W1,0.08895554434287192,0.03558221773714877,12.72,True,False,12.719999999999999,0.06947075351769844,57,4,4,2400,0.003,4480,13.44,40.0,0.0,0.0
0.26,Langevin,0,20381712,CDF_sup,0.07139896076514551,0.028559584306058206,11.76,True,False,11.76,0.04880597986457502,57,8,4,2400,0.003,4480,13.44,40.0,0.0,0.0
0.26,Langevin,3,20382012,truncated_KDE_chi2,0.05,0.008234248473466738,8.4,True,False,8.4,0.01595198117280359,49,14,4,2400,0.003,3840,11.52,40.0,0.0,0.0
0.26,Langevin,3,20382012,well_TV,0.075,0.02250000000000013,9.84,True,False,9.84,0.0429166666666666,49,8,4,2400,0.003,3840,11.52,40.0,0.0,0.0
0.26,Langevin,3,20382012,W1,0.08895554434287192,0.03558221773714877,10.8,True,False,10.799999999999999,0.0856917416109955,49,4,4,2400,0.003,3840,11.52,40.0,0.0,0.0
0.26,Langevin,3,20382012,CDF_sup,0.07139896076514551,0.028559584306058206,10.08,True,False,10.08,0.04371138979071698,49,7,4,2400,0.003,3840,11.52,40.0,0.0,0.0
0.26,LSC-CP,4,20382113,truncated_KDE_chi2,0.05,0.008234248473466738,1.44,True,False,1.4400000000000002,0.0053612113521054145,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,4,20382113,well_TV,0.075,0.02250000000000013,1.68,True,False,1.68,0.014999999999999902,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,4,20382113,W1,0.08895554434287192,0.03558221773714877,1.92,True,False,1.9200000000000002,0.0314507650195231,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,4,20382113,CDF_sup,0.07139896076514551,0.028559584306058206,1.92,True,False,1.9200000000000002,0.01905703002985276,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,Langevin,4,20382112,truncated_KDE_chi2,0.05,0.008234248473466738,8.4,True,False,8.4,0.009455375800450607,54,19,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,Langevin,4,20382112,well_TV,0.075,0.02250000000000013,9.84,True,False,9.84,0.03833333333333322,54,13,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,Langevin,4,20382112,W1,0.08895554434287192,0.03558221773714877,12.0,True,False,12.0,0.06780255264651217,54,4,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,Langevin,4,20382112,CDF_sup,0.07139896076514551,0.028559584306058206,10.08,True,False,10.559999999999999,0.039781486447097114,54,11,4,2400,0.003,4240,12.72,40.0,0.0,0.0
0.26,LSC-CP,5,20382213,truncated_KDE_chi2,0.05,0.008234248473466738,1.2,True,False,1.2,0.013219236430324618,12,7,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,5,20382213,well_TV,0.075,0.02250000000000013,1.68,True,False,1.68,0.005416666666666514,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,5,20382213,W1,0.08895554434287192,0.03558221773714877,1.92,True,False,1.9200000000000002,0.04007806807289451,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,LSC-CP,5,20382213,CDF_sup,0.07139896076514551,0.028559584306058206,1.68,True,False,1.68,0.026500955727058795,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.26,Langevin,5,20382212,truncated_KDE_chi2,0.05,0.008234248473466738,8.4,True,False,8.4,0.014143569221032975,53,18,4,2400,0.003,4160,12.48,40.0,0.0,0.0
0.26,Langevin,5,20382212,well_TV,0.075,0.02250000000000013,10.56,True,False,10.559999999999999,0.04874999999999985,53,9,4,2400,0.003,4160,12.48,40.0,0.0,0.0
0.26,Langevin,5,20382212,W1,0.08895554434287192,0.03558221773714877,11.76,True,False,11.76,0.08045235194209152,53,4,4,2400,0.003,4160,12.48,40.0,0.0,0.0
0.26,Langevin,5,20382212,CDF_sup,0.07139896076514551,0.028559584306058206,11.040000000000001,True,False,11.04,0.04925664502955446,53,7,4,2400,0.003,4160,12.48,40.0,0.0,0.0
0.22,LSC-CP,0,20391713,truncated_KDE_chi2,0.05,0.009547046121851678,1.44,True,False,1.4400000000000002,0.01809659323798419,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,0,20391713,well_TV,0.075,0.016666666666666607,1.68,True,False,1.68,0.015416666666666523,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,0,20391713,W1,0.08896054214804618,0.03558421685921847,1.92,True,False,1.9200000000000002,0.053653969094899334,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
