epsilon,method,seed,rng_seed,metric,threshold,bias_floor,first_crossing_time,persistent_reached,censored,mixing_time,final_metric_value,n_recorded_points,n_recorded_points_below_threshold,persistence_records,N_particles,dt,nsteps,T_final,planned_T_final,clip_fraction_mean,clip_fraction_max
0.16,LSC-CP,0,20421713,CDF_sup,0.063104730768445,0.025241892307378,1.92,True,False,1.9200000000000002,0.02772070192192666,13,5,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,2,20421913,truncated_KDE_chi2,0.05,0.010492537485859665,1.68,True,False,1.68,0.01639150503928115,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,2,20421913,well_TV,0.075,0.023333333333333206,1.68,True,False,1.68,0.0033333333333331883,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,2,20421913,W1,0.10648104486609627,0.04259241794643851,1.92,True,False,1.9200000000000002,0.0345470711108562,13,5,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,2,20421913,CDF_sup,0.063104730768445,0.025241892307378,2.16,True,False,2.16,0.03619466267873707,13,4,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,3,20422013,truncated_KDE_chi2,0.05,0.010492537485859665,1.68,True,False,1.68,0.025097896015305855,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,3,20422013,well_TV,0.075,0.023333333333333206,1.92,True,False,1.9200000000000002,0.030833333333333268,13,5,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,3,20422013,W1,0.10648104486609627,0.04259241794643851,2.16,True,False,2.16,0.06368471851330468,13,4,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,3,20422013,CDF_sup,0.063104730768445,0.025241892307378,2.16,True,False,2.16,0.03563736858859334,13,4,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,4,20422113,truncated_KDE_chi2,0.05,0.010492537485859665,1.44,True,False,1.4400000000000002,0.026885407994484495,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.16,LSC-CP,4,20422113,well_TV,0.075,0.023333333333333206,1.68,True,False,1.68,0.027499999999999858,11,4,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.16,LSC-CP,4,20422113,W1,0.10648104486609627,0.04259241794643851,1.68,True,False,1.68,0.06228051243543192,11,4,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.16,LSC-CP,4,20422113,CDF_sup,0.063104730768445,0.025241892307378,1.68,True,False,1.68,0.03034041451203351,11,4,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.16,Langevin,0,20421712,truncated_KDE_chi2,0.05,0.010492537485859665,16.8,True,False,16.8,0.015249569568536717,100,30,4,2400,0.003,7920,23.76,40.0,0.0,0.0
0.16,Langevin,0,20421712,well_TV,0.075,0.023333333333333206,18.96,True,False,20.64,0.04499999999999993,100,17,4,2400,0.003,7920,23.76,40.0,0.0,0.0
0.16,Langevin,0,20421712,W1,0.10648104486609627,0.04259241794643851,21.6,True,False,23.040000000000003,0.07938894264388582,100,7,4,2400,0.003,7920,23.76,40.0,0.0,0.0
0.16,Langevin,0,20421712,CDF_sup,0.063104730768445,0.025241892307378,22.8,True,False,22.8,0.04801910687947558,100,5,4,2400,0.003,7920,23.76,40.0,0.0,0.0
0.16,Langevin,1,20421812,truncated_KDE_chi2,0.05,0.010492537485859665,18.240000000000002,True,False,18.240000000000002,0.013772184613838315,108,32,4,2400,0.003,8560,25.68,40.0,0.0,0.0
0.16,Langevin,1,20421812,well_TV,0.075,0.023333333333333206,22.080000000000002,True,False,22.080000000000002,0.05166666666666653,108,16,4,2400,0.003,8560,25.68,40.0,0.0,0.0
0.16,Langevin,1,20421812,W1,0.10648104486609627,0.04259241794643851,23.76,True,False,23.76,0.09486275735651745,108,9,4,2400,0.003,8560,25.68,40.0,0.0,0.0
0.16,Langevin,1,20421812,CDF_sup,0.063104730768445,0.025241892307378,23.76,True,False,24.96,0.054157382540615195,108,5,4,2400,0.003,8560,25.68,40.0,0.0,0.0
0.16,Langevin,2,20421912,truncated_KDE_chi2,0.05,0.010492537485859665,19.44,True,False,19.44,0.015008770988814453,109,28,4,2400,0.003,8640,25.92,40.0,0.0,0.0
0.16,Langevin,2,20421912,well_TV,0.075,0.023333333333333206,23.52,True,False,23.520000000000003,0.05208333333333326,109,11,4,2400,0.003,8640,25.92,40.0,0.0,0.0
0.16,Langevin,2,20421912,W1,0.10648104486609627,0.04259241794643851,25.2,True,False,25.200000000000003,0.08616026009174743,109,4,4,2400,0.003,8640,25.92,40.0,0.0,0.0
0.16,Langevin,2,20421912,CDF_sup,0.063104730768445,0.025241892307378,25.2,True,False,25.200000000000003,0.05414638311057496,109,4,4,2400,0.003,8640,25.92,40.0,0.0,0.0
0.16,Langevin,3,20422012,truncated_KDE_chi2,0.05,0.010492537485859665,16.56,True,False,16.560000000000002,0.014557739540485226,99,30,4,2400,0.003,7840,23.52,40.0,0.0,0.0
0.16,Langevin,3,20422012,well_TV,0.075,0.023333333333333206,20.88,True,False,20.880000000000003,0.047083333333333255,99,12,4,2400,0.003,7840,23.52,40.0,0.0,0.0
0.16,Langevin,3,20422012,W1,0.10648104486609627,0.04259241794643851,22.8,True,False,22.8,0.08111267696230601,99,4,4,2400,0.003,7840,23.52,40.0,0.0,0.0
0.16,Langevin,3,20422012,CDF_sup,0.063104730768445,0.025241892307378,22.8,True,False,22.8,0.05349124285028828,99,4,4,2400,0.003,7840,23.52,40.0,0.0,0.0
0.16,Langevin,4,20422112,truncated_KDE_chi2,0.05,0.010492537485859665,17.04,True,False,17.040000000000003,0.019420687166808906,98,27,4,2400,0.003,7760,23.28,40.0,0.0,0.0
0.16,Langevin,4,20422112,well_TV,0.075,0.023333333333333206,19.44,True,False,19.92,0.05541666666666656,98,16,4,2400,0.003,7760,23.28,40.0,0.0,0.0
0.16,Langevin,4,20422112,W1,0.10648104486609627,0.04259241794643851,22.56,True,False,22.560000000000002,0.0947731954768419,98,4,4,2400,0.003,7760,23.28,40.0,0.0,0.0
0.16,Langevin,4,20422112,CDF_sup,0.063104730768445,0.025241892307378,22.56,True,False,22.560000000000002,0.05961324137927704,98,4,4,2400,0.003,7760,23.28,40.0,0.0,0.0
0.16,LSC-CP,5,20422213,truncated_KDE_chi2,0.05,0.010492537485859665,1.44,True,False,1.4400000000000002,0.019110974746619425,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,LSC-CP,5,20422213,well_TV,0.075,0.023333333333333206,1.68,True,False,1.68,0.0183333333333332,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,LSC-CP,5,20422213,W1,0.10648104486609627,0.04259241794643851,1.92,True,False,1.9200000000000002,0.04810946821573822,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,LSC-CP,5,20422213,CDF_sup,0.063104730768445,0.025241892307378,1.92,True,False,1.9200000000000002,0.03596667883436511,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,Langevin,5,20422212,truncated_KDE_chi2,0.05,0.010492537485859665,18.96,True,False,19.92,0.016303960459149905,107,27,4,2400,0.003,8480,25.44,40.0,0.0,0.0
0.16,Langevin,5,20422212,well_TV,0.075,0.023333333333333206,23.04,True,False,23.040000000000003,0.04833333333333323,107,11,4,2400,0.003,8480,25.44,40.0,0.0,0.0
0.16,Langevin,5,20422212,W1,0.10648104486609627,0.04259241794643851,24.48,True,False,24.48,0.08864226719332283,107,5,4,2400,0.003,8480,25.44,40.0,0.0,0.0
0.16,Langevin,5,20422212,CDF_sup,0.063104730768445,0.025241892307378,24.72,True,False,24.720000000000002,0.054345995614140996,107,4,4,2400,0.003,8480,25.44,40.0,0.0,0.0
0.14,LSC-CP,0,20431713,truncated_KDE_chi2,0.05,0.01371698989950259,1.68,True,False,1.68,0.026530753180747123,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,0,20431713,well_TV,0.075,0.024166666666666614,1.92,True,False,1.9200000000000002,0.030833333333333435,12,4,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,0,20431713,W1,0.1302073948851829,0.05208295795407317,1.68,True,False,1.68,0.0736665102516524,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,0,20431713,CDF_sup,0.09336174857303772,0.03734469942921509,1.68,True,False,1.68,0.04200708295580491,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,2,20431913,truncated_KDE_chi2,0.05,0.01371698989950259,1.92,True,False,1.9200000000000002,0.023201031944085404,12,4,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,2,20431913,well_TV,0.075,0.024166666666666614,1.92,True,False,1.9200000000000002,0.0254166666666667,12,4,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,2,20431913,W1,0.1302073948851829,0.05208295795407317,1.92,True,False,1.9200000000000002,0.06137238687265062,12,4,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,2,20431913,CDF_sup,0.09336174857303772,0.03734469942921509,1.68,True,False,1.68,0.02975744257961166,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,1,20431813,truncated_KDE_chi2,0.05,0.01371698989950259,1.92,True,False,1.9200000000000002,0.018317514583062196,12,4,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,1,20431813,well_TV,0.075,0.024166666666666614,1.68,True,False,1.68,0.01583333333333342,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,1,20431813,W1,0.1302073948851829,0.05208295795407317,1.68,True,False,1.68,0.04703276503259768,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,1,20431813,CDF_sup,0.09336174857303772,0.03734469942921509,1.44,True,False,1.4400000000000002,0.03378567804170696,12,6,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,3,20432013,truncated_KDE_chi2,0.05,0.01371698989950259,1.68,True,False,1.68,0.019312746019473796,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,LSC-CP,3,20432013,well_TV,0.075,0.024166666666666614,1.68,True,False,1.68,0.014166666666666716,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,LSC-CP,3,20432013,W1,0.1302073948851829,0.05208295795407317,1.68,True,False,1.68,0.05292581094690013,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,LSC-CP,3,20432013,CDF_sup,0.09336174857303772,0.03734469942921509,1.68,True,False,1.68,0.031731717186350705,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,LSC-CP,4,20432113,truncated_KDE_chi2,0.05,0.01371698989950259,1.68,True,False,1.68,0.021424204164552697,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,4,20432113,well_TV,0.075,0.024166666666666614,1.92,True,False,1.9200000000000002,0.027500000000000024,12,4,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,4,20432113,W1,0.1302073948851829,0.05208295795407317,1.92,True,False,1.9200000000000002,0.06437830569967756,12,4,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,LSC-CP,4,20432113,CDF_sup,0.09336174857303772,0.03734469942921509,1.68,True,False,1.68,0.03553496564981784,12,5,4,2400,0.003,880,2.64,32.071349029490925,0.0,0.0
0.14,Langevin,2,20431912,truncated_KDE_chi2,0.05,0.01371698989950259,18.96,True,False,20.400000000000002,0.020189129234294563,103,20,4,2400,0.003,8160,24.48,47.71070648852269,0.0,0.0
0.14,Langevin,2,20431912,well_TV,0.075,0.024166666666666614,22.080000000000002,True,False,22.080000000000002,0.06458333333333338,103,10,4,2400,0.003,8160,24.48,47.71070648852269,0.0,0.0
0.14,Langevin,2,20431912,W1,0.1302073948851829,0.05208295795407317,23.76,True,False,23.76,0.10995694724196822,103,4,4,2400,0.003,8160,24.48,47.71070648852269,0.0,0.0
0.14,Langevin,2,20431912,CDF_sup,0.09336174857303772,0.03734469942921509,21.12,True,False,21.12,0.06599059741686525,103,15,4,2400,0.003,8160,24.48,47.71070648852269,0.0,0.0
0.14,Langevin,0,20431712,truncated_KDE_chi2,0.05,0.01371698989950259,22.32,True,False,22.32,0.026058020014087774,113,20,4,2400,0.003,8960,26.88,47.71070648852269,0.0,0.0
0.14,Langevin,0,20431712,well_TV,0.075,0.024166666666666614,26.16,True,False,26.16,0.07375000000000004,113,4,4,2400,0.003,8960,26.88,47.71070648852269,0.0,0.0
0.14,Langevin,0,20431712,W1,0.1302073948851829,0.05208295795407317,26.16,True,False,26.16,0.12844326732766384,113,4,4,2400,0.003,8960,26.88,47.71070648852269,0.0,0.0
0.14,Langevin,0,20431712,CDF_sup,0.09336174857303772,0.03734469942921509,24.72,True,False,24.720000000000002,0.07578775237179658,113,10,4,2400,0.003,8960,26.88,47.71070648852269,0.0,0.0
0.14,Langevin,1,20431812,truncated_KDE_chi2,0.05,0.01371698989950259,20.88,True,False,20.880000000000003,0.022133639738371284,116,29,4,2400,0.003,9200,27.6,47.71070648852269,0.0,0.0
0.14,Langevin,1,20431812,well_TV,0.075,0.024166666666666614,26.88,True,False,26.880000000000003,0.06625000000000009,116,4,4,2400,0.003,9200,27.6,47.71070648852269,0.0,0.0
0.14,Langevin,1,20431812,W1,0.1302073948851829,0.05208295795407317,26.64,True,False,26.64,0.1202675771158687,116,5,4,2400,0.003,9200,27.6,47.71070648852269,0.0,0.0
0.14,Langevin,1,20431812,CDF_sup,0.09336174857303772,0.03734469942921509,23.52,True,False,23.520000000000003,0.06983000164495612,116,18,4,2400,0.003,9200,27.6,47.71070648852269,0.0,0.0
0.14,LSC-CP,5,20432213,truncated_KDE_chi2,0.05,0.01371698989950259,1.68,True,False,1.68,0.025322776248593904,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,LSC-CP,5,20432213,well_TV,0.075,0.024166666666666614,1.68,True,False,1.68,0.017916666666666747,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,LSC-CP,5,20432213,W1,0.1302073948851829,0.05208295795407317,1.68,True,False,1.68,0.055664470876001626,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,LSC-CP,5,20432213,CDF_sup,0.09336174857303772,0.03734469942921509,1.68,True,False,1.68,0.04337758948313761,11,4,4,2400,0.003,800,2.4,32.071349029490925,0.0,0.0
0.14,Langevin,4,20432112,truncated_KDE_chi2,0.05,0.01371698989950259,22.32,True,False,22.32,0.022510032870114133,115,22,4,2400,0.003,9120,27.36,47.71070648852269,0.0,0.0
0.14,Langevin,4,20432112,well_TV,0.075,0.024166666666666614,26.400000000000002,True,False,26.400000000000002,0.06708333333333344,115,5,4,2400,0.003,9120,27.36,47.71070648852269,0.0,0.0
0.14,Langevin,4,20432112,W1,0.1302073948851829,0.05208295795407317,26.64,True,False,26.64,0.12083186021320416,115,4,4,2400,0.003,9120,27.36,47.71070648852269,0.0,0.0
0.14,Langevin,4,20432112,CDF_sup,0.09336174857303772,0.03734469942921509,23.76,True,False,25.200000000000003,0.07004558096153685,115,11,4,2400,0.003,9120,27.36,47.71070648852269,0.0,0.0
0.14,Langevin,3,20432012,truncated_KDE_chi2,0.05,0.01371698989950259,21.36,True,False,21.84,0.024219604518759597,124,34,4,2400,0.003,9840,29.52,47.71070648852269,0.0,0.0
0.14,Langevin,3,20432012,well_TV,0.075,0.024166666666666614,28.560000000000002,True,False,28.560000000000002,0.062083333333333435,124,5,4,2400,0.003,9840,29.52,47.71070648852269,0.0,0.0
0.14,Langevin,3,20432012,W1,0.1302073948851829,0.05208295795407317,27.84,True,False,28.8,0.10814183969269565,124,7,4,2400,0.003,9840,29.52,47.71070648852269,0.0,0.0
0.14,Langevin,3,20432012,CDF_sup,0.09336174857303772,0.03734469942921509,23.28,True,False,23.28,0.06471879106295403,124,27,4,2400,0.003,9840,29.52,47.71070648852269,0.0,0.0
0.14,Langevin,5,20432212,truncated_KDE_chi2,0.05,0.01371698989950259,21.6,True,False,23.520000000000003,0.02485286557404997,122,27,4,2400,0.003,9680,29.04,47.71070648852269,0.0,0.0
0.14,Langevin,5,20432212,well_TV,0.075,0.024166666666666614,28.32,True,False,28.32,0.06750000000000006,122,4,4,2400,0.003,9680,29.04,47.71070648852269,0.0,0.0
0.14,Langevin,5,20432212,W1,0.1302073948851829,0.05208295795407317,27.36,True,False,27.360000000000003,0.11664481255639914,122,8,4,2400,0.003,9680,29.04,47.71070648852269,0.0,0.0
0.14,Langevin,5,20432212,CDF_sup,0.09336174857303772,0.03734469942921509,25.2,True,False,25.200000000000003,0.06903120893704606,122,17,4,2400,0.003,9680,29.04,47.71070648852269,0.0,0.0
0.125,LSC-CP,1,20441813,truncated_KDE_chi2,0.05,0.010284141246255294,1.68,True,False,1.68,0.021131896537951,12,5,4,2400,0.003,880,2.64,33.941125496954285,0.0,0.0
0.125,LSC-CP,1,20441813,well_TV,0.075,0.020416666666666805,1.68,True,False,1.68,0.015833333333333255,12,5,4,2400,0.003,880,2.64,33.941125496954285,0.0,0.0
0.125,LSC-CP,1,20441813,W1,0.08795574276387472,0.03518229710554989,1.92,True,False,1.9200000000000002,0.050372129498098245,12,4,4,2400,0.003,880,2.64,33.941125496954285,0.0,0.0
0.125,LSC-CP,1,20441813,CDF_sup,0.06325018789250014,0.025300075157000057,1.92,True,False,1.9200000000000002,0.035046653490863,12,4,4,2400,0.003,880,2.64,33.941125496954285,0.0,0.0
0.125,LSC-CP,0,20441713,truncated_KDE_chi2,0.05,0.010284141246255294,1.92,True,False,1.9200000000000002,0.019445172558639395,13,5,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,0,20441713,well_TV,0.075,0.020416666666666805,1.68,True,False,1.68,0.011666666666666603,13,6,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,0,20441713,W1,0.08795574276387472,0.03518229710554989,2.16,True,False,2.16,0.046511933784820464,13,4,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,0,20441713,CDF_sup,0.06325018789250014,0.025300075157000057,1.92,True,False,1.9200000000000002,0.03591011810314995,13,5,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,2,20441913,truncated_KDE_chi2,0.05,0.010284141246255294,1.68,True,False,1.68,0.021253051219046422,15,8,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,LSC-CP,2,20441913,well_TV,0.075,0.020416666666666805,1.92,True,False,1.9200000000000002,0.016666666666666607,15,7,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,LSC-CP,2,20441913,W1,0.08795574276387472,0.03518229710554989,2.16,True,False,2.6399999999999997,0.05324876501789357,15,5,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,LSC-CP,2,20441913,CDF_sup,0.06325018789250014,0.025300075157000057,1.92,True,False,1.9200000000000002,0.038641933564456776,15,7,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,LSC-CP,3,20442013,truncated_KDE_chi2,0.05,0.010284141246255294,1.92,True,False,1.9200000000000002,0.022093921101834932,13,5,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,3,20442013,well_TV,0.075,0.020416666666666805,1.68,True,False,1.68,0.02124999999999988,13,6,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,3,20442013,W1,0.08795574276387472,0.03518229710554989,2.16,True,False,2.16,0.04921753946005497,13,4,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,3,20442013,CDF_sup,0.06325018789250014,0.025300075157000057,1.92,True,False,1.9200000000000002,0.03534577971183589,13,5,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,4,20442113,truncated_KDE_chi2,0.05,0.010284141246255294,1.92,True,False,1.9200000000000002,0.019949453261937245,15,7,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,LSC-CP,4,20442113,well_TV,0.075,0.020416666666666805,1.92,True,False,1.9200000000000002,0.006666666666666599,15,7,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,LSC-CP,4,20442113,W1,0.08795574276387472,0.03518229710554989,2.64,True,False,2.6399999999999997,0.03810147628947811,15,4,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,LSC-CP,4,20442113,CDF_sup,0.06325018789250014,0.025300075157000057,2.16,True,False,2.16,0.044668622899653176,15,6,4,2400,0.003,1120,3.36,33.941125496954285,0.0,0.0
0.125,Langevin,0,20441712,truncated_KDE_chi2,0.05,0.010284141246255294,30.72,True,False,31.68,0.016080629969207,183,54,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,0,20441712,well_TV,0.075,0.020416666666666805,37.2,True,False,37.2,0.04666666666666652,183,28,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,0,20441712,W1,0.08795574276387472,0.03518229710554989,42.96,True,False,42.96,0.08146768214293354,183,4,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,0,20441712,CDF_sup,0.06325018789250014,0.025300075157000057,40.800000000000004,True,False,40.800000000000004,0.053885316779057835,183,13,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,2,20441912,truncated_KDE_chi2,0.05,0.010284141246255294,30.0,True,False,30.0,0.013783767816194687,193,67,4,2400,0.003,15360,46.08,59.1124487914452,0.0,0.0
0.125,Langevin,2,20441912,well_TV,0.075,0.020416666666666805,39.36,True,False,39.36,0.04083333333333328,193,29,4,2400,0.003,15360,46.08,59.1124487914452,0.0,0.0
0.125,Langevin,2,20441912,W1,0.08795574276387472,0.03518229710554989,44.4,True,False,45.36,0.07516364195888889,193,5,4,2400,0.003,15360,46.08,59.1124487914452,0.0,0.0
0.125,Langevin,2,20441912,CDF_sup,0.06325018789250014,0.025300075157000057,41.52,True,False,41.52,0.0464451967451851,193,20,4,2400,0.003,15360,46.08,59.1124487914452,0.0,0.0
0.125,Langevin,3,20442012,truncated_KDE_chi2,0.05,0.010284141246255294,29.28,True,False,29.76,0.01362820142815106,175,52,4,2400,0.003,13920,41.76,59.1124487914452,0.0,0.0
0.125,Langevin,3,20442012,well_TV,0.075,0.020416666666666805,33.6,True,False,33.6,0.04666666666666652,175,35,4,2400,0.003,13920,41.76,59.1124487914452,0.0,0.0
0.125,Langevin,3,20442012,W1,0.08795574276387472,0.03518229710554989,41.04,True,False,41.04,0.0772035243679062,175,4,4,2400,0.003,13920,41.76,59.1124487914452,0.0,0.0
0.125,Langevin,3,20442012,CDF_sup,0.06325018789250014,0.025300075157000057,36.24,True,False,36.24,0.04750402148688537,175,24,4,2400,0.003,13920,41.76,59.1124487914452,0.0,0.0
0.125,Langevin,1,20441812,truncated_KDE_chi2,0.05,0.010284141246255294,30.72,True,False,31.92,0.013682088537241531,209,77,4,2400,0.003,16640,49.92,59.1124487914452,0.0,0.0
0.125,Langevin,1,20441812,well_TV,0.075,0.020416666666666805,37.68,True,False,39.120000000000005,0.043749999999999845,209,44,4,2400,0.003,16640,49.92,59.1124487914452,0.0,0.0
0.125,Langevin,1,20441812,W1,0.08795574276387472,0.03518229710554989,47.28,True,False,49.2,0.07149177202186302,209,7,4,2400,0.003,16640,49.92,59.1124487914452,0.0,0.0
0.125,Langevin,1,20441812,CDF_sup,0.06325018789250014,0.025300075157000057,46.08,True,False,46.080000000000005,0.045381665804163696,209,17,4,2400,0.003,16640,49.92,59.1124487914452,0.0,0.0
0.125,LSC-CP,5,20442213,truncated_KDE_chi2,0.05,0.010284141246255294,1.92,True,False,1.9200000000000002,0.022177716326115284,13,5,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,5,20442213,well_TV,0.075,0.020416666666666805,1.68,True,False,1.68,0.015416666666666523,13,6,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,5,20442213,W1,0.08795574276387472,0.03518229710554989,2.16,True,False,2.16,0.04803341109168623,13,4,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,LSC-CP,5,20442213,CDF_sup,0.06325018789250014,0.025300075157000057,1.92,True,False,1.9200000000000002,0.03451244637850255,13,5,4,2400,0.003,960,2.88,33.941125496954285,0.0,0.0
0.125,Langevin,4,20442112,truncated_KDE_chi2,0.05,0.010284141246255294,29.76,True,False,30.720000000000002,0.015559429773624922,183,58,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,4,20442112,well_TV,0.075,0.020416666666666805,33.36,True,False,33.84,0.050833333333333175,183,43,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,4,20442112,W1,0.08795574276387472,0.03518229710554989,42.96,True,False,42.96,0.08037412740809545,183,4,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,4,20442112,CDF_sup,0.06325018789250014,0.025300075157000057,40.08,True,False,40.080000000000005,0.05258748771247013,183,14,4,2400,0.003,14560,43.68,59.1124487914452,0.0,0.0
0.125,Langevin,5,20442212,truncated_KDE_chi2,0.05,0.010284141246255294,28.8,True,False,28.8,0.017668586527014748,178,58,4,2400,0.003,14160,42.480000000000004,59.1124487914452,0.0,0.0
0.125,Langevin,5,20442212,well_TV,0.075,0.020416666666666805,33.84,True,False,35.52,0.05208333333333326,178,33,4,2400,0.003,14160,42.480000000000004,59.1124487914452,0.0,0.0
0.125,Langevin,5,20442212,W1,0.08795574276387472,0.03518229710554989,41.76,True,False,41.760000000000005,0.07700717920379832,178,4,4,2400,0.003,14160,42.480000000000004,59.1124487914452,0.0,0.0
0.125,Langevin,5,20442212,CDF_sup,0.06325018789250014,0.025300075157000057,38.160000000000004,True,False,38.160000000000004,0.05243699906092292,178,19,4,2400,0.003,14160,42.480000000000004,59.1124487914452,0.0,0.0
0.11,LSC-CP,0,20451713,truncated_KDE_chi2,0.05,0.011946003495541143,1.92,True,False,1.9200000000000002,0.03134192896510275,12,4,4,2400,0.003,880,2.64,36.18136134933163,0.0,0.0
0.11,LSC-CP,0,20451713,well_TV,0.075,0.02416666666666667,1.68,True,False,1.68,0.018333333333333313,12,5,4,2400,0.003,880,2.64,36.18136134933163,0.0,0.0
0.11,LSC-CP,0,20451713,W1,0.11310317788182798,0.045241271152731195,1.92,True,False,1.9200000000000002,0.0527069803770873,12,4,4,2400,0.003,880,2.64,36.18136134933163,0.0,0.0
0.11,LSC-CP,0,20451713,CDF_sup,0.0716272453854129,0.02865089815416516,1.92,True,False,1.9200000000000002,0.03903631201433154,12,4,4,2400,0.003,880,2.64,36.18136134933163,0.0,0.0
0.11,LSC-CP,2,20451913,truncated_KDE_chi2,0.05,0.011946003495541143,2.16,True,False,2.16,0.03879376555617168,13,4,4,2400,0.003,960,2.88,36.18136134933163,0.0,0.0
0.11,LSC-CP,2,20451913,well_TV,0.075,0.02416666666666667,1.92,True,False,1.9200000000000002,0.03208333333333335,13,5,4,2400,0.003,960,2.88,36.18136134933163,0.0,0.0
0.11,LSC-CP,2,20451913,W1,0.11310317788182798,0.045241271152731195,2.16,True,False,2.16,0.07958201756937906,13,4,4,2400,0.003,960,2.88,36.18136134933163,0.0,0.0
