epsilon,method,metric,n_seeds,n_reached,n_censored,all_reached,km_median_mixing_time,median_reached_mixing_time,mean_reached_mixing_time,q25_reached_mixing_time,q75_reached_mixing_time,bootstrap_median_ci_low,bootstrap_median_ci_high,threshold,bias_floor,maximum_censoring_time
0.18,Langevin,W1,6,6,0,True,23.520000000000003,23.880000000000003,23.880000000000006,23.340000000000003,24.240000000000002,22.32,24.240000000000002,0.08,0.031964107072202055,26.400000000000002
0.18,Langevin,truncated_KDE_chi2,6,6,0,True,14.639999999999999,14.639999999999999,14.719999999999999,14.28,14.819999999999999,13.92,14.879999999999999,0.05,0.011439934977145547,26.400000000000002
0.18,Langevin,well_TV,6,6,0,True,18.48,18.72,18.720000000000002,18.3,19.32,17.28,19.44,0.075,0.021250000000000213,26.400000000000002
0.2,LSC-CP,CDF_sup,6,6,0,True,1.9200000000000002,1.9200000000000002,1.84,1.74,1.9200000000000002,1.68,1.9200000000000002,0.06739079781216024,0.026956319124864098,2.88
0.2,LSC-CP,W1,6,6,0,True,1.9200000000000002,1.9200000000000002,1.96,1.9200000000000002,1.9200000000000002,1.9200000000000002,1.9200000000000002,0.09523045456754502,0.038092181827018005,2.88
0.2,LSC-CP,truncated_KDE_chi2,6,6,0,True,1.4400000000000002,1.4400000000000002,1.5200000000000002,1.4400000000000002,1.62,1.4400000000000002,1.68,0.05,0.009419742095467603,2.88
0.2,LSC-CP,well_TV,6,6,0,True,1.68,1.68,1.68,1.68,1.68,1.68,1.68,0.075,0.023333333333333428,2.88
0.2,Langevin,CDF_sup,6,6,0,True,15.360000000000001,15.48,15.680000000000001,15.0,15.6,14.4,15.6,0.06739079781216024,0.026956319124864098,19.2
0.2,Langevin,W1,6,6,0,True,16.560000000000002,16.68,16.76,16.380000000000003,16.980000000000004,15.360000000000001,17.040000000000003,0.09523045456754502,0.038092181827018005,19.2
0.2,Langevin,truncated_KDE_chi2,6,6,0,True,12.24,12.24,12.079999999999998,11.879999999999999,12.42,11.04,12.48,0.05,0.009419742095467603,19.2
0.2,Langevin,well_TV,6,6,0,True,14.16,14.399999999999999,14.479999999999999,14.16,14.819999999999999,13.68,14.879999999999999,0.075,0.023333333333333428,19.2
0.22,LSC-CP,CDF_sup,6,6,0,True,1.9200000000000002,1.9200000000000002,1.8800000000000001,1.9200000000000002,1.9200000000000002,1.68,1.9200000000000002,0.061927634031765655,0.024771053612706262,2.88
0.22,LSC-CP,W1,6,6,0,True,1.9200000000000002,1.9200000000000002,1.92,1.9200000000000002,1.9200000000000002,1.68,1.9200000000000002,0.08896054214804618,0.03558421685921847,2.88
0.22,LSC-CP,truncated_KDE_chi2,6,6,0,True,1.4400000000000002,1.4400000000000002,1.4400000000000002,1.4400000000000002,1.4400000000000002,1.4400000000000002,1.4400000000000002,0.05,0.009547046121851678,2.88
0.22,LSC-CP,well_TV,6,6,0,True,1.68,1.68,1.64,1.68,1.68,1.4400000000000002,1.68,0.075,0.016666666666666607,2.88
0.22,Langevin,CDF_sup,6,6,0,True,13.92,14.52,14.56,13.92,15.12,13.92,15.12,0.061927634031765655,0.024771053612706262,17.04
0.22,Langevin,W1,6,6,0,True,14.879999999999999,15.120000000000001,15.24,14.879999999999999,15.719999999999999,14.16,15.839999999999998,0.08896054214804618,0.03558421685921847,17.04
0.22,Langevin,truncated_KDE_chi2,6,6,0,True,10.32,10.44,10.520000000000001,10.32,10.559999999999999,10.08,10.559999999999999,0.05,0.009547046121851678,17.04
0.22,Langevin,well_TV,6,6,0,True,13.2,13.2,12.920000000000002,12.66,13.2,12.24,13.2,0.075,0.016666666666666607,17.04
0.26,LSC-CP,CDF_sup,6,6,0,True,1.68,1.68,1.68,1.5,1.86,1.4400000000000002,1.9200000000000002,0.07139896076514551,0.028559584306058206,2.64
0.26,LSC-CP,W1,6,6,0,True,1.9200000000000002,1.9200000000000002,1.84,1.74,1.9200000000000002,1.68,1.9200000000000002,0.08895554434287192,0.03558221773714877,2.64
0.26,LSC-CP,truncated_KDE_chi2,6,6,0,True,1.4400000000000002,1.4400000000000002,1.4400000000000002,1.4400000000000002,1.4400000000000002,1.2,1.4400000000000002,0.05,0.008234248473466738,2.64
0.26,LSC-CP,well_TV,6,6,0,True,1.68,1.68,1.5999999999999999,1.5,1.68,1.4400000000000002,1.68,0.075,0.02250000000000013,2.64
0.26,Langevin,CDF_sup,6,6,0,True,10.559999999999999,10.68,10.599999999999998,10.2,10.979999999999999,9.36,11.04,0.07139896076514551,0.028559584306058206,13.44
0.26,Langevin,W1,6,6,0,True,11.76,11.879999999999999,11.719999999999999,11.219999999999999,12.0,10.799999999999999,12.0,0.08895554434287192,0.03558221773714877,13.44
0.26,Langevin,truncated_KDE_chi2,6,6,0,True,8.4,8.4,8.52,8.4,8.579999999999998,7.920000000000001,8.639999999999999,0.05,0.008234248473466738,13.44
0.26,Langevin,well_TV,6,6,0,True,9.84,10.2,10.200000000000001,9.84,10.559999999999999,9.36,10.559999999999999,0.075,0.02250000000000013,13.44
0.3,LSC-CP,CDF_sup,6,6,0,True,1.4400000000000002,1.56,1.5999999999999999,1.4400000000000002,1.68,1.4400000000000002,1.68,0.07251258203362997,0.029005032813451986,2.64
0.3,LSC-CP,W1,6,6,0,True,1.4400000000000002,1.4400000000000002,1.5200000000000002,1.4400000000000002,1.62,1.4400000000000002,1.68,0.11814538348390369,0.04725815339356147,2.64
0.3,LSC-CP,truncated_KDE_chi2,6,6,0,True,1.2,1.2,1.24,1.2,1.2,1.2,1.2,0.05,0.009542905376178534,2.64
0.3,LSC-CP,well_TV,6,6,0,True,1.4400000000000002,1.4400000000000002,1.5200000000000002,1.4400000000000002,1.62,1.4400000000000002,1.68,0.075,0.023333333333333428,2.64
0.3,Langevin,CDF_sup,6,6,0,True,8.4,8.64,8.839999999999998,8.4,9.059999999999999,8.16,9.12,0.07251258203362997,0.029005032813451986,11.52
0.3,Langevin,W1,6,6,0,True,8.879999999999999,8.879999999999999,9.16,8.7,9.42,8.16,9.6,0.11814538348390369,0.04725815339356147,11.52
0.3,Langevin,truncated_KDE_chi2,6,6,0,True,7.44,7.44,7.48,7.08,7.800000000000001,6.720000000000001,7.920000000000001,0.05,0.009542905376178534,11.52
0.3,Langevin,well_TV,6,6,0,True,8.16,8.52,8.719999999999999,8.16,9.059999999999999,8.16,9.12,0.075,0.023333333333333428,11.52
0.35,LSC-CP,CDF_sup,6,6,0,True,1.4400000000000002,1.56,1.5200000000000002,1.4400000000000002,1.68,1.2,1.68,0.08299758499526327,0.03319903399810531,2.64
0.35,LSC-CP,W1,6,6,0,True,1.68,1.68,1.64,1.5,1.68,1.4400000000000002,1.68,0.12908712694358487,0.051634850777433954,2.64
0.35,LSC-CP,truncated_KDE_chi2,6,6,0,True,1.4400000000000002,1.4400000000000002,1.36,1.26,1.4400000000000002,1.2,1.4400000000000002,0.05,0.009057869994123592,2.64
0.35,LSC-CP,well_TV,6,6,0,True,1.4400000000000002,1.56,1.5600000000000003,1.4400000000000002,1.68,1.4400000000000002,1.68,0.075,0.022083333333333233,2.64
0.35,Langevin,CDF_sup,6,6,0,True,6.96,7.08,7.16,6.96,7.2,6.720000000000001,7.2,0.08299758499526327,0.03319903399810531,8.88
0.35,Langevin,W1,6,6,0,True,7.44,7.5600000000000005,7.56,7.26,7.680000000000001,7.2,7.680000000000001,0.12908712694358487,0.051634850777433954,8.88
0.35,Langevin,truncated_KDE_chi2,6,6,0,True,5.760000000000001,5.880000000000001,5.88,5.760000000000001,6.0,5.760000000000001,6.0,0.05,0.009057869994123592,8.88
0.35,Langevin,well_TV,6,6,0,True,7.2,7.32,7.36,7.2,7.44,6.96,7.44,0.075,0.022083333333333233,8.88
