method,seed,time,weak_z2,weak_aux_mean,weak_xnorm,aux_norm
Langevin,0,3.864,0.07020519144260695,0.002236604664181923,0.0593368589129879,2.220478795487067
Langevin,0,3.948,0.06836620778012747,0.0014516761820372946,0.04849129486535109,2.2237059872513254
Langevin,0,4.032,0.07044523133324732,0.002555962427077546,0.06938164857257068,2.2360449707301173
Langevin,0,4.116,0.07491490439303994,0.002670827672708062,0.07396312319328047,2.238593715912509
Langevin,0,4.2,0.07381626637716909,0.0034381230083929014,0.1228046604973363,2.2664862444337506
LSC-shell,0,0.0,0.38047579312766855,0.0038323667161481306,0.37005638077304503,2.229099322280236
LSC-shell,0,0.084,0.34299204287945617,0.004582387686141808,0.3439334183708702,2.2092363676324056
LSC-shell,0,0.168,0.3058761524422646,0.001418138026511487,0.3458929979050698,2.2398271199759856
LSC-shell,0,0.252,0.2758866635707118,0.002030450465822567,0.37396310328067095,2.275528288016224
LSC-shell,0,0.336,0.24193947000652916,0.008926595208532742,0.3272182254777576,2.2747472000499904
LSC-shell,0,0.42,0.22321801868735625,0.00875782294253807,0.3291245138296084,2.296185995199865
LSC-shell,0,0.504,0.20547386234935838,0.010358779721657609,0.37943259417522146,2.34466566117119
LSC-shell,0,0.588,0.18107656559608065,0.007837965284656192,0.32771972031109176,2.3235543055655006
LSC-shell,0,0.672,0.1787596177803359,0.007471392116169709,0.3071381685963219,2.3047624271712954
LSC-shell,0,0.756,0.16464157547558944,0.0011981362736423723,0.27456817792877697,2.291024701587135
LSC-shell,0,0.84,0.14467822991540258,0.000653075998344731,0.19657341280532226,2.2629445041432743
LSC-shell,0,0.924,0.14808091020350522,0.0018348453229560526,0.19915032373736352,2.2609574914998487
LSC-shell,0,1.008,0.1309090938757953,0.0022971624130224064,0.20607327703232148,2.293049156326752
LSC-shell,0,1.092,0.11588742290063658,0.00012100629139280474,0.2085425259700413,2.295650401877019
LSC-shell,0,1.176,0.11157525434222482,0.0014584356832991969,0.19106913597979513,2.2921287558161745
LSC-shell,0,1.26,0.10490678368857309,0.004279959439342913,0.18785450884114052,2.285241822888335
LSC-shell,0,1.344,0.09129891549734248,0.005627301063678955,0.13520126585419856,2.2650291934266864
LSC-shell,0,1.428,0.07969377922476784,0.0017175170358299744,0.14503892793245132,2.2802878003567315
LSC-shell,0,1.512,0.07217801892073106,0.0010486855563988401,0.14815925706371047,2.2922245824990366
LSC-shell,0,1.596,0.06892183073335234,0.00023208938056289675,0.19625772485599846,2.32197075637134
LSC-shell,0,1.68,0.06677676327101034,0.0009226736595794931,0.16047203519865683,2.2922404607162576
LSC-shell,0,1.764,0.04929231222133268,0.000730655471981138,0.1782729986376328,2.314599159520457
LSC-shell,0,1.848,0.04866133994530486,0.0013731261243891367,0.15526024793071524,2.296528477170975
LSC-shell,0,1.932,0.05049970060163944,0.004416733854310266,0.16051743640047977,2.303710988822988
LSC-shell,0,2.016,0.04847168722916617,0.004475142343673716,0.14168141525795086,2.299003085682668
LSC-shell,0,2.1,0.04779218356426451,0.005204781014688427,0.1461807321642956,2.2875679975623786
LSC-shell,0,2.184,0.032385584238097564,0.007667687778697634,0.13545712479281136,2.29055308950792
LSC-shell,0,2.268,0.02673754231940295,0.009060672873645398,0.14454679135658832,2.30410150303299
LSC-shell,0,2.352,0.02400323836530749,0.006761731070799139,0.10131797244062746,2.286926743226075
LSC-shell,0,2.436,0.033422767399097886,0.004927967742747986,0.1372401274910331,2.2969767363382836
LSC-shell,0,2.52,0.023193606073213635,0.003547177516243845,0.1279794164871806,2.3100407905475384
LSC-shell,0,2.604,0.02604883149772763,0.0034793996808828113,0.16316243145002485,2.315272273243342
LSC-shell,0,2.688,0.02810710943562733,0.002403200861024662,0.20155251706651978,2.3384311846686066
LSC-shell,0,2.772,0.018278029119400685,0.0032783964745849467,0.1753445036276844,2.328816571689744
LSC-shell,0,2.856,0.011546034257818416,0.0034884073424990693,0.16573485519349873,2.333872160739816
LSC-shell,0,2.94,0.02262319339981067,0.005277273782648104,0.1532197942616076,2.327425273832441
LSC-shell,0,3.024,0.015780579908818426,0.004567991940760417,0.12680907240544848,2.3172869380336407
LSC-shell,0,3.108,0.021384355834702662,0.0063574252596274,0.13941687085816312,2.321439666193411
LSC-shell,0,3.192,0.014238654456004474,0.0009581659518212082,0.11198627171755327,2.3016043507177613
LSC-shell,0,3.276,0.010939583666431885,9.598190302512164e-05,0.08792570341025385,2.289072639056638
LSC-shell,0,3.36,0.017862178474500334,0.0008408492312746106,0.09427029733355496,2.2958130165930126
LSC-shell,0,3.444,0.012610730121937808,0.00025973708385901935,0.0902150138789839,2.2909873176519917
LSC-shell,0,3.528,0.007957352585005406,0.0031788775077395107,0.06140980024163323,2.2855786786702716
LSC-shell,0,3.612,0.011721807490929548,0.0036815097026956095,0.12087668314477362,2.329158952480779
LSC-shell,0,3.696,0.011752186944548937,0.006900562838510689,0.08072992596365935,2.3007642695673853
LSC-shell,0,3.78,0.02589694518398522,0.008338049095478778,0.0942204636972983,2.292749363018617
LSC-shell,0,3.864,0.05200305062499244,0.006592466544589093,0.13059347679758382,2.292144097147494
LSC-shell,0,3.948,0.04227525373003038,0.0065560295143517805,0.07645977191897124,2.2693082288564104
LSC-shell,0,4.032,0.03511551728958873,0.005590005441691027,0.08122609507028766,2.2705692452827346
LSC-shell,0,4.116,0.03858495843769649,0.009226333114024921,0.10206822625917145,2.293624037848341
LSC-shell,0,4.2,0.028152989202952172,0.007713243143444669,0.14279633192773478,2.3249120029278005
CP-shell,0,0.0,0.38047579312766855,0.0038323667161481306,0.37005638077304503,2.229099322280236
CP-shell,0,0.084,0.35309962522490124,0.0023375380668819922,0.4121177926600641,2.2193904847180126
CP-shell,0,0.168,0.31709331783658223,0.0012980084518491714,0.4289112501863839,2.2302523861396204
CP-shell,0,0.252,0.2752865153866877,0.0007216898712358748,0.41301479678551,2.2173054889041066
CP-shell,0,0.336,0.2527475196375437,0.003116729153477916,0.4362720540657907,2.209789416964948
CP-shell,0,0.42,0.21326438211315057,0.0025743154679702,0.3833870576039322,2.2082688582580587
CP-shell,0,0.504,0.19707997231606367,0.0012876475712893622,0.45340167731831027,2.2444539447778857
CP-shell,0,0.588,0.16809563535634453,0.0012217491768030974,0.47621665750298625,2.2764556024179323
CP-shell,0,0.672,0.13647327851721713,0.0002260638317199618,0.4463089591499161,2.2799355545356286
CP-shell,0,0.756,0.12109117919894596,0.0022874187595760937,0.4436504318532313,2.286542123418367
CP-shell,0,0.84,0.0872654015629839,0.004541710636737146,0.3752902324982257,2.268134705989381
CP-shell,0,0.924,0.06880412387388302,0.0028483790942909247,0.3687895388304092,2.2764498438189613
CP-shell,0,1.008,0.048928202822960065,0.0005524677755089368,0.32732430310867144,2.260197211313871
CP-shell,0,1.092,0.024930636235148018,0.0035427999335034817,0.34001459489608354,2.287557160399215
CP-shell,0,1.176,0.00203625432354948,0.001751553593991738,0.3131210481065816,2.2826972255840325
CP-shell,0,1.26,0.00338924706939725,0.00279087188985966,0.30463910221752943,2.268533004227379
CP-shell,0,1.344,0.00600640045059575,0.002620201194403009,0.28626439288152117,2.2586837223537315
CP-shell,0,1.428,0.00791508483064507,0.0028297633363264796,0.3139336344413106,2.2678975961198904
CP-shell,0,1.512,0.03495412219027405,0.0013685319322532918,0.2244342323429933,2.2417604087546184
CP-shell,0,1.596,0.04928255908182888,0.0036370229732480184,0.20462757727054992,2.2493074058878424
CP-shell,0,1.68,0.04907988236328187,0.005003646363158351,0.16750184933358625,2.2227095453204893
CP-shell,0,1.764,0.05710259633918113,0.0032241683159874818,0.1624887672528379,2.2241981991889195
CP-shell,0,1.848,0.060275146978620464,0.0044639285192587825,0.14536804162136985,2.2058812283516787
CP-shell,0,1.932,0.08521537975743965,0.005506759582902574,0.10428084848420038,2.2212317044777548
CP-shell,0,2.016,0.09672751149845549,0.00572138107843836,0.14929022412368909,2.2448151417261695
CP-shell,0,2.1,0.10537169209534114,0.006181014534606547,0.13265767332587153,2.2437620678805654
CP-shell,0,2.184,0.09821134209623172,0.004584639155454469,0.1492235941270188,2.242771062931843
CP-shell,0,2.268,0.1051495540202333,0.002097177027203711,0.12059856210158681,2.224728727006866
CP-shell,0,2.352,0.10242417877542365,0.00359369518171173,0.14509906888395108,2.2322097304841915
CP-shell,0,2.436,0.10868640020444809,0.0038954629257064266,0.13196537802188324,2.2364868041988566
CP-shell,0,2.52,0.11957406821089855,0.004837441004863267,0.12585225059577532,2.24071601959733
CP-shell,0,2.604,0.11503537207211856,0.00020006707727686474,0.10175108241602526,2.225263584900495
CP-shell,0,2.688,0.12232669371455762,0.0007436018216938998,0.08962108329262009,2.2193058196586706
CP-shell,0,2.772,0.1258040652116975,0.0005486789417943462,0.045323445033886856,2.228450605939272
CP-shell,0,2.856,0.1279912691431272,0.00034370295032901403,0.07770608619181019,2.257109371916517
CP-shell,0,2.94,0.12927227415634623,0.0013231776433511127,0.07309421997162602,2.2503078316781955
CP-shell,0,3.024,0.14659393702400736,0.0014483167536288764,0.05755173869256325,2.247969149278263
CP-shell,0,3.108,0.1525696226951735,0.0030273080086528977,0.021326034216562206,2.2308142140261795
CP-shell,0,3.192,0.15227756675534276,0.004636579370089282,0.03730366887797665,2.2377816318287
CP-shell,0,3.276,0.1626286623434372,0.00015619094362091178,0.02284299672472745,2.2408129398490777
CP-shell,0,3.36,0.15550986709048575,0.00160294987582388,0.0235608762266164,2.240695559063424
CP-shell,0,3.444,0.1647363897073112,0.0027538431001969867,0.05988653253949394,2.2674927108538876
CP-shell,0,3.528,0.15559399409236407,0.0037356782283098446,0.0813624166381004,2.2726902710531247
CP-shell,0,3.612,0.1533224166786744,0.004235694256540515,0.08505579784767558,2.2832516081815832
CP-shell,0,3.696,0.16216350974873517,0.004459610166769359,0.0031473392466274674,2.234949986383492
CP-shell,0,3.78,0.16499282155845774,0.008101188499865753,0.017935078722852715,2.2374259998247443
CP-shell,0,3.864,0.16225029631905874,0.011233066166049884,0.02645651363075352,2.2402011351310955
CP-shell,0,3.948,0.17751887732357197,0.011436982511744359,0.011082169709212053,2.2172416473539482
CP-shell,0,4.032,0.18344822099715763,0.006307829581293453,0.05437326850494095,2.204612639001771
CP-shell,0,4.116,0.17101144069278518,0.006613013102930615,0.03681242992389411,2.2131472811041792
CP-shell,0,4.2,0.18708945850230163,0.004472041751529569,0.05711457797323494,2.214937877641881
Langevin,1,0.0,0.3798179257173169,0.005695304689151919,0.38923345223484684,2.247809134161437
Langevin,1,0.084,0.36171347599434744,0.0041675582208618705,0.4364766723426321,2.2608194367278975
Langevin,1,0.168,0.34082498383924165,0.004319053952831793,0.40380527654931253,2.2458376613078337
Langevin,1,0.252,0.32592168043843217,0.005500992102274156,0.3964911144869392,2.2523701172064685
Langevin,1,0.336,0.30893096282341825,0.005602719480477864,0.384137331987346,2.2594482200078043
Langevin,1,0.42,0.3005977819839887,0.009633499358907283,0.3504967413539992,2.2514632308320746
Langevin,1,0.504,0.2929791358867162,0.0098600742239523,0.35968535539502255,2.271987789245405
Langevin,1,0.588,0.2867732982084361,0.008924010260662207,0.3344781430086039,2.259394060696844
Langevin,1,0.672,0.2665480924598016,0.005674318226512748,0.3622314862968121,2.2917393206385888
Langevin,1,0.756,0.27292216127930535,0.004214636960210146,0.3487912917825904,2.267118689958245
Langevin,1,0.84,0.26035504924408115,0.002961768171986355,0.3299069917365882,2.27466205052608
Langevin,1,0.924,0.2534125450998279,0.0025199033797285303,0.31325180967984867,2.2585822467284706
Langevin,1,1.008,0.2437135612163206,0.0012578776499572225,0.3187851595193525,2.275525041004243
Langevin,1,1.092,0.23435919977862585,0.002651013749039361,0.28610822064873886,2.2500625116665787
Langevin,1,1.176,0.23445909507764284,0.00010925036443583805,0.273953699395304,2.2481120091538225
Langevin,1,1.26,0.22373306588452002,0.004125438019710393,0.27666815739853146,2.246545581014032
Langevin,1,1.344,0.2130129433233947,0.004471456397124069,0.25922614191637106,2.2409432055077496
Langevin,1,1.428,0.2021149257591437,0.0027087529696370543,0.2320952125747695,2.234273202489485
Langevin,1,1.512,0.19855718369299136,0.004441847802201265,0.19653280166809584,2.2225569003485
Langevin,1,1.596,0.19598665755452482,0.001865833569380571,0.24602049317287555,2.2484878382856537
Langevin,1,1.68,0.20818108424048787,0.0009146470825502378,0.2790711340903931,2.265359943375875
Langevin,1,1.764,0.19183419780203526,0.0037386574398140734,0.25213622840960603,2.2651492627293615
Langevin,1,1.848,0.18481865047132384,0.002206922366320967,0.24842789543435195,2.2710951288141437
Langevin,1,1.932,0.18187781000877368,0.005051300062675978,0.2807532018194214,2.2888429275623254
Langevin,1,2.016,0.17584261650973,0.0039436981971364745,0.23403002658379712,2.2578670319335514
Langevin,1,2.1,0.1654396158833209,0.0014445560738375902,0.23086395122179848,2.270290987422258
Langevin,1,2.184,0.173392211114749,0.0004718875683049569,0.23036813944141254,2.2539362036688293
Langevin,1,2.268,0.17056009230565317,0.0029580695232950156,0.246252450385958,2.265231135777642
Langevin,1,2.352,0.1555126899192254,0.001673018393352228,0.23929926564058324,2.280510913257733
Langevin,1,2.436,0.1566440141689014,0.0022516811499891823,0.24430965067464783,2.27370217130435
Langevin,1,2.52,0.1541029482301164,0.005525792807257197,0.2400976967203894,2.2777905653138713
Langevin,1,2.604,0.1581203177109447,0.005394127380077799,0.24092463604728476,2.276496507427454
Langevin,1,2.688,0.14546101058436656,0.004811816456581957,0.22018849091826453,2.278598857118083
Langevin,1,2.772,0.14632470852620227,0.007394476805294715,0.21841590403121103,2.273416019734598
Langevin,1,2.856,0.14358978286689883,0.008790356207917073,0.21621371854750215,2.270886870685567
Langevin,1,2.94,0.1341654640496701,0.0070099039272065915,0.2260882522963108,2.282587037728039
Langevin,1,3.024,0.1322402457506917,0.005705954551092058,0.244448303738535,2.28807953945567
Langevin,1,3.108,0.12621385784974026,0.0058368691946568034,0.22598923870353538,2.278786273038782
Langevin,1,3.192,0.12837016155072223,0.007728529389091546,0.23031526568885585,2.283030858130764
Langevin,1,3.276,0.12377256768086808,0.006881870352531828,0.23913306604277285,2.2911588470328597
Langevin,1,3.36,0.1248252385850459,0.005714147288032362,0.19066538959871693,2.2610392310979774
Langevin,1,3.444,0.12559367138400868,0.00550911467180626,0.20649115225814807,2.271485797675734
Langevin,1,3.528,0.11453540588429334,0.00722987087439461,0.2211122930523839,2.2945330713593632
Langevin,1,3.612,0.1195263894043086,0.00399921101116559,0.21059149120518494,2.2910996899626483
Langevin,1,3.696,0.11543930608240749,0.005888364730926547,0.1897571728988776,2.2795147501266335
Langevin,1,3.78,0.10849404939134244,0.0053827993493696475,0.20826650787993106,2.289730458080468
Langevin,1,3.864,0.1080461529522132,0.00734393167838644,0.22611466496146893,2.3057612253841993
Langevin,1,3.948,0.10792036694455076,0.004565859821363387,0.19739980374723665,2.289993911216931
Langevin,1,4.032,0.11248853734705366,0.0030554413681293073,0.1890051574858136,2.2696796947699887
Langevin,1,4.116,0.10166521279391372,0.0025629312343645357,0.16273986193405143,2.267050555211037
Langevin,1,4.2,0.09866412230692956,0.0035642216509434747,0.10915873075451632,2.232771574564868
LSC-shell,1,0.0,0.3798179257173169,0.005695304689151919,0.38923345223484684,2.247809134161437
LSC-shell,1,0.084,0.3421566350050742,0.0073128119973915485,0.4323205387105018,2.276515377569261
LSC-shell,1,0.168,0.3009590326128817,0.0054985773021423165,0.4145815412707563,2.3023650007556404
LSC-shell,1,0.252,0.26892044581284713,0.0036386189797900383,0.3688815149622169,2.2913078612856466
LSC-shell,1,0.336,0.2406834681126988,0.0031817954767460114,0.3311374093886368,2.289855716983177
LSC-shell,1,0.42,0.22311452147551214,0.002454937039107781,0.301755124148233,2.28874190220583
LSC-shell,1,0.504,0.2032297775953078,0.00018441743181575642,0.28067913499021024,2.2871866924289797
LSC-shell,1,0.588,0.17517636483447108,0.0029576259384541457,0.2738818004419139,2.30418433435279
LSC-shell,1,0.672,0.15714734972676192,0.0038341802550002748,0.27069136100734337,2.3106624860085887
LSC-shell,1,0.756,0.14614366929359068,0.007098406561205917,0.26123872392781955,2.299887889897127
LSC-shell,1,0.84,0.138259230735726,0.005741183972705402,0.2545377285742303,2.306808583083698
LSC-shell,1,0.924,0.14259671549928266,0.002124733524583135,0.2309979684395831,2.2846305241091582
LSC-shell,1,1.008,0.12526013883827591,0.0010974179594996558,0.20809669456944224,2.281897463497382
LSC-shell,1,1.092,0.1156804534704694,0.00025681613033566494,0.17728297772913226,2.259431084932971
LSC-shell,1,1.176,0.10438981668622382,0.0015158882016812888,0.2073028816707856,2.300937693342872
LSC-shell,1,1.26,0.10085071820100677,0.0029653358569790506,0.163809938640739,2.2739660349468624
LSC-shell,1,1.344,0.09039248307802583,5.405965713313174e-05,0.1982559424476058,2.3080794899835446
LSC-shell,1,1.428,0.07734926205167092,0.0033606009294560313,0.16007620097281805,2.2904500033369253
LSC-shell,1,1.512,0.07954123729283591,0.0022386152596396997,0.17916087902229805,2.298596269855037
LSC-shell,1,1.596,0.08075881208677083,0.00019663396848427933,0.1729877325280027,2.2943488491316426
LSC-shell,1,1.68,0.07330533901169778,0.002392711767900322,0.1323898758060178,2.2589786936139884
LSC-shell,1,1.764,0.06407143362467882,0.004069368632833896,0.15333900883907603,2.2807275885061222
LSC-shell,1,1.848,0.04338945618191903,0.0008564255131357205,0.12776403986359686,2.297425172783556
LSC-shell,1,1.932,0.04410186354931467,0.0012638845366562497,0.11717850473464075,2.291112116162094
LSC-shell,1,2.016,0.0535456231183955,4.6092251161036954e-05,0.15367205963317154,2.307939236201496
LSC-shell,1,2.1,0.043271567927380294,0.0002789169029908356,0.1284797331127301,2.305501592791933
LSC-shell,1,2.184,0.04296675425180441,0.0011612065299885347,0.16064711125168607,2.327495708844701
LSC-shell,1,2.268,0.04045879840407962,0.0005349876310203634,0.14791347892547346,2.3139693262791297
LSC-shell,1,2.352,0.041075265183023735,0.0003452407746110755,0.1326448597878329,2.3066378683725715
LSC-shell,1,2.436,0.03237853047394745,0.0006226624954301485,0.12070248103269332,2.2925429062674985
LSC-shell,1,2.52,0.0393438437597593,0.001563385794388973,0.14649223970940994,2.3008103487201423
LSC-shell,1,2.604,0.03731164333314618,0.002204177739434111,0.09837923224355194,2.2725851612924473
LSC-shell,1,2.688,0.03027970661132584,0.0013440126073848333,0.06557043696017129,2.26173572362324
LSC-shell,1,2.772,0.03414620020521175,0.0034915850353916433,0.09614000687159407,2.263142701020549
LSC-shell,1,2.856,0.03306388547160988,0.003008588973225551,0.1267612714779327,2.2774459749173483
LSC-shell,1,2.94,0.026458025288191855,0.0031475873235739926,0.12084969647296262,2.2757892721360737
LSC-shell,1,3.024,0.030551992541246742,0.0038314805928171087,0.12687178733681215,2.2824507894450505
LSC-shell,1,3.108,0.024938693924876132,0.001328596769531907,0.12665622047334946,2.280843092616583
LSC-shell,1,3.192,0.030120042542678194,0.0028582659822296605,0.13378571245195925,2.29927369912224
LSC-shell,1,3.276,0.03448586368330808,0.0010770376529036251,0.13498642608670508,2.2978468223139297
LSC-shell,1,3.36,0.01931156408031942,0.00034162719116612677,0.10947602453911909,2.2977033653818673
LSC-shell,1,3.444,0.014657397606201883,0.0019789115889597914,0.11656402361667517,2.2973662773330235
LSC-shell,1,3.528,0.012963231678866372,0.0009104242036815347,0.09660755444743963,2.278117233559032
LSC-shell,1,3.612,0.014880753392099377,0.0007911650541426455,0.07357350892753267,2.2591683268586222
LSC-shell,1,3.696,0.015776593408185713,0.00040918530714714236,0.04984661401904589,2.246687422582048
LSC-shell,1,3.78,0.016532492699641965,0.001570886100020638,0.08326217754198861,2.279908058959638
LSC-shell,1,3.864,0.01661718880162577,0.00047202186732330626,0.12209440963329943,2.307186778066116
LSC-shell,1,3.948,0.007397804786809736,0.00032076458756521655,0.11897096336401347,2.3193388117012694
LSC-shell,1,4.032,0.0005953579536865927,0.0032940528185215266,0.11453492137083732,2.3231708338138626
LSC-shell,1,4.116,0.007174032105032646,0.003528472810240608,0.08262481450102133,2.3102666521648794
LSC-shell,1,4.2,0.0042599394132945,0.00028656630559219373,0.07165193962350536,2.293710858849321
CP-shell,1,0.0,0.3798179257173169,0.005695304689151919,0.38923345223484684,2.247809134161437
CP-shell,1,0.084,0.3491560092912578,0.004779215088469757,0.44064478870894686,2.2515370346785772
CP-shell,1,0.168,0.32272027409751525,0.00047463532596926867,0.5049538944888754,2.276242599633322
CP-shell,1,0.252,0.28040441414668327,0.0026786764978799994,0.4792678857766193,2.2775337130264184
CP-shell,1,0.336,0.24978815109591146,0.004052894813341372,0.4691023177219673,2.285926536914445
CP-shell,1,0.42,0.2308340249791463,0.0036479295263548814,0.48105988290600266,2.2817654249129884
CP-shell,1,0.504,0.19155538169822384,0.00224723171673757,0.49753408501307206,2.313669336491448
CP-shell,1,0.588,0.16898850626559914,0.004976119815487296,0.4896508746188539,2.2964107310443227
CP-shell,1,0.672,0.15720799304531763,0.003445980923981968,0.4527432150815853,2.2710122364900744
CP-shell,1,0.756,0.1075131788965975,0.004070448711558757,0.34256715753468736,2.2420682963726306
CP-shell,1,0.84,0.08941179489537987,0.0027212927176527807,0.3248855411295857,2.236983215575524
CP-shell,1,0.924,0.07348305159799184,0.0015851126818606919,0.3581341949348351,2.2652878560377645
CP-shell,1,1.008,0.04523040716041016,0.001700442304602779,0.3385214422317455,2.2746633704667567
CP-shell,1,1.092,0.03035036306350647,0.0005944762230134552,0.2850683018968079,2.251183152181553
CP-shell,1,1.176,0.006347233517753681,0.0007886811246609215,0.2598421502480628,2.252406397795375
CP-shell,1,1.26,0.002156329553258285,0.0019406680908328026,0.29322052470378157,2.264007590651838
CP-shell,1,1.344,0.012179284722212413,0.0028566025299133256,0.25934165588286007,2.252967100116356
CP-shell,1,1.428,0.02676770729149669,0.002181061562747718,0.27546764031077764,2.278998203306877
CP-shell,1,1.512,0.03536071131632701,0.00025451930825732703,0.25385797118782527,2.269528440564125
CP-shell,1,1.596,0.04700822712052388,0.002894791594122417,0.18884385104689017,2.2510012720860195
CP-shell,1,1.68,0.059849372406428625,0.0027534766837075597,0.1759024380855294,2.2639798168309033
CP-shell,1,1.764,0.07639896890317643,0.001592095503808604,0.21276119322185494,2.300976333545129
CP-shell,1,1.848,0.07926206323114804,0.00465011750347031,0.2173159331000587,2.3143306655929643
CP-shell,1,1.932,0.09436253387608651,0.002848979786702985,0.22690359474162936,2.323083769309255
CP-shell,1,2.016,0.09277469872680133,0.002762754758697231,0.23803784922708893,2.3391467076017873
CP-shell,1,2.1,0.09332509197398076,0.0032198252372890013,0.21055226124834547,2.3181555047278475
CP-shell,1,2.184,0.08829920305916572,0.00463212043694025,0.2460765449893101,2.3189640777541256
CP-shell,1,2.268,0.09786917494391212,0.004290613921117913,0.1852835770835881,2.28635292077222
CP-shell,1,2.352,0.09997921604710513,0.003653770757338295,0.17165999783784613,2.271569392338562
CP-shell,1,2.436,0.10386001536019995,0.006190765942962494,0.18120308872352275,2.287299099915704
CP-shell,1,2.52,0.11384250476275959,0.005602925645603402,0.17446346157963433,2.306379705698635
CP-shell,1,2.604,0.10926256213768326,0.005240646377014366,0.20793504208554925,2.309540903646484
CP-shell,1,2.688,0.104841935311205,0.0031785883448246857,0.18041511788022735,2.2972710559895244
CP-shell,1,2.772,0.10758033192553784,0.003142838686331832,0.15093108895855956,2.272248600431546
CP-shell,1,2.856,0.11993289096548043,0.005104562341404456,0.10216716893753475,2.244052659907809
