method,seed,time,weak_z2,weak_aux_mean,weak_xnorm,aux_norm
CP-shell,3,1.68,0.020066039366320787,0.004740655084787517,0.15456523243948794,2.1986067349246174
CP-shell,3,1.764,0.025110942691379368,0.0038416073773632755,0.11804506514425839,2.193963094053243
CP-shell,3,1.848,0.04442505134371166,0.0031158906505737703,0.14003118507979284,2.2104963845910297
CP-shell,3,1.932,0.06464261564003382,0.0013788643082049015,0.13828812796225165,2.2221156453857516
CP-shell,3,2.016,0.0782451901594643,0.0040877267354333625,0.138384359418934,2.2277375364057
CP-shell,3,2.1,0.0958791967723226,0.002711110937747791,0.12972466194828947,2.2535471197638643
CP-shell,3,2.184,0.09196402779594726,0.0029049892914015008,0.15356282548847933,2.2580577799230626
CP-shell,3,2.268,0.11000861773222392,0.0018707994097429514,0.17780097083500568,2.268005661758401
CP-shell,3,2.352,0.13057104323742819,0.002674574063364289,0.11746317036722154,2.2476412047105465
CP-shell,3,2.436,0.12376572706376543,0.007238865561689843,0.13601911385228416,2.265762259554625
CP-shell,3,2.52,0.12379341466419791,0.005729287902222179,0.11845009091622138,2.2516028333644487
CP-shell,3,2.604,0.11692637391395466,0.00594390853355192,0.11126536299409917,2.2333884141364355
CP-shell,3,2.688,0.1287662329322683,0.0025632647017202,0.07990102554542577,2.2397390206923116
CP-shell,3,2.772,0.13051827440156583,0.0023528096331713686,0.052527113415224314,2.223692379631814
CP-shell,3,2.856,0.15215666351523216,0.004142039686751546,0.0348625499816535,2.243062891917034
CP-shell,3,2.94,0.16201108178667079,0.0006460563616157735,0.0722963142770201,2.2525035913569496
CP-shell,3,3.024,0.16111169663982738,0.0004299409284271643,0.048977352594940626,2.235420973854155
CP-shell,3,3.108,0.16371003849122467,0.002100089677585971,0.05127493758907509,2.232291341868999
CP-shell,3,3.192,0.16568986002289698,0.0008524967226544014,0.06258304638079704,2.2489783284473748
CP-shell,3,3.276,0.1698174668047573,0.0032579932043443065,0.08611758755003329,2.2630089851115884
CP-shell,3,3.36,0.1802052931559447,0.002089133660353738,0.1011654322549802,2.2811299893776846
CP-shell,3,3.444,0.19520934898446418,0.004097361374969061,0.0680893036363468,2.276807951864391
CP-shell,3,3.528,0.19203400384924296,0.002628684734311706,0.0638427020984933,2.266422713061471
CP-shell,3,3.612,0.18118393497540586,0.0032633369821193103,0.06475426627745318,2.269462699800241
CP-shell,3,3.696,0.1882753715956581,0.0034702240714989834,0.04652775078571114,2.2746848925341125
CP-shell,3,3.78,0.1877253212894,0.0011408028148623104,0.010754406451047416,2.246118121192868
CP-shell,3,3.864,0.1748784327799231,0.0018543609523330989,0.0034978428046530397,2.2290231756039183
CP-shell,3,3.948,0.1720815024338177,0.00014069799414507538,0.016677914597769572,2.2240854414261904
CP-shell,3,4.032,0.1753325832495557,0.0021987229711353043,0.018867689804644705,2.227517824866924
CP-shell,3,4.116,0.17123855273749955,0.0050011887791502835,0.02145532390774374,2.2210012167388347
CP-shell,3,4.2,0.18667237983580354,0.004000811828983725,0.0398817915868106,2.2260475932999295
