method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,jump_count_mean,jump_count_applied_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,17,0.085,54400.0,17.0,17.0,0.0,0.7047413445227246,0.4694404623545986,0.4688722417854402,0.7250000000000001,0.43970777262709737,0.0,0.30946299982446435,0.6973977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005069444444444444,279,1.025735294117647,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,17,0.085,54400.0,17.0,17.0,0.0,0.7036930391750027,0.4716923811018585,0.47113136300482994,0.7275,0.42828624296705786,0.0,0.307405434359712,0.6998977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005069444444444444,279,1.025735294117647,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,25,0.125,80000.0,25.0,25.0,0.0,0.6734435416163209,0.4270442810875129,0.4264362343396916,0.6875,0.4015845430359186,0.0,0.26981244067271865,0.6623977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055859375,422,1.055,0.0,1.25e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,25,0.125,80000.0,25.0,25.0,0.0,0.6783887625367424,0.4327483084982324,0.43214539182636125,0.69125,0.4135073338128883,0.0,0.2720104273008511,0.6648977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055859375,422,1.055,0.0,1.25e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,25,0.125,80000.0,25.0,25.0,0.0,0.6911644467989683,0.4518977135360437,0.4513109167558925,0.7075,0.4274601579510471,0.0,0.29050384668634904,0.6823977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055859375,422,1.055,0.0,1.25e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,25,0.125,80000.0,25.0,25.0,0.0,0.6889756653059274,0.4478276270274405,0.44723460388546843,0.71,0.41785261627757964,0.0,0.2847833724842225,0.6811477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055859375,422,1.055,0.0,1.25e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,33,0.165,105600.0,33.0,33.0,0.0,0.6481779636342664,0.39389839908427604,0.3932664592076114,0.65625,0.3786736140212561,0.0,0.2437284708124955,0.6336477216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055078125000000006,563,1.066287878787879,0.0,2.840909090909091e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,33,0.165,105600.0,33.0,33.0,0.0,0.6700201903943155,0.41874377740071866,0.418119405801324,0.67125,0.4024995022731802,0.0,0.26147144340805223,0.6498977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055078125000000006,563,1.066287878787879,0.0,2.840909090909091e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,33,0.165,105600.0,33.0,33.0,0.0,0.6705062624438426,0.42011432881631194,0.41949347447821905,0.6775000000000001,0.40753625061522303,0.0,0.26135292511742164,0.6561477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055078125000000006,563,1.066287878787879,0.0,2.840909090909091e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,33,0.165,105600.0,33.0,33.0,0.0,0.6770172848661604,0.43460654370106755,0.4340099274674639,0.6950000000000001,0.3945618417301663,0.0,0.2736498243736397,0.6711477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0055078125000000006,563,1.066287878787879,0.0,2.840909090909091e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,42,0.21,134400.0,42.0,42.0,0.0,0.6382468181736993,0.3822928302180356,0.3816529569194119,0.63875,0.366029517437517,0.0,0.23347648670818832,0.6211477216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004270833333333333,686,1.0208333333333333,0.0,2.232142857142857e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,42,0.21,134400.0,42.0,42.0,0.0,0.6551813156876161,0.4037527664442576,0.40312340150541526,0.66,0.3864178406570007,0.0,0.24320314730034231,0.6348977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004270833333333333,686,1.0208333333333333,0.0,2.232142857142857e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,42,0.21,134400.0,42.0,42.0,0.0,0.6590957721663506,0.40739740462299123,0.4067684479122635,0.665,0.379692126080468,0.0,0.2484262423169697,0.6461477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004270833333333333,686,1.0208333333333333,0.0,2.232142857142857e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,42,0.21,134400.0,42.0,42.0,0.0,0.660232607507749,0.40988925148395394,0.4092632818022729,0.67625,0.36730789274284925,0.0,0.24945036805897214,0.6473977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004270833333333333,686,1.0208333333333333,0.0,2.232142857142857e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,50,0.25,160000.0,50.0,50.0,0.0,0.6287379201233269,0.3713843924222655,0.37073754978693163,0.6300000000000001,0.3618066137229434,0.0,0.2215342707295054,0.6123977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005625,830,1.0375,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,50,0.25,160000.0,50.0,50.0,0.0,0.6383544735192934,0.38118338542014674,0.38053564402264717,0.6375000000000001,0.35307654274158873,0.0,0.22708337504192327,0.6136477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005625,830,1.0375,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,50,0.25,160000.0,50.0,50.0,0.0,0.6420113160101012,0.3841772087769637,0.3835279722415881,0.6412500000000001,0.36010533154260227,0.0,0.23431948181742474,0.6261477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005625,830,1.0375,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,50,0.25,160000.0,50.0,50.0,0.0,0.6393242504232975,0.38024260213999606,0.37959049463285566,0.6425000000000001,0.35260377932165465,0.0,0.23139451056019852,0.6236477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005625,830,1.0375,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,58,0.29,185600.0,58.0,58.0,0.0,0.6190159275012193,0.3562823368225202,0.35561646971826655,0.6175,0.3312429809343239,0.0,0.20755667949711787,0.5936477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,967,1.0420258620689655,0.0,4.3103448275862066e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,58,0.29,185600.0,58.0,58.0,0.0,0.6231066305043854,0.3584940630156537,0.3578196412205036,0.6200000000000001,0.34394130503997733,0.0,0.21127583652544013,0.5923977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,967,1.0420258620689655,0.0,4.3103448275862066e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,58,0.29,185600.0,58.0,58.0,0.0,0.6295369029174048,0.36989081480126085,0.3692327848968102,0.6262500000000001,0.33284117772959176,0.0,0.21743524019915084,0.6061477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,967,1.0420258620689655,0.0,4.3103448275862066e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,58,0.29,185600.0,58.0,58.0,0.0,0.6303256577546347,0.3701848436227997,0.3695265297029764,0.6275000000000001,0.3411819290214314,0.0,0.21824336500368033,0.6073977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,967,1.0420258620689655,0.0,4.3103448275862066e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,67,0.335,214400.0,67.0,67.0,0.0,0.6009935000561443,0.3346527831834002,0.3339650552828054,0.5887500000000001,0.3048360923951532,0.0,0.189868376846745,0.5711477216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005555555555555555,1127,1.0513059701492538,0.0,4.664179104477612e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,67,0.335,214400.0,67.0,67.0,0.0,0.6132867181664874,0.34851124738831807,0.347835917654044,0.6100000000000001,0.3261377796815408,0.0,0.20356949498406682,0.5811477216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005555555555555555,1127,1.0513059701492538,0.0,4.664179104477612e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,67,0.335,214400.0,67.0,67.0,0.0,0.6066741638342356,0.34335911906726024,0.34268308860789964,0.59,0.31868601393647933,0.0,0.20125545164644779,0.5811477216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005555555555555555,1127,1.0513059701492538,0.0,4.664179104477612e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,67,0.335,214400.0,67.0,67.0,0.0,0.6193129128144668,0.351398679825911,0.35071164712598923,0.61875,0.3250642619663816,0.0,0.2055623563975947,0.5961477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005555555555555555,1127,1.0513059701492538,0.0,4.664179104477612e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,75,0.375,240000.0,75.0,75.0,0.0,0.589456878340088,0.31741895476709636,0.3167109696199102,0.5725,0.2967081956026103,0.0,0.17943364108057175,0.5548977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004570312500000001,1244,1.0366666666666666,0.0,4.1666666666666665e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,75,0.375,240000.0,75.0,75.0,0.0,0.5990923844733014,0.33225984678984477,0.33157207162564273,0.5875,0.3183642539312288,0.0,0.19489674826402018,0.5673977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004570312500000001,1244,1.0366666666666666,0.0,4.1666666666666665e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,75,0.375,240000.0,75.0,75.0,0.0,0.6015736444882196,0.33788960061441686,0.3372091529334247,0.58375,0.3060151473051984,0.0,0.19328335847397515,0.5686477216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004570312500000001,1244,1.0366666666666666,0.0,4.1666666666666665e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,75,0.375,240000.0,75.0,75.0,0.0,0.6106813062325017,0.3454305215181017,0.34473995397357493,0.60875,0.31847051706445306,0.0,0.19858138927526825,0.5861477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004570312500000001,1244,1.0366666666666666,0.0,4.1666666666666665e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.5845260577490874,0.31085826226459645,0.310143188331682,0.56625,0.27567114327279685,0.0,0.17320422172435246,0.5473977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052343749999999994,1378,1.0376506024096386,0.0,4.141566265060241e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.5808667601225607,0.311753856418843,0.31105230999807576,0.5650000000000001,0.3086359051663653,0.0,0.18075539874679303,0.5461477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052343749999999994,1378,1.0376506024096386,0.0,4.141566265060241e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.5861145242545593,0.317138338441048,0.3164340597924792,0.5687500000000001,0.2974249824953774,0.0,0.17674066092812368,0.5461477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052343749999999994,1378,1.0376506024096386,0.0,4.141566265060241e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.6040379405936491,0.3384308516974115,0.33773713990004983,0.5925,0.3073436978111376,0.0,0.1904558833879456,0.5736477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052343749999999994,1378,1.0376506024096386,0.0,4.141566265060241e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,92,0.46,294400.0,92.0,92.0,0.0,0.5752193701300379,0.2997857431479327,0.29906141960135135,0.55625,0.26837739494316604,0.0,0.16662718054333978,0.5386477216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004444444444444445,1506,1.0230978260869565,0.0,3.736413043478261e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,92,0.46,294400.0,92.0,92.0,0.0,0.5702695450051484,0.30015319742311053,0.2994396880015714,0.55125,0.2963776141895015,0.0,0.16958887773494638,0.5311477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004444444444444445,1506,1.0230978260869565,0.0,3.736413043478261e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,92,0.46,294400.0,92.0,92.0,0.0,0.5776010818054318,0.3086166615377527,0.3079091125174328,0.56,0.28400837955485425,0.0,0.16900944334587947,0.5373977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004444444444444445,1506,1.0230978260869565,0.0,3.736413043478261e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,92,0.46,294400.0,92.0,92.0,0.0,0.589773621976788,0.3214552674226031,0.3207542342985944,0.5725,0.2835444357489788,0.0,0.17719453799038642,0.5536477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004444444444444445,1506,1.0230978260869565,0.0,3.736413043478261e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,100,0.5,320000.0,100.0,100.0,0.0,0.5615525717843086,0.2815353816592022,0.2807852408003302,0.5387500000000001,0.26455098697145496,0.0,0.15733095592621626,0.5236477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0063281249999999995,1668,1.0425,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,100,0.5,320000.0,100.0,100.0,0.0,0.5693818492249816,0.2955804728835789,0.29485576066694186,0.54625,0.29018700368438977,0.0,0.16675265541773499,0.5248977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0063281249999999995,1668,1.0425,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,100,0.5,320000.0,100.0,100.0,0.0,0.5669312481620677,0.2966102344953051,0.2958900662980428,0.5425,0.2809303363338892,0.0,0.16059551807274086,0.5211477216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0063281249999999995,1668,1.0425,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,100,0.5,320000.0,100.0,100.0,0.0,0.5736086204758003,0.30060952410538155,0.29988607108056986,0.55625,0.27115705292481984,0.0,0.16408598294113413,0.5348977216369077,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0063281249999999995,1668,1.0425,0.0,3.75e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,108,0.54,345600.0,108.0,108.0,0.0,0.5497935494399158,0.2731222243496513,0.2723752032616207,0.53125,0.25123974759822976,0.0,0.1492617478859084,0.5073977216369079,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,1805,1.0445601851851851,0.0,3.7615740740740744e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,108,0.54,345600.0,108.0,108.0,0.0,0.5482180955577545,0.27455808401904935,0.2738176179054963,0.5175000000000001,0.27786003356728184,0.0,0.1509380280415933,0.49864772163690785,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,1805,1.0445601851851851,0.0,3.7615740740740744e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,108,0.54,345600.0,108.0,108.0,0.0,0.5612503300898892,0.2901239906846741,0.2893973037006057,0.5375000000000001,0.272091625463012,0.0,0.15731542339420004,0.5173977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,1805,1.0445601851851851,0.0,3.7615740740740744e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,108,0.54,345600.0,108.0,108.0,0.0,0.5581163923722894,0.28506494905616786,0.2843262285885261,0.5362500000000001,0.26018408175558405,0.0,0.1539785336611283,0.514897721636908,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053515625,1805,1.0445601851851851,0.0,3.7615740740740744e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,117,0.585,374400.0,117.0,117.0,0.0,0.5314127670809379,0.25746876204603397,0.25671310777208534,0.5112500000000001,0.24579565223282407,0.0,0.13917654346871344,0.4898977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004999999999999998,1949,1.0411324786324787,0.0,4.5405982905982906e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,117,0.585,374400.0,117.0,117.0,0.0,0.54171401910426,0.26463438897704594,0.26388204775593893,0.50625,0.2618088082830202,0.0,0.14440103340578697,0.48864772163690784,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004999999999999998,1949,1.0411324786324787,0.0,4.5405982905982906e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,2,117,0.585,374400.0,117.0,117.0,0.0,0.5479288823003405,0.2772562119496559,0.27652298316434487,0.52125,0.2573206674213382,0.0,0.1497803382548496,0.5036477216369077,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004999999999999998,1949,1.0411324786324787,0.0,4.5405982905982906e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,3,117,0.585,374400.0,117.0,117.0,0.0,0.5531971094073407,0.2774195463682033,0.27667256670760654,0.52375,0.25322132840791,0.0,0.1484566183753165,0.5098977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004999999999999998,1949,1.0411324786324787,0.0,4.5405982905982906e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,0,125,0.625,400000.0,125.0,125.0,0.0,0.5135424094722552,0.23862786250911427,0.2378567703417832,0.4887500000000001,0.23438310076939617,0.0,0.12754087541203035,0.4698977216369078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0046875,2069,1.0345,0.0,4.25e-05,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,c87203a12406cc5114b7ffa2d8877465,False,1,125,0.625,400000.0,125.0,125.0,0.0,0.5366227015113662,0.262352236523791,0.26159963217796944,0.5,0.2567111458200505,0.0,0.1397088329362327,0.47864772163690783,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0046875,2069,1.0345,0.0,4.25e-05,0.0
