method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,8,0.04,27411121.897118278,3426.390237139785,8.0,4096.0,1.2939259780166852,0.38767460754333016,0.38742459498541715,0.5134613913998332,0.6601806924298917,0.9599279753412739,0.98,0.48,0.959159442389977,0.050300794537767146,1.0221903818886655,0.19134039911852685,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00053125,0.00525,1211.937276572816,327,0.000421875,1.021875,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,8,0.04,27411121.897118278,3426.390237139785,8.0,4096.0,1.2920180699235977,0.38466548350550944,0.3844125784358605,0.5119192816695932,0.658162536829861,0.9622124181340748,0.98,0.48,0.9622061721593007,0.06827971084004703,1.0766547478165676,0.36145976313198125,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00053125,0.00525,1211.937276572816,327,0.000421875,1.021875,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,12,0.06,41116682.84567742,5139.585355709678,12.0,6144.0,1.2636941346619779,0.37098805754133735,0.37073077601237525,0.48528489969625294,0.6424568874003264,0.932648020781697,0.971,0.471,0.9323881876553205,0.027392030898040653,0.9555031505940028,0.06624220382624035,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0007187499999999999,0.00515625,3681.2564473773655,492,0.0005208333333333333,1.025,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,12,0.06,41116682.84567742,5139.585355709678,12.0,6144.0,1.2649728560227993,0.3647350802288206,0.3644728934057525,0.4890605861509811,0.6396927240930127,0.9341805719999999,0.968,0.46799999999999997,0.9341802917937071,0.0536785271802207,1.0262885793448966,0.289554197337487,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0007187499999999999,0.00515625,3681.2564473773655,492,0.0005208333333333333,1.025,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,12,0.06,41116682.84567742,5139.585355709678,12.0,6144.0,1.2697901979790278,0.3713449018054622,0.371086573794394,0.48869794508105036,0.644261715335354,0.9372874506096933,0.972,0.472,0.9356631878019883,0.04382399708216078,0.9808825087673617,0.20408777246673038,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0007187499999999999,0.00515625,3681.2564473773655,492,0.0005208333333333333,1.025,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,12,0.06,41116682.84567742,5139.585355709678,12.0,6144.0,1.2617810649603374,0.3637307631466674,0.3634681085641882,0.4851574410625045,0.6380540626564231,0.930936422,0.968,0.46799999999999997,0.9309358331554632,0.05105857865987762,1.0106982545604015,0.2575890012364258,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0007187499999999999,0.00515625,3681.2564473773655,492,0.0005208333333333333,1.025,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,17,0.085,58248634.03137634,7281.079253922043,17.0,8704.0,1.2355143533200694,0.3484121484338949,0.3481429520263012,0.4673364910939431,0.6223098422662181,0.9059906700000001,0.9590000000000001,0.4590000000000001,0.9059913738223311,0.028360576544403826,0.9482220648974959,0.12973635060404953,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004,0.004675,835.6588675242871,679,0.0004852941176470588,0.9985294117647059,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,17,0.085,58248634.03137634,7281.079253922043,17.0,8704.0,1.2403288593511788,0.35059313262071934,0.3503253246005803,0.46874722196451485,0.6245301697450346,0.9071718460520198,0.9595,0.4595,0.9071346063515462,0.02632475247771149,0.9378709760092184,0.09570496919794247,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004,0.004675,835.6588675242871,679,0.0004852941176470588,0.9985294117647059,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,17,0.085,58248634.03137634,7281.079253922043,17.0,8704.0,1.2398830219351107,0.3468601131207074,0.3465889736095511,0.46784885338116117,0.6228120847057459,0.909277356,0.9585,0.4585,0.9092772789783247,0.04660744541818529,0.9951588055312156,0.2821161719352442,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004,0.004675,835.6588675242871,679,0.0004852941176470588,0.9985294117647059,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,17,0.085,58248634.03137634,7281.079253922043,17.0,8704.0,1.2398169421970628,0.351843231344493,0.35157571568745993,0.4715448965955419,0.6246205481642632,0.9083307734788041,0.961,0.46099999999999997,0.9066352864449077,0.031144252643711567,0.9286375511933047,0.1622459170377476,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004,0.004675,835.6588675242871,679,0.0004852941176470588,0.9985294117647059,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,21,0.105,71954194.97993548,8994.274372491935,21.0,10752.0,1.2082163271350235,0.3238374638378737,0.3235556730123079,0.448960579886476,0.6005242024186868,0.874547986,0.9440000000000001,0.44400000000000006,0.8745482353820342,0.02984773971025423,0.9376391250880252,0.21647151275662935,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00028125000000000003,0.00490625,776.1613071359101,836,0.0004464285714285714,0.9952380952380953,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,21,0.105,71954194.97993548,8994.274372491935,21.0,10752.0,1.2193658202330926,0.3348280513494337,0.33455224029266795,0.4554939293660008,0.6098518303504784,0.8868899829913118,0.9505,0.4505,0.8868682261510983,0.024601813944076345,0.9273312307310204,0.13552158946907478,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00028125000000000003,0.00490625,776.1613071359101,836,0.0004464285714285714,0.9952380952380953,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,21,0.105,71954194.97993548,8994.274372491935,21.0,10752.0,1.2299635909764959,0.3397036100819174,0.3394292003030631,0.46129421510800095,0.6156627041942572,0.8985875074788043,0.9545,0.4545,0.8979976329344809,0.04096643734893202,0.9819620704200819,0.29697908524515493,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00028125000000000003,0.00490625,776.1613071359101,836,0.0004464285714285714,0.9952380952380953,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,21,0.105,71954194.97993548,8994.274372491935,21.0,10752.0,1.211544362899388,0.3291259093183788,0.3288470943167241,0.4540011892736763,0.6035680375258206,0.8753125355099618,0.9470000000000001,0.44700000000000006,0.8727353406304752,0.024520503939364557,0.8767379977748899,0.1511069303869942,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00028125000000000003,0.00490625,776.1613071359101,836,0.0004464285714285714,0.9952380952380953,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,25,0.125,85659755.92849462,10707.469491061827,25.0,12800.0,1.1928923339070843,0.31182786503501847,0.31153948172818624,0.44087099615602665,0.589642695215631,0.8602876756491951,0.937,0.43700000000000006,0.8602828232342122,0.032429085589001816,0.9344705593412299,0.25037980892488,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046875,0.004812500000000001,827.7223767710938,990,0.00045,0.99,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,25,0.125,85659755.92849462,10707.469491061827,25.0,12800.0,1.1982011482722439,0.3181587793756335,0.3178742273758046,0.44440016559616713,0.5945791289738017,0.8661660893117418,0.9405,0.4405,0.8661198570212,0.02686310091685773,0.9244455842350101,0.20372091431442219,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046875,0.004812500000000001,827.7223767710938,990,0.00045,0.99,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,25,0.125,85659755.92849462,10707.469491061827,25.0,12800.0,1.206383982217845,0.324060478749186,0.3237789067846756,0.44909654777236335,0.6001636169301842,0.8739499080000002,0.9450000000000001,0.44500000000000006,0.8739495815988303,0.02716572333403411,0.9396560454352154,0.23374095481233004,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046875,0.004812500000000001,827.7223767710938,990,0.00045,0.99,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,25,0.125,85659755.92849462,10707.469491061827,25.0,12800.0,1.1970099482440126,0.3157838309834463,0.315497228177236,0.4424752283760717,0.5921328742710372,0.8634396205842615,0.9390000000000001,0.43900000000000006,0.8607981212777477,0.03789706456925779,0.9028263114849282,0.2770872708781972,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046875,0.004812500000000001,827.7223767710938,990,0.00045,0.99,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,29,0.145,99365316.87705377,12420.664609631722,29.0,14848.0,1.1798814695711162,0.30333015561212207,0.30303788175750235,0.43405227670432306,0.5812076089799035,0.8464913740029514,0.9315,0.4315,0.8464911642723528,0.02411391229487203,0.9097246140703842,0.21784330160509457,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005625,0.00484375,915.6647567827592,1145,0.00046551724137931035,0.9870689655172413,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,29,0.145,99365316.87705377,12420.664609631722,29.0,14848.0,1.1762673435325786,0.2998276374957395,0.29953296047093014,0.43122330153176386,0.5779367075875256,0.8448455632080019,0.929,0.42900000000000005,0.8446432030551377,0.03485953492895444,0.9270331994558301,0.29114174682338134,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005625,0.00484375,915.6647567827592,1145,0.00046551724137931035,0.9870689655172413,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,29,0.145,99365316.87705377,12420.664609631722,29.0,14848.0,1.1874216863746931,0.3128048399321497,0.31251819049527074,0.4388854216096752,0.5884745331098401,0.8548557922977476,0.9375,0.4375,0.8548409011950946,0.012825691161268749,0.8803882561595564,0.09177086032876935,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005625,0.00484375,915.6647567827592,1145,0.00046551724137931035,0.9870689655172413,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,29,0.145,99365316.87705377,12420.664609631722,29.0,14848.0,1.1795243511108415,0.3041727385742927,0.3038812404878787,0.43376447334993423,0.5808565621361876,0.844314848,0.9315,0.4315,0.8443148674298884,0.02179025791154776,0.88500572301616,0.16120390015358466,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005625,0.00484375,915.6647567827592,1145,0.00046551724137931035,0.9870689655172413,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,33,0.165,113070877.8256129,14133.859728201613,33.0,16896.0,1.1721053393731953,0.3003753224196877,0.30008293692807186,0.43145185696763516,0.576899611482778,0.83625568,0.9285,0.4285,0.8362559457114523,0.004877031280224431,0.855756325265417,0.07324648158858349,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00065625,0.0054375000000000005,785.4467712870172,1319,0.0004886363636363636,0.9992424242424243,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,33,0.165,113070877.8256129,14133.859728201613,33.0,16896.0,1.1560265803478553,0.2847047089779061,0.28440229048073407,0.41948062817380594,0.5622928549678593,0.8220634547337025,0.9175,0.4175,0.8173323445431461,0.033278643093662685,0.8480559381742472,0.2968569943186795,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00065625,0.0054375000000000005,785.4467712870172,1319,0.0004886363636363636,0.9992424242424243,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,33,0.165,113070877.8256129,14133.859728201613,33.0,16896.0,1.172732696883092,0.2969850924723352,0.29668900534660425,0.42922767346167245,0.575297490523579,0.8410411311240957,0.9285,0.4285,0.8410192988752757,0.03252482264907419,0.9315399541001421,0.3091471549662371,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00065625,0.0054375000000000005,785.4467712870172,1319,0.0004886363636363636,0.9992424242424243,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,33,0.165,113070877.8256129,14133.859728201613,33.0,16896.0,1.1603136495173407,0.2906345758642854,0.2903365472547875,0.42449642813588073,0.567538998009662,0.82385472,0.923,0.42300000000000004,0.823854202825833,0.013435430575387763,0.8576673039700674,0.13774797863322974,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00065625,0.0054375000000000005,785.4467712870172,1319,0.0004886363636363636,0.9992424242424243,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,38,0.19,130202829.01131183,16275.353626413978,38.0,19456.0,1.1482551499558735,0.27912822677138427,0.27882391253256456,0.4167843521456342,0.5573089271139564,0.8117221401510978,0.9145,0.4145,0.811243802195759,0.02083636884746154,0.8752909020496827,0.24478961280594025,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0006000000000000001,0.0051,833.9834933373157,1523,0.0005032894736842105,1.0019736842105262,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,38,0.19,130202829.01131183,16275.353626413978,38.0,19456.0,1.1428842373525947,0.27519436941001185,0.27488777471661985,0.413420426709388,0.5542979747997854,0.8089937700000001,0.911,0.41100000000000003,0.8089940563606353,0.021390373668168094,0.8660264539250409,0.17527179663974823,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0006000000000000001,0.0051,833.9834933373157,1523,0.0005032894736842105,1.0019736842105262,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,38,0.19,130202829.01131183,16275.353626413978,38.0,19456.0,1.146838769896524,0.2789729059042466,0.27866827236132463,0.4162570177110031,0.5571065977234066,0.8112750880000001,0.915,0.41500000000000004,0.8112750217302211,0.02020140740353127,0.8619934989210674,0.1794406438269568,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0006000000000000001,0.0051,833.9834933373157,1523,0.0005032894736842105,1.0019736842105262,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,38,0.19,130202829.01131183,16275.353626413978,38.0,19456.0,1.136587171370374,0.2712460500788668,0.2709371860346744,0.41059120989444203,0.5486494309229054,0.7992787855099619,0.91,0.41000000000000003,0.7970107065256185,0.024970307688244042,0.8433081778311986,0.26834103564313605,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0006000000000000001,0.0051,833.9834933373157,1523,0.0005032894736842105,1.0019736842105262,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,42,0.21,143908389.95987096,17988.54874498387,42.0,21504.0,1.1354693673155516,0.27054836018894657,0.2702392378393552,0.41049354718367215,0.5484278749029584,0.8000073425842613,0.9085,0.4085,0.7971984450508569,0.022524119722604596,0.8392495121242152,0.2591321126851115,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00043750000000000006,0.0051875,760.8446123812773,1689,0.0004970238095238095,1.0053571428571428,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,42,0.21,143908389.95987096,17988.54874498387,42.0,21504.0,1.1224467443883612,0.26235483285137506,0.2620419608769675,0.4025595023405333,0.5393783326918331,0.7851265551661133,0.9015,0.40149999999999997,0.782250618606852,0.015480091223780912,0.7884183311746905,0.14370327165560426,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00043750000000000006,0.0051875,760.8446123812773,1689,0.0004970238095238095,1.0053571428571428,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,42,0.21,143908389.95987096,17988.54874498387,42.0,21504.0,1.1337749792220113,0.2687595001807078,0.2684494865789323,0.4081064703399134,0.5468968804644119,0.7971101314788042,0.9075,0.4075,0.7951836360961007,0.021955371433747595,0.8298434304727476,0.23058595599116438,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00043750000000000006,0.0051875,760.8446123812773,1689,0.0004970238095238095,1.0053571428571428,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,42,0.21,143908389.95987096,17988.54874498387,42.0,21504.0,1.109416082846057,0.25234543232597517,0.2520268593316187,0.3969380872384364,0.5301145146890353,0.7732592394820818,0.8965,0.39649999999999996,0.7730166451272742,0.0192373874272872,0.8171560577091629,0.15264786969575528,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00043750000000000006,0.0051875,760.8446123812773,1689,0.0004970238095238095,1.0053571428571428,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,46,0.23,157613950.9084301,19701.743863553762,46.0,23552.0,1.1095901671377242,0.253775231205443,0.25345848019202855,0.3972142013624283,0.5304130106909186,0.769973522819056,0.896,0.396,0.7676708176784093,0.007838548371130405,0.7854742992649492,0.16967156807987782,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00053125,0.0055,801.4331145192144,1865,0.0005,1.013586956521739,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,46,0.23,157613950.9084301,19701.743863553762,46.0,23552.0,1.1121455251707693,0.2503325798043077,0.25001199121530715,0.39534595018007035,0.5297324083963776,0.7770655145842615,0.895,0.395,0.7763834592435246,0.03614203564167018,0.8727160161661169,0.33127140045553183,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00053125,0.0055,801.4331145192144,1865,0.0005,1.013586956521739,0.0,0.0,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,46,0.23,157613950.9084301,19701.743863553762,46.0,23552.0,1.1136753308711687,0.25673713935940834,0.256422033205681,0.39895756457214165,0.5337813665902049,0.7742538174788042,0.8985,0.39849999999999997,0.7735490443846759,0.006372546000486201,0.8004496906797784,0.13219916432512646,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00053125,0.0055,801.4331145192144,1865,0.0005,1.013586956521739,0.0,0.0,0.0
