method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,jump_count_mean,jump_count_applied_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,238,1.19,1904000.0,238.0,238.0,0.0,0.6299953784304493,0.03579884491242835,0.03535845633350598,0.15693583257829508,0.21391272229613442,0.3404150099019135,0.6535,0.15349999999999997,0.3235434819128056,0.12872164334194425,0.43019464626866594,0.6432256825663628,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052250000000000005,9482,0.9960084033613446,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,238,1.19,1904000.0,238.0,238.0,0.0,0.619894339180803,0.034136674319748206,0.03369553664941305,0.15517286936185481,0.20762589641309187,0.32841025808592883,0.6515,0.15149999999999997,0.30914804522835604,0.126751999503677,0.38383709783419695,0.6733849284073788,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052250000000000005,9482,0.9960084033613446,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,238,1.19,1904000.0,238.0,238.0,0.0,0.6613297556273336,0.04114184290867595,0.040702523458461815,0.16726734410055533,0.22813588091950332,0.365921522966403,0.665,0.165,0.3447017655863078,0.1533960901371727,0.4746256475461967,0.8680520287057302,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052250000000000005,9482,0.9960084033613446,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,238,1.19,1904000.0,238.0,238.0,0.0,0.6000624576277218,0.03058724383975009,0.0301427443420208,0.14620791377354742,0.19806728817841177,0.31780832058671693,0.643,0.14300000000000002,0.29768024578383456,0.14167111108989894,0.3805497248114246,0.6380141735557064,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052250000000000005,9482,0.9960084033613446,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,242,1.21,1936000.0,242.0,242.0,0.0,0.6205687678486752,0.034372395044659165,0.03393173040330566,0.1570471390848815,0.2097408308268455,0.33166771213017315,0.65,0.15,0.31501458970383817,0.12426733404370593,0.3860977374801668,0.618886164313713,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0044062500000000004,9623,0.9941115702479338,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,242,1.21,1936000.0,242.0,242.0,0.0,0.6035538010681879,0.032212179607248204,0.031770785814562164,0.14994983861734967,0.2006493044417922,0.31573405368601354,0.646,0.14600000000000002,0.29399883819578376,0.11661816522455748,0.3043288972844964,0.6086992223837905,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0044062500000000004,9623,0.9941115702479338,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,242,1.21,1936000.0,242.0,242.0,0.0,0.6505854205206202,0.040171525872418234,0.039732465342726786,0.16439991686383504,0.22512499734936847,0.3588381398864026,0.6625,0.16249999999999998,0.3380060068549402,0.14044175080980015,0.41194988444799424,0.7192407587430673,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0044062500000000004,9623,0.9941115702479338,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,242,1.21,1936000.0,242.0,242.0,0.0,0.6095081883706758,0.03044569053253976,0.02999960583538097,0.14618024437619892,0.19891342391675476,0.32406426386698217,0.6435,0.1435,0.30222595262685453,0.16592583937399596,0.4391138056374756,0.8942441709130718,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0044062500000000004,9623,0.9941115702479338,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,246,1.23,1968000.0,246.0,246.0,0.0,0.6162399451904547,0.03344725704069429,0.03300588988313902,0.1500803238605657,0.20688224513216405,0.32884519591754624,0.6485,0.14849999999999997,0.3104821111959497,0.12652488347537738,0.38274949210170256,0.6712683559349585,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00471875,9774,0.9932926829268293,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,246,1.23,1968000.0,246.0,246.0,0.0,0.5950077672421785,0.030083425662947527,0.029641008762916088,0.14673280423187096,0.19662032900607812,0.3100526787481125,0.642,0.14200000000000002,0.2930359393947989,0.11415519545733521,0.3680091061473346,0.5584798156414025,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00471875,9774,0.9932926829268293,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,246,1.23,1968000.0,246.0,246.0,0.0,0.644264811281746,0.038967684854656404,0.03852839644725281,0.16254774863035693,0.22173685934475845,0.35175548535609114,0.66,0.16,0.3323064689176889,0.13673014347461576,0.4342341776631904,0.7076635878209442,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00471875,9774,0.9932926829268293,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,246,1.23,1968000.0,246.0,246.0,0.0,0.6101885327710601,0.031206011134972678,0.030759800602077725,0.14993720505034652,0.2025362061002479,0.32972543914986935,0.644,0.14400000000000002,0.3103457463248401,0.16737552482385398,0.4617443671698503,0.7950236448974376,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00471875,9774,0.9932926829268293,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,250,1.25,2000000.0,250.0,250.0,0.0,0.6077842088004775,0.03025769597116401,0.02981267017096867,0.14357785205240642,0.19837308976730503,0.32397988022877444,0.6415,0.1415,0.3000739715453241,0.15855102494028528,0.4167435013508158,1.0155767855011182,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058125,9960,0.996,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,250,1.25,2000000.0,250.0,250.0,0.0,0.6111483204495723,0.030585740535615136,0.030140607962712118,0.14862277657047585,0.19861046278721214,0.32299038496446175,0.6425,0.1425,0.29631580228456594,0.16009883519975832,0.3792783883117203,1.0236214981668903,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058125,9960,0.996,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,250,1.25,2000000.0,250.0,250.0,0.0,0.6488605529255722,0.03535132766770488,0.03490498519833163,0.15928919931066055,0.21538893801006853,0.3570444504023173,0.655,0.155,0.3309801929741337,0.2063521192844262,0.537838110681953,1.2786369569477896,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058125,9960,0.996,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,250,1.25,2000000.0,250.0,250.0,0.0,0.5944782086880651,0.029783885621358697,0.029338661424842094,0.1423887253121195,0.1970181176613429,0.31625625117070183,0.641,0.14100000000000001,0.2971375338096089,0.1467888434777911,0.41622347336198867,0.6696222417629579,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058125,9960,0.996,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,280,1.4000000000000001,2240000.0,280.0,280.0,0.0,0.5390450300748737,0.020030827696901232,0.019578544160526734,0.11804893225806334,0.1642699052082708,0.2755286109969852,0.6175,0.11750000000000002,0.2456787250796198,0.17134155496702586,0.355224274600155,0.92827106154884,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005083333333333334,11180,0.9982142857142857,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,280,1.4000000000000001,2240000.0,280.0,280.0,0.0,0.5526159192830075,0.023084744878465235,0.022635417900927046,0.13138116359286556,0.17526530275539487,0.28780348047208526,0.6235,0.12350000000000003,0.2603654305981876,0.1524518641301551,0.36203354746176203,0.7675635270057329,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005083333333333334,11180,0.9982142857142857,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,280,1.4000000000000001,2240000.0,280.0,280.0,0.0,0.6019280055915793,0.029209296360002468,0.028761327238361112,0.14630146402717797,0.19430625480245858,0.3225199104225641,0.6375000000000001,0.13750000000000004,0.2862272165446399,0.18316389464411453,0.3678193918560255,1.0339297763994888,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005083333333333334,11180,0.9982142857142857,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,280,1.4000000000000001,2240000.0,280.0,280.0,0.0,0.552194817743367,0.02266014684996731,0.022212190048796154,0.12626791370723534,0.17166132919045707,0.27856725587338343,0.6245,0.12450000000000003,0.25451526748263903,0.13619040001270455,0.32815029761051234,0.7755552326164058,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005083333333333334,11180,0.9982142857142857,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,309,1.545,2472000.0,309.0,309.0,0.0,0.46495125808225024,0.012706666476106965,0.012253662939096133,0.09831864454733291,0.13309455853440785,0.2204074371898231,0.596,0.09599999999999997,0.1981353426120152,0.1254906911178164,0.27375593365588713,0.6190179897688343,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004758620689655175,12284,0.9938511326860842,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,309,1.545,2472000.0,309.0,309.0,0.0,0.47809653889493126,0.014388437737245519,0.013934912196819749,0.10187088618213824,0.13998717889968335,0.23394979054686532,0.5995,0.0995,0.2033560421188026,0.14199523234104094,0.26019173986268684,0.6759748902869963,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004758620689655175,12284,0.9938511326860842,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,309,1.545,2472000.0,309.0,309.0,0.0,0.5414078753592632,0.020295158457114493,0.019844205802270976,0.12137381613837656,0.16578291461924285,0.27354346630814125,0.618,0.118,0.24952988074119353,0.16163083961041758,0.3653877995175395,0.928039025407004,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004758620689655175,12284,0.9938511326860842,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,309,1.545,2472000.0,309.0,309.0,0.0,0.5259707545422404,0.018900454350160856,0.018450930958135436,0.11731827527228111,0.1601980144106263,0.2629538300733459,0.6155,0.11550000000000002,0.24241780504481963,0.13071852073216084,0.3585985552685486,0.7897930479796117,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004758620689655175,12284,0.9938511326860842,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,339,1.695,2712000.0,339.0,339.0,0.0,0.4548149672648395,0.011224540553134377,0.010770183165964786,0.09532636995156762,0.12967036725097217,0.21804025827079113,0.59,0.08999999999999997,0.20116805923184994,0.134076059249026,0.3502306728655597,0.7102077596547235,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004900000000000002,13460,0.9926253687315634,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,339,1.695,2712000.0,339.0,339.0,0.0,0.4355266589390304,0.01061456800911742,0.010158734301192851,0.09007361610830966,0.1230332241392164,0.20992481442495897,0.585,0.08499999999999996,0.1798854776566366,0.1426657010145702,0.2355775668011052,0.70621735898381,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004900000000000002,13460,0.9926253687315634,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,339,1.695,2712000.0,339.0,339.0,0.0,0.4996351175481146,0.016464905681017883,0.0160123060409485,0.10723538595176174,0.14751966964080532,0.2453630997937553,0.6055,0.10550000000000001,0.21142047964712746,0.14827883536058417,0.2463580230227289,0.7504109225522647,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004900000000000002,13460,0.9926253687315634,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,339,1.695,2712000.0,339.0,339.0,0.0,0.4830977681373769,0.015174087938072733,0.01472168051104028,0.10576270129443832,0.14386269872605056,0.23876774416738472,0.604,0.10399999999999998,0.2141117633825801,0.13213070693348605,0.26559555494102244,0.6614210542859743,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004900000000000002,13460,0.9926253687315634,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,369,1.845,2952000.0,369.0,369.0,0.0,0.4338211417854292,0.009916260117742826,0.009459816386410913,0.08682172322871395,0.11971041969654742,0.20689286534781354,0.582,0.08199999999999999,0.1750003290178498,0.15107429400350503,0.241381481478854,0.8516008330604631,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005250000000000001,14720,0.997289972899729,0.0,6.775067750677507e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,369,1.845,2952000.0,369.0,369.0,0.0,0.38651537270441694,0.00673479474071792,0.0062765467751988435,0.07509566372927151,0.10216975516746027,0.18088750961410044,0.5705,0.07050000000000001,0.1484452353790271,0.14546923807178835,0.22906206689987332,0.8118346164115552,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005250000000000001,14720,0.997289972899729,0.0,6.775067750677507e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,369,1.845,2952000.0,369.0,369.0,0.0,0.4656127402284353,0.012484233025014113,0.012028288546186983,0.0967854573038725,0.13264745179732493,0.22605084598756278,0.593,0.09299999999999997,0.19684245657262855,0.15816721578087445,0.28633357304800927,0.7747343964143264,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005250000000000001,14720,0.997289972899729,0.0,6.775067750677507e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,369,1.845,2952000.0,369.0,369.0,0.0,0.42352632394775863,0.00956350306738063,0.009106816209451862,0.0861644716242092,0.11625841833233631,0.1997067665573648,0.582,0.08199999999999999,0.16471192030637694,0.15014952934795578,0.19417133038521434,0.7721383496431905,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005250000000000001,14720,0.997289972899729,0.0,6.775067750677507e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,398,1.99,3184000.0,398.0,398.0,0.0,0.3739957333190226,0.006039479708096707,0.005578426093869049,0.09317343121865868,0.0984605104996942,0.17793004067171383,0.5615,0.0615,0.14310103166746346,0.17935434567424102,0.24401686476326362,0.987952567015632,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005112068965517242,15906,0.9991206030150753,0.0,6.28140703517588e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,398,1.99,3184000.0,398.0,398.0,0.0,0.36008436313634995,0.005375685210419201,0.004917597063493151,0.07428395788437864,0.09352388439922958,0.16398268384959125,0.5635,0.0635,0.13864933191687862,0.13208906981618407,0.23030697799415023,0.6659003371465658,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005112068965517242,15906,0.9991206030150753,0.0,6.28140703517588e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,398,1.99,3184000.0,398.0,398.0,0.0,0.37514756289031387,0.005804502557824831,0.005346396771844231,0.07184400253527695,0.09489453398892668,0.16931454176674882,0.5650000000000001,0.06500000000000003,0.13424660784898512,0.1436982482464495,0.17073555577701088,0.8715506171273609,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005112068965517242,15906,0.9991206030150753,0.0,6.28140703517588e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,398,1.99,3184000.0,398.0,398.0,0.0,0.3626308917156286,0.005857106074336538,0.005399271615580514,0.07478190131595583,0.09320825548161053,0.16278700977332877,0.5640000000000001,0.06400000000000003,0.12931115655902736,0.13645215160143742,0.148210332800138,0.668410545858711,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005112068965517242,15906,0.9991206030150753,0.0,6.28140703517588e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,428,2.14,3424000.0,428.0,428.0,0.0,0.33385605950903197,0.004634707313632358,0.004175515080253378,0.06821384410728902,0.08587643039168055,0.15307944127920686,0.556,0.05600000000000002,0.117493693204432,0.141739612204691,0.1726178488868663,0.6894762150134249,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666668,17113,0.9995911214953271,0.0,5.841121495327103e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,428,2.14,3424000.0,428.0,428.0,0.0,0.3455230183926653,0.0042998395786288945,0.0038414172538753233,0.07042876215763039,0.08388613339195855,0.15086095816948827,0.5575,0.057499999999999996,0.1202052049327265,0.13771491754194587,0.15636692695698337,0.8454217622227492,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666668,17113,0.9995911214953271,0.0,5.841121495327103e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,428,2.14,3424000.0,428.0,428.0,0.0,0.3333170356392694,0.0041254150447813664,0.003665719422814351,0.06737196075210866,0.08306670597235763,0.15038996967321486,0.5535,0.05349999999999999,0.11697438669410676,0.1489809187903941,0.21843716274755823,0.8560746210010667,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666668,17113,0.9995911214953271,0.0,5.841121495327103e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,428,2.14,3424000.0,428.0,428.0,0.0,0.32306402633826076,0.0038715779100734204,0.003411971012148962,0.06424731993358418,0.07856471404180529,0.1422223984390768,0.5525,0.05249999999999999,0.10704429767413759,0.146021941879795,0.13848580711858813,0.7685239936748419,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666668,17113,0.9995911214953271,0.0,5.841121495327103e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,458,2.29,3664000.0,458.0,458.0,0.0,0.33181328019576234,0.003660197429054435,0.0032005655698655877,0.06550114554616784,0.07943599241016007,0.14589985859429327,0.5515,0.05149999999999999,0.11346002024584566,0.14595333941082922,0.16583069280172172,0.9545734024553182,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666667,18320,1.0,0.0,5.458515283842794e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,458,2.29,3664000.0,458.0,458.0,0.0,0.32252685116211327,0.0036705141138198005,0.0032115309865694552,0.06935814090838682,0.07728493414552146,0.1413410617203826,0.551,0.05100000000000002,0.10415812286753845,0.13812307498100962,0.11697041181793097,0.8544392381599507,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666667,18320,1.0,0.0,5.458515283842794e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,458,2.29,3664000.0,458.0,458.0,0.0,0.3314135159562341,0.0041669682466060065,0.0037048542186587374,0.07311165334629494,0.07915755570554905,0.1490151459632295,0.55,0.05000000000000002,0.10035277140472477,0.18000606013178766,0.08598862090751136,0.9929766844293911,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666667,18320,1.0,0.0,5.458515283842794e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,458,2.29,3664000.0,458.0,458.0,0.0,0.30311278782831913,0.003319280567009142,0.002859798385626222,0.06437958850207356,0.07355759170493141,0.13318828650842518,0.547,0.047000000000000014,0.09570453267528795,0.1421960899193513,0.11499138432222658,0.7375991092953681,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005029166666666667,18320,1.0,0.0,5.458515283842794e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,488,2.44,3904000.0,488.0,488.0,0.0,0.2914287145005456,0.002532403107642689,0.0020715316749860824,0.058373900528840186,0.06677776372883804,0.1273065946250665,0.542,0.04200000000000001,0.0863571115044976,0.14795311447759807,0.12375064255014837,0.8519717771998604,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,19526,1.0003073770491804,0.0,5.122950819672132e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,488,2.44,3904000.0,488.0,488.0,0.0,0.30853407351692175,0.0031756946734553537,0.0027158414991519386,0.05153972722165295,0.07127622941786341,0.13257470156216392,0.5475,0.04749999999999999,0.08888206069333207,0.14359119230850892,0.07474490981879808,0.8075535165769036,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,19526,1.0003073770491804,0.0,5.122950819672132e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,488,2.44,3904000.0,488.0,488.0,0.0,0.30851883336512087,0.003419698863916798,0.002958009007364315,0.07685141069757331,0.0733071049133182,0.136553059625257,0.544,0.04400000000000001,0.09110035416067329,0.17529787305154731,0.08447671427700984,1.0489998882559908,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,19526,1.0003073770491804,0.0,5.122950819672132e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,488,2.44,3904000.0,488.0,488.0,0.0,0.2871986672488352,0.002859068184665192,0.0024005430139367734,0.07478554448668193,0.07235891834099938,0.12861735524690304,0.5455,0.045499999999999985,0.10104234271032665,0.11957146346709191,0.13819935248085716,0.5975045264675073,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,19526,1.0003073770491804,0.0,5.122950819672132e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,517,2.585,4136000.0,517.0,517.0,0.0,0.23181166917855703,0.0016768811369858305,0.0012160258699711601,0.05685603473905668,0.05633651740242914,0.10615422458287313,0.531,0.031,0.07104213025807887,0.13720437644079841,0.11910754835760165,0.6984639949694643,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005068965517241381,20702,1.001063829787234,0.0,4.835589941972921e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,517,2.585,4136000.0,517.0,517.0,0.0,0.267341500011908,0.0020141733859579958,0.0015525550505205432,0.04981168680556733,0.05909503741449835,0.1153425355740186,0.536,0.036000000000000004,0.072939941007722,0.15063647077929887,0.08220123554037773,0.8409420875304731,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005068965517241381,20702,1.001063829787234,0.0,4.835589941972921e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,517,2.585,4136000.0,517.0,517.0,0.0,0.2691980950107153,0.002632903018013888,0.0021720180350977003,0.06955887173733288,0.06570434512794976,0.1220037613607368,0.5385,0.03849999999999998,0.07944028232585491,0.14677516782998,0.05085034089675554,0.7419699072689973,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005068965517241381,20702,1.001063829787234,0.0,4.835589941972921e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,517,2.585,4136000.0,517.0,517.0,0.0,0.29327929932416175,0.002788432575145827,0.0023265418738965815,0.059687765584751695,0.0666327871138179,0.12830095409953268,0.5395,0.03949999999999998,0.07522502523915144,0.17361125610281913,0.015248686369705371,1.1260517270488122,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005068965517241381,20702,1.001063829787234,0.0,4.835589941972921e-07,0.0
