method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,jump_count_mean,jump_count_applied_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,8,0.04,64000.0,8.0,8.0,0.0,1.303866765817238,0.3845345045048709,0.3842769576888396,0.5150144189243482,0.6636853337403411,0.9856838160000001,0.98,0.48,0.9856841805846889,0.12276247840919896,1.191224152454293,0.5642694232367099,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053437499999999995,323,1.009375,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,8,0.04,64000.0,8.0,8.0,0.0,1.3023197534781905,0.3814413222998686,0.38118222730391915,0.5150726010386875,0.6608838436696266,0.9806926994788043,0.9795,0.47950000000000004,0.9791851264913819,0.12475607391468513,1.1942488764529882,0.6921125464203998,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053437499999999995,323,1.009375,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,12,0.06,96000.0,12.0,12.0,0.0,1.2781601533740532,0.36584726766270237,0.3655790142760097,0.491576055500743,0.6463401616756432,0.9665080874788041,0.97,0.47,0.965708598506974,0.13407463646163298,1.1894025246821123,0.6515063276623457,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053125,493,1.0270833333333333,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,12,0.06,96000.0,12.0,12.0,0.0,1.2870987546993626,0.36951988101067035,0.36925284994925744,0.4893489513128775,0.651425514735849,0.9777716000000001,0.9735,0.47350000000000003,0.9777719484409595,0.14296619068876715,1.2500747374349472,0.7670264485404358,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053125,493,1.0270833333333333,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,12,0.06,96000.0,12.0,12.0,0.0,1.2760353891336778,0.3669385855666042,0.3666724385695479,0.4917418000702362,0.6463932341304663,0.9615157240000001,0.969,0.469,0.9615158551927941,0.1110787157696429,1.1283878776638698,0.4250453986452868,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053125,493,1.0270833333333333,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,12,0.06,96000.0,12.0,12.0,0.0,1.273309129167336,0.36151283640793364,0.36124251080936076,0.48788922766990417,0.6425257194638773,0.9601196845842613,0.968,0.46799999999999997,0.9585288832746297,0.12740840463925607,1.1640786163703427,0.5957361408116947,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053125,493,1.0270833333333333,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,17,0.085,136000.0,17.0,17.0,0.0,1.2525165792552775,0.34518818255345596,0.3449083504443541,0.46997126123959665,0.6276616577905435,0.9432417475099619,0.9570000000000001,0.4570000000000001,0.9404169349611681,0.14211957197739444,1.1441986025815263,0.6478576813753018,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,694,1.0205882352941176,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,17,0.085,136000.0,17.0,17.0,0.0,1.2598193245355453,0.34638584162879915,0.3461054304083595,0.4736916214528364,0.6315285219460807,0.9536726940000001,0.9595,0.4595,0.9536724707534787,0.15804216051216002,1.2386977211176933,0.7960825330570122,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,694,1.0205882352941176,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,17,0.085,136000.0,17.0,17.0,0.0,1.2506608899646914,0.3426096028143225,0.34232895521598394,0.46785760311893176,0.6264878481139956,0.941382208,0.9555,0.4555,0.9413819411795387,0.13818347815290988,1.183475098838916,0.6700943575767478,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,694,1.0205882352941176,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,17,0.085,136000.0,17.0,17.0,0.0,1.2520767498756151,0.34777870982044057,0.3475014298078124,0.4720831100740283,0.6292971769467385,0.9435258865842615,0.9605,0.4605,0.9428822509730517,0.12490330856975529,1.160894933014783,0.6128208467638866,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,694,1.0205882352941176,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,21,0.105,168000.0,21.0,21.0,0.0,1.2290595842055956,0.3260657959034051,0.32577574881014826,0.45552037092348263,0.6105223825192237,0.9197213751903889,0.9445,0.4445,0.9167776621431986,0.14694908619388602,1.1250242873719831,0.662459834198509,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053437499999999995,865,1.0297619047619047,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,21,0.105,168000.0,21.0,21.0,0.0,1.2374248400687873,0.33363476333098085,0.33334875341923076,0.45981821720548666,0.6178228033128064,0.9310751157630031,0.9510000000000001,0.45100000000000007,0.9310334644015514,0.1430069365047133,1.1688129257078115,0.6506583551153583,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053437499999999995,865,1.0297619047619047,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,21,0.105,168000.0,21.0,21.0,0.0,1.227297804450032,0.32592611872704624,0.32563693052445286,0.4559142415289561,0.6104875833363882,0.9193058674788043,0.9450000000000001,0.44500000000000006,0.9175865433015229,0.13252041076523957,1.1290882501931683,0.6345308539452078,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053437499999999995,865,1.0297619047619047,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,21,0.105,168000.0,21.0,21.0,0.0,1.2408660663007347,0.3339181210774502,0.3336320935207411,0.4583806229549194,0.6185044685358394,0.9337665675099618,0.9525,0.4525,0.9324847390865789,0.15041940692428346,1.2146827339638062,0.8598503525208275,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0053437499999999995,865,1.0297619047619047,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,25,0.125,200000.0,25.0,25.0,0.0,1.2136419146195931,0.3156276275772061,0.3153331230476698,0.4450249131265268,0.6004327612240709,0.9024843726761083,0.9380000000000001,0.43800000000000006,0.9014472746307329,0.13436951962042598,1.1069835098690959,0.5848366698942485,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00465625,1014,1.014,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,25,0.125,200000.0,25.0,25.0,0.0,1.2168989144059605,0.31730742867587924,0.31701286469920253,0.4473618347418067,0.6023154746360233,0.9094842583245806,0.9405,0.4405,0.9079008933352904,0.1465927731036436,1.1428628044570048,0.7237698141475722,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00465625,1014,1.014,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,25,0.125,200000.0,25.0,25.0,0.0,1.209919885127152,0.31374874651145745,0.31345354881773013,0.44589777720789686,0.5989270151493146,0.9024399065842615,0.937,0.43700000000000006,0.901377120450522,0.12720730731279817,1.1149122103706643,0.5791307337412278,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00465625,1014,1.014,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,25,0.125,200000.0,25.0,25.0,0.0,1.2181731551012127,0.3183730548192877,0.31807959921204954,0.4441438187252147,0.6039974373734771,0.9105587730964727,0.9415,0.4415,0.9100134428200076,0.13500265964408387,1.141438722103905,0.6296567150894431,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00465625,1014,1.014,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,29,0.145,232000.0,29.0,29.0,0.0,1.1984214227255754,0.3042880340192824,0.3039875884189587,0.4352334694863511,0.5892029322893825,0.8865127286761081,0.93,0.43000000000000005,0.8829585999098488,0.1340207733090064,1.0514705227805006,0.5795852746679847,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004593750000000001,1161,1.0008620689655172,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,29,0.145,232000.0,29.0,29.0,0.0,1.1973120959004033,0.3053589406181887,0.305059117086634,0.4346071550194031,0.5900645796865341,0.8882992728368456,0.932,0.43200000000000005,0.8876483150822874,0.1318371402037566,1.090920450295612,0.5754619671295261,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004593750000000001,1161,1.0008620689655172,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,29,0.145,232000.0,29.0,29.0,0.0,1.2024191331315581,0.3072163300949482,0.30691698783157384,0.43822767520091555,0.5936261296217803,0.8970871071221909,0.934,0.43400000000000005,0.8967783553115819,0.1352442063790671,1.1232633438489488,0.5851038549373581,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004593750000000001,1161,1.0008620689655172,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,29,0.145,232000.0,29.0,29.0,0.0,1.1988043464783584,0.30438937064205684,0.30408918340287217,0.4337617866902267,0.589868066670381,0.8888846363717473,0.932,0.43200000000000005,0.8878152598936508,0.13206813319344768,1.115429793194694,0.6692224157913352,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004593750000000001,1161,1.0008620689655172,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,33,0.165,264000.0,33.0,33.0,0.0,1.1775965412142209,0.28559542567254403,0.2852846154898938,0.42089645678303905,0.5726716036757644,0.8647961713073037,0.9185,0.4185,0.8625501135840139,0.14299007693509203,1.08556598488992,0.6656978219263271,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00521875,1328,1.006060606060606,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,33,0.165,264000.0,33.0,33.0,0.0,1.1859103873782042,0.29650823341278953,0.2962037004449287,0.42907542652560365,0.5816326764165776,0.8771900646761082,0.927,0.42700000000000005,0.8753273509993111,0.13300822143667257,1.0824912130977593,0.6231093771296273,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00521875,1328,1.006060606060606,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,33,0.165,264000.0,33.0,33.0,0.0,1.1869416638037993,0.2970113806184431,0.29670741896779085,0.42827536870205923,0.5826743753085764,0.8798229375099618,0.9265,0.4265,0.8781986923155864,0.13155817809814496,1.0869250501778855,0.6187829417092755,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00521875,1328,1.006060606060606,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,33,0.165,264000.0,33.0,33.0,0.0,1.1777836566469564,0.2883336328778815,0.28802471729438706,0.4245803052157642,0.5750391918549644,0.8685331363717472,0.922,0.42200000000000004,0.8679063444787487,0.13348306244977848,1.096711479656601,0.6358561793901113,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00521875,1328,1.006060606060606,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,38,0.19,304000.0,38.0,38.0,0.0,1.1604822082541366,0.27537155251134726,0.2750557655850546,0.41380548485503876,0.5620509814146752,0.8485337202178147,0.9115,0.4115,0.846947721085598,0.13629380094014887,1.0529118596689364,0.5890146045281573,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004975,1527,1.0046052631578948,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,38,0.19,304000.0,38.0,38.0,0.0,1.1682849951250993,0.2845332928578719,0.284223256363039,0.41993095553262527,0.5694953890111619,0.8579365137230917,0.9195,0.4195,0.856482387777199,0.12392022074595888,1.0632216639884136,0.6195204358792913,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004975,1527,1.0046052631578948,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,38,0.19,304000.0,38.0,38.0,0.0,1.1729899579947656,0.2814054448206158,0.28109122763741634,0.4177681069445026,0.5696842705259272,0.8669534782035053,0.916,0.41600000000000004,0.8638081046373147,0.16002453417377183,1.1288269211199773,0.8354629736895284,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004975,1527,1.0046052631578948,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,38,0.19,304000.0,38.0,38.0,0.0,1.1567453803996306,0.2752229652206595,0.2749076231065648,0.4136980554582383,0.5603742215107566,0.8454309116392467,0.9125,0.4125,0.8422755913608184,0.12738284010216594,1.030268467545277,0.5880696936812929,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004975,1527,1.0046052631578948,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,42,0.21,336000.0,42.0,42.0,0.0,1.1524537323892499,0.2673552593267038,0.26703431308527237,0.409162564558136,0.5544778976354633,0.8415581999376729,0.906,0.406,0.8379044706995143,0.15353365857131318,1.0664477602694273,0.764615037231899,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0054375,1701,1.0125,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,42,0.21,336000.0,42.0,42.0,0.0,1.1598667144756496,0.27533560903805065,0.2750191520664035,0.41405651141338395,0.561781372918519,0.8527296431786393,0.913,0.41300000000000003,0.8481228044427052,0.1454334302844411,1.0806187223307013,0.7896290211012523,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0054375,1701,1.0125,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,42,0.21,336000.0,42.0,42.0,0.0,1.1534089104524519,0.2673439195024835,0.2670217819744206,0.40613152755311815,0.5551500134807841,0.8465840386680026,0.905,0.405,0.8396798377624529,0.16401386922121364,1.0613233552700683,0.7918023000200921,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0054375,1701,1.0125,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,42,0.21,336000.0,42.0,42.0,0.0,1.1464471571448294,0.2632564369652264,0.26293336760650443,0.4045725758676717,0.5489789103070254,0.832990028438034,0.904,0.404,0.8257833168608417,0.151498828824431,1.0444748029118807,0.8058824448016645,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0054375,1701,1.0125,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,46,0.23,368000.0,46.0,46.0,0.0,1.1372979140564343,0.2596391639137887,0.25931589139587863,0.40299288661591576,0.5454611198642815,0.8224404906680025,0.9,0.4,0.8208280997436823,0.12866294775014087,1.0115810858843182,0.5548996336509652,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00403125,1830,0.9945652173913043,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,46,0.23,368000.0,46.0,46.0,0.0,1.139959916613991,0.2623369743011501,0.2620153049396504,0.40377788259173464,0.5483238635307764,0.8269156344694777,0.9025,0.40249999999999997,0.8248482055031138,0.12086960386683199,1.0110573925377686,0.5275751617584784,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00403125,1830,0.9945652173913043,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,46,0.23,368000.0,46.0,46.0,0.0,1.1400919316023652,0.26110815686933164,0.2607849448823296,0.4006433243519699,0.5480575055280541,0.8301860060141151,0.9,0.4,0.8270884993864095,0.13501142522730136,1.029003142406874,0.5804582610598096,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00403125,1830,0.9945652173913043,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,46,0.23,368000.0,46.0,46.0,0.0,1.1329742805209064,0.25729826515813414,0.2569740025334901,0.39906571868014684,0.5415382231175648,0.8164646105396749,0.899,0.399,0.8109233687917637,0.12487557578352093,0.9811819131487203,0.5905976578831703,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00403125,1830,0.9945652173913043,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,50,0.25,400000.0,50.0,50.0,0.0,1.122590765150506,0.24687640303411584,0.24654641756735374,0.3909678455608508,0.5331069648124396,0.8051893031703815,0.8905000000000001,0.39050000000000007,0.803499402419265,0.13227712031225902,1.013599744940526,0.6320702585730743,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005531250000000001,2007,1.0035,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,50,0.25,400000.0,50.0,50.0,0.0,1.1287779342710111,0.2516355939613846,0.25130699225618347,0.39669279849304795,0.5379318877508859,0.8169659927130688,0.895,0.395,0.811834082303356,0.14236982046192082,1.0268401448248303,0.7437142943757497,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005531250000000001,2007,1.0035,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,2,50,0.25,400000.0,50.0,50.0,0.0,1.1171951122580475,0.24374770918738742,0.2434160112623287,0.3871716558445373,0.5304942417508917,0.8028489436392487,0.887,0.387,0.8013586050513349,0.13069715566291484,1.004056955558887,0.5584822823049137,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005531250000000001,2007,1.0035,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,3,50,0.25,400000.0,50.0,50.0,0.0,1.11745852802109,0.24244976733067358,0.2421171487191499,0.3885521018488328,0.5273536884971856,0.7992323824380341,0.8885000000000001,0.38850000000000007,0.7940942275457232,0.14204472351710362,1.0364853212754417,0.9201976140818863,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005531250000000001,2007,1.0035,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,0,54,0.27,432000.0,54.0,54.0,0.0,1.108448586168072,0.23708759677981261,0.23675226641318337,0.3845330160870677,0.5233482012678355,0.7924524482528879,0.884,0.384,0.7916588853677932,0.13347681177806892,1.01601133596975,0.6452206348139077,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00521875,2174,1.0064814814814815,0.0,0.0,0.0
Raw-CP,"Raw-CP, canonical",53a37859875f65df06f1296adb702f88,8da7d73e85753d4e79f54062070fbc7b,False,1,54,0.27,432000.0,54.0,54.0,0.0,1.1108708899486808,0.24119236062684413,0.2408593673702185,0.38854599126524264,0.5265800590563086,0.7968984865017217,0.8865000000000001,0.38650000000000007,0.7937067068769993,0.12945135219919557,0.9998042084810898,0.6349368732612805,False,nan,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00521875,2174,1.0064814814814815,0.0,0.0,0.0
