time,well_TV,left_mass,right_mass,t_max,target_left_mass,target_right_mass,chi2_mixing_tol,chi2_bias_floor_mean,chi2_bias_floor_max,L1_density_error,L2_density_error,truncated_KDE_chi2,KDE_CDF_sup_error,empirical_CDF_sup_error,KDE_vs_empirical_CDF_sup,method,eps,rng_seed,clip_fraction_mean,clip_fraction_max
1.98,0.3211111111111111,0.8211111111111111,0.17888888888888888,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.6453384682604713,0.1742882349671988,0.46412180542298476,0.32266877553418366,0.3247971536524626,0.01531000578439648,Langevin,0.3,20317530,0.0,0.0
2.16,0.31333333333333335,0.8133333333333334,0.18666666666666668,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.6194658609564023,0.15226269640096113,0.4146223665501426,0.30972950700114454,0.3111111111111108,0.015626351091371005,Langevin,0.3,20317530,0.0,0.0
2.34,0.30333333333333334,0.8033333333333333,0.19666666666666666,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.6143295446218162,0.15307105870328996,0.41181656649670434,0.3071509407215536,0.3107448210048501,0.017314719306035564,Langevin,0.3,20317530,0.0,0.0
2.52,0.3,0.8,0.2,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.5930682491469055,0.13416878719262687,0.3697028147360777,0.2965341085183101,0.2999999999999997,0.015230895898687896,Langevin,0.3,20317530,0.0,0.0
2.7,0.2811111111111111,0.7811111111111111,0.21888888888888888,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.5658754466817681,0.12211955612634047,0.33973354109975135,0.2828643129658366,0.2872197053006712,0.013204632183544562,Langevin,0.3,20317530,0.0,0.0
2.88,0.25888888888888884,0.7588888888888888,0.2411111111111111,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.5307503846929409,0.11360255882026574,0.30722779404620226,0.26519492485104496,0.2687156714851478,0.01611842798469107,Langevin,0.3,20317530,0.0,0.0
3.06,0.25222222222222224,0.7522222222222222,0.2477777777777778,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.507568604684657,0.10267699419570465,0.27809755860928714,0.25378429712240713,0.2575433097397236,0.014590771916138556,Langevin,0.3,20317530,0.0,0.0
3.24,0.2322222222222222,0.7322222222222222,0.2677777777777778,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.46593661472657466,0.08916406454820708,0.2305055306341547,0.23227059571548792,0.2329429568562872,0.014226151230319062,Langevin,0.3,20317530,0.0,0.0
3.42,0.2311111111111111,0.7311111111111112,0.2688888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.46258772365952616,0.08579552420948053,0.22788054343746714,0.23106961345561777,0.234309576317757,0.015112352905215176,Langevin,0.3,20317530,0.0,0.0
3.6,0.21333333333333332,0.7133333333333334,0.2866666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.44503259805557793,0.08294807374668939,0.21629197118446858,0.22208955655617524,0.22701937587468474,0.015608991396019345,Langevin,0.3,20317530,0.0,0.0
3.7800000000000002,0.21222222222222217,0.7122222222222222,0.2877777777777778,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.4255718668992853,0.07426652823291145,0.19580061012539907,0.2122288903095375,0.21388637196733784,0.01212046008269134,Langevin,0.3,20317530,0.0,0.0
3.96,0.1911111111111111,0.6911111111111111,0.3088888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.39502719718777224,0.06249099017199309,0.181833851347581,0.19701216207708822,0.19905379001040596,0.012861608386431023,Langevin,0.3,20317530,0.0,0.0
4.14,0.18,0.68,0.32,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.3692037986530786,0.06501625361215001,0.16958299506240193,0.18033543202099422,0.18444755131795543,0.014797210284097528,Langevin,0.3,20317530,0.0,0.0
4.32,0.17111111111111107,0.6711111111111111,0.3288888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.3581030718864423,0.05402533984785119,0.14907701791536376,0.17605343755192038,0.17698542015146146,0.016149769605482422,Langevin,0.3,20317530,0.0,0.0
4.5,0.16111111111111107,0.6611111111111111,0.3388888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.32952986467849854,0.048277631334288924,0.12436893948165093,0.16301051922327758,0.16542068742886812,0.014342634473123922,Langevin,0.3,20317530,0.0,0.0
4.68,0.15111111111111106,0.6511111111111111,0.3488888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.3101065339014119,0.04080923035651696,0.10629898080413124,0.1534583074993504,0.15470302416157794,0.01250004376842509,Langevin,0.3,20317530,0.0,0.0
4.86,0.16555555555555554,0.6655555555555556,0.33444444444444443,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.3304046921018826,0.0390698484662788,0.11287318861660744,0.16518203556314048,0.1676792870348559,0.014558853268363633,Langevin,0.3,20317530,0.0,0.0
5.04,0.14333333333333328,0.6433333333333333,0.3566666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.2834327370402806,0.03719593405607964,0.09172446421867313,0.14118635781261846,0.144150621103055,0.015387260950085468,Langevin,0.3,20317530,0.0,0.0
5.22,0.14111111111111108,0.6411111111111111,0.35888888888888887,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.2849044302829913,0.030574188122703842,0.08418545521858921,0.14183884196912222,0.14351475173458783,0.014348634810707694,Langevin,0.3,20317530,0.0,0.0
5.4,0.12999999999999998,0.63,0.37,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.26005936144947045,0.029986353997430014,0.08107107576405984,0.12974423953957614,0.1314275245862988,0.01152526744099381,Langevin,0.3,20317530,0.0,0.0
5.58,0.1322222222222222,0.6322222222222222,0.36777777777777776,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.26661531434363267,0.029026949028626965,0.084994442487905,0.132397035880078,0.13520467539681946,0.01191547237230374,Langevin,0.3,20317530,0.0,0.0
5.76,0.11555555555555552,0.6155555555555555,0.3844444444444444,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.2385366489343266,0.024077999397509434,0.06518744266209445,0.11874089740435745,0.11952679534776522,0.011225098683739193,Langevin,0.3,20317530,0.0,0.0
5.94,0.1111111111111111,0.6111111111111112,0.3888888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.2351417186979522,0.02169042148062571,0.05794587665985426,0.1175695892142633,0.12075840190309228,0.0119511316755741,Langevin,0.3,20317530,0.0,0.0
6.12,0.10777777777777772,0.6077777777777778,0.39222222222222225,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.22490695804275934,0.02295886351882844,0.058374059161729525,0.10910196505404213,0.10964729079198121,0.011644606936344698,Langevin,0.3,20317530,0.0,0.0
6.3,0.09666666666666665,0.5966666666666667,0.4033333333333333,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.20655169106661486,0.015979236020631397,0.04392057083687469,0.09976498044262949,0.10278029469932826,0.012506570229821962,Langevin,0.3,20317530,0.0,0.0
6.48,0.10222222222222219,0.6022222222222222,0.3977777777777778,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.21320916635661874,0.017658247313205134,0.04911240714772813,0.10638527484707644,0.10813048698579592,0.013029337856740486,Langevin,0.3,20317530,0.0,0.0
6.66,0.09777777777777774,0.5977777777777777,0.4022222222222222,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.21376718336394346,0.01909239517059744,0.05236097840174002,0.10385734229315796,0.10572045667707258,0.011606340656900523,Langevin,0.3,20317530,0.0,0.0
6.84,0.0955555555555555,0.5955555555555555,0.40444444444444444,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.19136739058475588,0.015687376808035055,0.042669241425160716,0.09068340178643075,0.09333333333333305,0.014154255082036549,Langevin,0.3,20317530,0.0,0.0
7.0200000000000005,0.08333333333333331,0.5833333333333334,0.4166666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.1690218547875722,0.011227757708651928,0.03240498740344572,0.08268922044721089,0.0846093455659615,0.012780308096160473,Langevin,0.3,20317530,0.0,0.0
7.2,0.06888888888888886,0.5688888888888889,0.4311111111111111,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.14452124610102446,0.010075864750660267,0.028922878247868312,0.06870329961172195,0.07039037647704571,0.009192187438854083,Langevin,0.3,20317530,0.0,0.0
7.38,0.053333333333333316,0.5533333333333333,0.44666666666666666,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.15480043429475712,0.011190406192406237,0.029819034349756857,0.06591140317885957,0.06924947417601734,0.010719109337893107,Langevin,0.3,20317530,0.0,0.0
7.5600000000000005,0.056666666666666615,0.5566666666666666,0.44333333333333336,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.13405238864280838,0.0077636527768206445,0.022811850917368752,0.06604816818515086,0.06919104443376417,0.013070311270067997,Langevin,0.3,20317530,0.0,0.0
7.74,0.05222222222222217,0.5522222222222222,0.4477777777777778,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.13360890061243755,0.007436427577676722,0.02245230966552529,0.06626100065254037,0.06831760919051866,0.009337730879860298,Langevin,0.3,20317530,0.0,0.0
7.92,0.05888888888888885,0.5588888888888889,0.4411111111111111,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.13506182829951202,0.007680377520905665,0.0229932773174018,0.06651489519769077,0.07029382334138884,0.009263988998237854,Langevin,0.3,20317530,0.0,0.0
8.1,0.04999999999999999,0.55,0.45,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.13346607172133562,0.008485542980826388,0.021017502213909262,0.05672979560927233,0.05768080268368869,0.01392851697396641,Langevin,0.3,20317530,0.0,0.0
8.28,0.04888888888888884,0.5488888888888889,0.45111111111111113,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.11200312799002149,0.007018291369707465,0.02084734355737713,0.05067136782828152,0.0517424340522078,0.009720512702774908,Langevin,0.3,20317530,0.0,0.0
8.46,0.04222222222222222,0.5422222222222223,0.4577777777777778,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.11356062949974705,0.007152579184647086,0.02015240411754486,0.046595809379703534,0.05047978817001364,0.011993180299251727,Langevin,0.3,20317530,0.0,0.0
8.64,0.036666666666666625,0.5366666666666666,0.4633333333333333,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.08724615566145039,0.003071952246017718,0.009791774212582437,0.035250289399508694,0.036505859304900856,0.011379319157264284,Langevin,0.3,20317530,0.0,0.0
8.82,0.03111111111111106,0.5311111111111111,0.4688888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09134791419852499,0.003919494544261836,0.013794978852749301,0.03148031458586886,0.031590899281124796,0.009012048790252136,Langevin,0.3,20317530,0.0,0.0
9.0,0.01999999999999999,0.52,0.48,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.11348555276066913,0.006010046792255306,0.019658506976194895,0.026372312105976237,0.02754330973972363,0.010119159728535165,Langevin,0.3,20317530,0.0,0.0
9.18,0.018888888888888844,0.5188888888888888,0.4811111111111111,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07756182936736652,0.0025641381260911927,0.008892248785972424,0.021047980731236204,0.02232071296514332,0.010719297306302972,Langevin,0.3,20317530,0.0,0.0
9.36,0.014444444444444426,0.5144444444444445,0.4855555555555556,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07912809865627471,0.002648441703675278,0.008425823181282047,0.016178328276812426,0.017802240494117272,0.011004086330042684,Langevin,0.3,20317530,0.0,0.0
9.540000000000001,0.012222222222222218,0.5122222222222222,0.48777777777777775,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07111759038393808,0.0024695082414191863,0.006916112750399147,0.014155303615652204,0.017021241715525826,0.01058386362759689,Langevin,0.3,20317530,0.0,0.0
9.72,0.014444444444444426,0.5144444444444445,0.4855555555555556,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07930485597886897,0.00309345059461335,0.01011895661515989,0.02131129661548886,0.024805029731572892,0.010319650177599948,Langevin,0.3,20317530,0.0,0.0
9.9,0.02333333333333329,0.5233333333333333,0.4766666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.08326054311918968,0.0032223529069512428,0.00893514205821984,0.025673709463825578,0.02647220584028992,0.013987845727680942,Langevin,0.3,20317530,0.0,0.0
10.08,0.018888888888888844,0.5188888888888888,0.4811111111111111,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07625951869675368,0.002175724791807173,0.006288599954515778,0.020997449640376864,0.022780294699328296,0.009252526299574848,Langevin,0.3,20317530,0.0,0.0
10.26,0.01999999999999999,0.52,0.48,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.08840553577637578,0.0039383087358421396,0.010799375395600497,0.026797384975227656,0.028074947377503823,0.009338444986826677,Langevin,0.3,20317530,0.0,0.0
10.44,0.01333333333333328,0.5133333333333333,0.4866666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09269963470480064,0.003724389221501671,0.011419108997363293,0.034335373532971114,0.03454630428675809,0.009653899463505158,Langevin,0.3,20317530,0.0,0.0
10.620000000000001,0.03111111111111106,0.5311111111111111,0.4688888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.1180503016800523,0.00746124330234959,0.02565939544445087,0.046157836527881746,0.04496121053079993,0.010520196527082637,Langevin,0.3,20317530,0.0,0.0
10.8,0.0333333333333333,0.5333333333333333,0.4666666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.13642760008804705,0.008333994397243756,0.023719701522185097,0.042808290614150035,0.04598022468140395,0.010584666574058474,Langevin,0.3,20317530,0.0,0.0
10.98,0.01999999999999999,0.52,0.48,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.13632932562018185,0.007795668862875591,0.027645736942755697,0.041522303873941624,0.040980512316791784,0.010290275599429882,Langevin,0.3,20317530,0.0,0.0
11.16,0.01999999999999999,0.52,0.48,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.10636483244522413,0.00476114393566263,0.01674435912259504,0.035046792551415185,0.03462460730327899,0.008845931886858182,Langevin,0.3,20317530,0.0,0.0
11.34,0.0044444444444444176,0.5044444444444445,0.4955555555555556,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09649239029946227,0.00503258157095811,0.01632715738331926,0.022298454645134358,0.023095551579657037,0.012430920248580168,Langevin,0.3,20317530,0.0,0.0
11.52,0.0022222222222222088,0.5022222222222222,0.49777777777777776,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.05516910832159236,0.001229297094603256,0.003485990741832589,0.01007384905797823,0.012287757757800555,0.011344695547864991,Langevin,0.3,20317530,0.0,0.0
11.700000000000001,0.0044444444444444176,0.5044444444444445,0.4955555555555556,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.05768846770459767,0.0015473877274969528,0.005000147294684851,0.014812380109268442,0.0171255959558011,0.011615355177570633,Langevin,0.3,20317530,0.0,0.0
11.88,0.018888888888888844,0.5188888888888888,0.4811111111111111,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.10250258047781101,0.005027888461509963,0.014787099762275812,0.02564688560962869,0.02863030917175502,0.013001610829637245,Langevin,0.3,20317530,0.0,0.0
12.06,0.015555555555555517,0.5155555555555555,0.48444444444444446,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09198329409010647,0.0033787538287450136,0.010891922483645865,0.026118484444918155,0.028498512411842758,0.011659318671455268,Langevin,0.3,20317530,0.0,0.0
12.24,0.0011111111111110628,0.5011111111111111,0.4988888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.08665315493422499,0.0029815106817028298,0.00866491510160386,0.014629803766650462,0.017419704404390224,0.010973180462728938,Langevin,0.3,20317530,0.0,0.0
12.42,0.006666666666666654,0.5066666666666667,0.49333333333333335,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09255156178867771,0.004047349511075946,0.012309510812356388,0.022185829054895745,0.02143661352427262,0.009985540078992577,Langevin,0.3,20317530,0.0,0.0
12.6,0.009999999999999981,0.51,0.49,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07407703602766011,0.0025334018296822823,0.006933780777929,0.012972555727660207,0.013758002459181795,0.013430764485260482,Langevin,0.3,20317530,0.0,0.0
12.780000000000001,0.0022222222222222088,0.5022222222222222,0.49777777777777776,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07480184473901084,0.0028485138658117483,0.00805601642826275,0.013822891769912138,0.021325741027848302,0.012785456913893198,Langevin,0.3,20317530,0.0,0.0
12.96,0.0011111111111110628,0.5011111111111111,0.4988888888888889,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.061245866631369696,0.0019053535078261425,0.005665515503109852,0.011980550958680197,0.024994556705934534,0.013234423803992867,Langevin,0.3,20317530,0.0,0.0
13.14,0.006666666666666654,0.5066666666666667,0.49333333333333335,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.10267806790661385,0.005135713267639979,0.0166688299523205,0.02008826348122772,0.02351349619216822,0.01050077318270265,Langevin,0.3,20317530,0.0,0.0
13.32,0.012222222222222218,0.5122222222222222,0.48777777777777775,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.10232341606467639,0.005443402241744456,0.015963282769461552,0.03341582737102833,0.034240870607527785,0.013541197138150413,Langevin,0.3,20317530,0.0,0.0
13.5,0.006666666666666654,0.5066666666666667,0.49333333333333335,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.06718473094593455,0.002428558412507181,0.006749658908978586,0.01912018625632128,0.021504952186764847,0.010485640415813471,Langevin,0.3,20317530,0.0,0.0
13.68,0.005555555555555564,0.49444444444444446,0.5055555555555555,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09594751124145313,0.004098606534174979,0.012113618480574184,0.01724580395568978,0.019734290021830025,0.010697184632840473,Langevin,0.3,20317530,0.0,0.0
13.86,0.010000000000000037,0.49,0.51,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09141864710462538,0.003504523689846945,0.009649992536510058,0.013013496994829565,0.01931355801473783,0.00951657255884264,Langevin,0.3,20317530,0.0,0.0
14.040000000000001,0.012222222222222273,0.48777777777777775,0.5122222222222222,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07678011635432538,0.0028140585351044026,0.008943119204012709,0.01752529596420488,0.029391739346552898,0.01230722295495236,Langevin,0.3,20317530,0.0,0.0
14.22,0.01666666666666672,0.48333333333333334,0.5166666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.10001185630723318,0.005564153408845578,0.015304719427970782,0.02699232813447483,0.03503878946920014,0.013570074951709143,Langevin,0.3,20317530,0.0,0.0
14.4,0.014444444444444482,0.4855555555555556,0.5144444444444445,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.0852111735791691,0.003201037754736816,0.009345004010035953,0.01818916473484533,0.025349232537399513,0.009826406585667358,Langevin,0.3,20317530,0.0,0.0
14.58,0.0077777777777778,0.4922222222222222,0.5077777777777778,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.09638127451944954,0.004025393428553659,0.012594149446650202,0.028289463862290143,0.03563454975083258,0.011589490235207715,Langevin,0.3,20317530,0.0,0.0
14.76,0.00888888888888889,0.4911111111111111,0.5088888888888888,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.08089593804157034,0.0030120017263523826,0.009982966704492058,0.033472554598490634,0.041262506213086025,0.011079714599699253,Langevin,0.3,20317530,0.0,0.0
14.94,0.0188888888888889,0.4811111111111111,0.5188888888888888,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.07780937995645579,0.0027671012518837635,0.008361838158516741,0.023736895658300394,0.034643839100963136,0.01424824866773211,Langevin,0.3,20317530,0.0,0.0
15.120000000000001,0.020000000000000046,0.48,0.52,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.11145995932663486,0.005147871579935539,0.016364318692325765,0.03797153070252535,0.047122317845485484,0.011743256699037197,Langevin,0.3,20317530,0.0,0.0
15.3,0.01666666666666672,0.48333333333333334,0.5166666666666667,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.10928566860415456,0.0047529162653469235,0.015554496928473384,0.02582572419651752,0.03252437776709782,0.01144960197628786,Langevin,0.3,20317530,0.0,0.0
15.48,0.012222222222222273,0.48777777777777775,0.5122222222222222,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.10912263626101945,0.005536256961501611,0.017991983025568942,0.029437136452733603,0.03934454006770771,0.013275752810621572,Langevin,0.3,20317530,0.0,0.0
15.66,0.013333333333333336,0.4866666666666667,0.5133333333333333,22.0,0.49999999999999994,0.4999999999999999,0.05566698992482478,0.011451871134007079,0.018555663308274926,0.06828855021436142,0.0024327832439157886,0.008833331119507397,0.019246440210492377,0.023234842590412197,0.00960502340915026,Langevin,0.3,20317530,0.0,0.0
