experiment,figure,metric,method,reference,spectral_rate,metric_rate_factor,effective_decay_rate,amplitude_rule,anchor_time,anchor_value,validated_finite_dimensional_reference
triple-well,triple-well:W1:time-decay,W1,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,3.3193942270683876,True
triple-well,triple-well:W2:time-decay,W2,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,3.9637702085993065,True
triple-well,triple-well:W2:time-decay,W2,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,3.9637702085993065,True
triple-well,triple-well:W2:time-decay,W2,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,3.9637702085993065,True
triple-well,triple-well:W2:time-decay,W2,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,3.9637702085993065,True
triple-well,triple-well:W2:time-decay,W2,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,3.9637702085993065,True
triple-well,triple-well:W2:time-decay,W2,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,3.9637702085993065,True
triple-well,triple-well:middle_error:time-decay,middle_error,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:middle_error:time-decay,middle_error,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:middle_error:time-decay,middle_error,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:middle_error:time-decay,middle_error,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:middle_error:time-decay,middle_error,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:middle_error:time-decay,middle_error,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:mode_TV:time-decay,mode_TV,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,0.7525184498734276,True
triple-well,triple-well:mode_TV:time-decay,mode_TV,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,0.7525184498734276,True
triple-well,triple-well:mode_TV:time-decay,mode_TV,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,0.7525184498734276,True
triple-well,triple-well:mode_TV:time-decay,mode_TV,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,0.7525184498734276,True
triple-well,triple-well:mode_TV:time-decay,mode_TV,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,0.7525184498734276,True
triple-well,triple-well:mode_TV:time-decay,mode_TV,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,0.7525184498734276,True
triple-well,triple-well:truncated_KDE_chi2:time-decay,truncated_KDE_chi2,LSC-adjacent,abscissa,0.7514790508028,2,1.5029581016056,anchor at first valid positive mean metric value,0.0,7.667905184092233,True
triple-well,triple-well:truncated_KDE_chi2:time-decay,truncated_KDE_chi2,LSC-adjacent,form_gap,0.3881943394620701,2,0.7763886789241402,anchor at first valid positive mean metric value,0.0,7.667905184092233,True
triple-well,triple-well:truncated_KDE_chi2:time-decay,truncated_KDE_chi2,LSC-overlong,abscissa,2.6560506395098726,2,5.312101279019745,anchor at first valid positive mean metric value,0.0,7.667905184092233,True
triple-well,triple-well:truncated_KDE_chi2:time-decay,truncated_KDE_chi2,LSC-overlong,form_gap,0.0905930161676336,2,0.1811860323352672,anchor at first valid positive mean metric value,0.0,7.667905184092233,True
triple-well,triple-well:truncated_KDE_chi2:time-decay,truncated_KDE_chi2,Langevin,abscissa,0.009343371749772027,2,0.018686743499544054,anchor at first valid positive mean metric value,0.0,7.667905184092233,True
triple-well,triple-well:truncated_KDE_chi2:time-decay,truncated_KDE_chi2,Langevin,form_gap,0.006787481642835932,2,0.013574963285671864,anchor at first valid positive mean metric value,0.0,7.667905184092233,True
triple-well,triple-well:weak_middle_indicator:time-decay,weak_middle_indicator,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:weak_middle_indicator:time-decay,weak_middle_indicator,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:weak_middle_indicator:time-decay,weak_middle_indicator,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:weak_middle_indicator:time-decay,weak_middle_indicator,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:weak_middle_indicator:time-decay,weak_middle_indicator,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:weak_middle_indicator:time-decay,weak_middle_indicator,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,0.40992834118157717,True
triple-well,triple-well:weak_x2:time-decay,weak_x2,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,3.496038883688223,True
triple-well,triple-well:weak_x2:time-decay,weak_x2,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,3.496038883688223,True
triple-well,triple-well:weak_x2:time-decay,weak_x2,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,3.496038883688223,True
triple-well,triple-well:weak_x2:time-decay,weak_x2,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,3.496038883688223,True
triple-well,triple-well:weak_x2:time-decay,weak_x2,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,3.496038883688223,True
triple-well,triple-well:weak_x2:time-decay,weak_x2,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,3.496038883688223,True
