experiment,method,x,local_Langevin_drift,Levy_score_correction,total_LSC_drift,jump_shell_center_positive,jump_shell_center_negative
triple-well,LSC-adjacent,-8.345961401000714,1.7053633956955434,1.0465128844606575e+19,1.0465128844606575e+19,3.0,-3.0
triple-well,LSC-adjacent,-8.328806290207291,1.7004626038663455,8.535934889588098e+18,8.535934889588098e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.311651179413868,1.695494812305469,6.962065298360307e+18,6.962065298360307e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.294496068620443,1.6904678179971098,5.678213860537223e+18,5.678213860537223e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.27734095782702,1.685388501429165,4.631029470957056e+18,4.631029470957056e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.260185847033595,1.6802629332810783,3.7769425880329303e+18,3.7769425880329303e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.243030736240172,1.6750964692688715,3.080382355089608e+18,3.080382355089608e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.225875625446747,1.66989383428715,2.5123154960596326e+18,2.5123154960596326e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.208720514653324,1.6646591969274684,2.0490498559119788e+18,2.0490498559119788e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.1915654038599,1.659396235378549,1.6712553223995635e+18,1.6712553223995635e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.174410293066476,1.6541081956363402,1.3631631094435904e+18,1.3631631094435904e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.157255182273053,1.6487979428711064,1.1119112462209556e+18,1.1119112462209556e+18,3.0,-3.0
triple-well,LSC-adjacent,-8.14010007147963,1.6434680067203067,9.070098135875597e+17,9.070098135875597e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.122944960686205,1.6381206212005892,7.399041868013318e+17,7.399041868013318e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.10578984989278,1.6327577598608494,6.036184405938577e+17,6.036184405938577e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.088634739099357,1.6273811667323441,4.924642859687256e+17,4.924642859687256e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.071479628305934,1.6219923835712624,4.018035532860081e+17,4.018035532860081e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.054324517512509,1.6165927738335513,3.278544105862042e+17,3.278544105862042e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.037169406719086,1.6111835437722442,2.6753329130722352e+17,2.6753329130722352e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.020014295925662,1.6057657610019755,2.1832596965718074e+17,2.1832596965718074e+17,3.0,-3.0
triple-well,LSC-adjacent,-8.002859185132237,1.6003403708355408,1.781824215697174e+17,1.781824215697174e+17,3.0,-3.0
triple-well,LSC-adjacent,-7.9857040743388135,1.594908210661122,1.4543109136554032e+17,1.4543109136554032e+17,3.0,-3.0
triple-well,LSC-adjacent,-7.968548963545389,1.5894700225970442,1.187089878396217e+17,1.187089878396217e+17,3.0,-3.0
triple-well,LSC-adjacent,-7.951393852751966,1.5840264646322972,9.690469057022914e+16,9.690469057022914e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.934238741958542,1.5785781204362435,7.91118842404138e+16,7.91118842404138e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.917083631165118,1.5731255079986397,6.459147742349295e+16,6.459147742349295e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.899928520371694,1.5676690872415426,5.274072047981381e+16,5.274072047981381e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.88277340957827,1.5622092667274985,4.306802960558916e+16,4.306802960558916e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.865618298784846,1.5567464095731722,3.5172462685860344e+16,3.5172462685860344e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.848463187991423,1.5512808386644912,2.8726987277972332e+16,2.8726987277972332e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.831308077197999,1.5458128412572165,2.3464839846635692e+16,2.3464839846635692e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.814152966404575,1.5403426730372105,1.91684048769714e+16,1.91684048769714e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.796997855611151,1.5348705617049445,1.5660148094566708e+16,1.566014809456671e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.779842744817727,1.5293967101415626,1.2795224122815186e+16,1.2795224122815188e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.762687634024303,1.5239212992062485,1.0455449101792116e+16,1.0455449101792118e+16,3.0,-3.0
triple-well,LSC-adjacent,-7.74553252323088,1.5184444902090979,8544386013953324.0,8544386013953326.0,3.0,-3.0
triple-well,LSC-adjacent,-7.728377412437456,1.512966427097883,6983337104616575.0,6983337104616577.0,3.0,-3.0
triple-well,LSC-adjacent,-7.711222301644032,1.5074872383928515,5708075803281335.0,5708075803281337.0,3.0,-3.0
triple-well,LSC-adjacent,-7.694067190850608,1.5020070388991635,4666181539009700.0,4666181539009702.0,3.0,-3.0
triple-well,LSC-adjacent,-7.676912080057184,1.4965259312233934,3814866099032833.5,3814866099032835.0,3.0,-3.0
triple-well,LSC-adjacent,-7.65975696926376,1.4910440071169533,3119200764220327.0,3119200764220328.5,3.0,-3.0
triple-well,LSC-adjacent,-7.642601858470337,1.4855613486668517,2550670232073865.5,2550670232073867.0,3.0,-3.0
triple-well,LSC-adjacent,-7.6254467476769126,1.4800780293515938,2085993011806367.5,2085993011806369.0,3.0,-3.0
triple-well,LSC-adjacent,-7.6082916368834885,1.4745941149779034,1706159120961336.0,1706159120961337.5,3.0,-3.0
triple-well,LSC-adjacent,-7.5911365260900645,1.4691096645121495,1395644996835633.0,1395644996835634.5,3.0,-3.0
triple-well,LSC-adjacent,-7.5739814152966405,1.4636247308186714,1141772940062060.5,1141772940062062.0,3.0,-3.0
triple-well,LSC-adjacent,-7.556826304503217,1.4581393613156075,934188442872435.1,934188442872436.6,3.0,-3.0
triple-well,LSC-adjacent,-7.539671193709793,1.4526535985579665,764433674084605.0,764433674084606.5,3.0,-3.0
triple-well,LSC-adjacent,-7.522516082916369,1.447167480756017,625599403133793.0,625599403133794.5,3.0,-3.0
triple-well,LSC-adjacent,-7.505360972122945,1.4416810422365278,512040914701046.5,512040914701047.94,3.0,-3.0
triple-well,LSC-adjacent,-7.488205861329521,1.4361943138532827,419146130745303.44,419146130745304.9,3.0,-3.0
triple-well,LSC-adjacent,-7.471050750536097,1.4307073233527317,343146329718166.44,343146329718167.9,3.0,-3.0
triple-well,LSC-adjacent,-7.453895639742674,1.4252200956996917,280961624456043.6,280961624456045.03,3.0,-3.0
triple-well,LSC-adjacent,-7.43674052894925,1.4197326533676893,230074804883973.38,230074804883974.78,3.0,-3.0
triple-well,LSC-adjacent,-7.419585418155826,1.4142450165979639,188428329682084.2,188428329682085.6,3.0,-3.0
triple-well,LSC-adjacent,-7.402430307362402,1.4087572036304108,154340211728412.47,154340211728413.88,3.0,-3.0
triple-well,LSC-adjacent,-7.385275196568978,1.403269230909905,126435325596735.88,126435325596737.28,3.0,-3.0
triple-well,LSC-adjacent,-7.368120085775554,1.3977811132704505,103589304382592.38,103589304382593.77,3.0,-3.0
triple-well,LSC-adjacent,-7.350964974982131,1.392292864099764,84882714332128.7,84882714332130.1,3.0,-3.0
triple-well,LSC-adjacent,-7.333809864188707,1.3868044954863918,69563620901293.19,69563620901294.58,3.0,-3.0
triple-well,LSC-adjacent,-7.316654753395283,1.381316018351318,57017006702875.54,57017006702876.92,3.0,-3.0
triple-well,LSC-adjacent,-7.299499642601859,1.3758274425656836,46739784756144.43,46739784756145.805,3.0,-3.0
triple-well,LSC-adjacent,-7.282344531808435,1.3703387770562276,38320381319074.12,38320381319075.484,3.0,-3.0
triple-well,LSC-adjacent,-7.265189421015011,1.3648500298996278,31422050961125.586,31422050961126.95,3.0,-3.0
triple-well,LSC-adjacent,-7.248034310221588,1.3593612084071967,25769240256666.805,25769240256668.164,3.0,-3.0
triple-well,LSC-adjacent,-7.230879199428164,1.3538723192006195,21136441931265.613,21136441931266.97,3.0,-3.0
triple-well,LSC-adjacent,-7.21372408863474,1.348383368280076,17339083682580.225,17339083682581.572,3.0,-3.0
triple-well,LSC-adjacent,-7.1965689778413156,1.3428943610852264,14226079471181.111,14226079471182.455,3.0,-3.0
triple-well,LSC-adjacent,-7.1794138670478915,1.3374053025500228,11673739297945.2,11673739297946.537,3.0,-3.0
triple-well,LSC-adjacent,-7.1622587562544675,1.3319161971519515,9580789178639.283,9580789178640.615,3.0,-3.0
triple-well,LSC-adjacent,-7.145103645461044,1.326427048956276,7864298497290.597,7864298497291.923,3.0,-3.0
triple-well,LSC-adjacent,-7.12794853466762,1.320937861655759,6456349047747.054,6456349047748.375,3.0,-3.0
triple-well,LSC-adjacent,-7.110793423874196,1.3154486386064956,5301310390998.647,5301310390999.963,3.0,-3.0
triple-well,LSC-adjacent,-7.093638313080772,1.3099593828600848,4353610915574.1724,4353610915575.4824,3.0,-3.0
triple-well,LSC-adjacent,-7.076483202287348,1.304470097192577,3575914210585.35,3575914210586.655,3.0,-3.0
triple-well,LSC-adjacent,-7.059328091493924,1.2989807841306331,2937626878832.226,2937626878833.525,3.0,-3.0
triple-well,LSC-adjacent,-7.042172980700501,1.2934914459750102,2413677410683.3965,2413677410684.69,3.0,-3.0
triple-well,LSC-adjacent,-7.025017869907077,1.2880020848217941,1983516763067.1265,1983516763068.4146,3.0,-3.0
triple-well,LSC-adjacent,-7.007862759113653,1.2825127025815153,1630300294757.6792,1630300294758.9617,3.0,-3.0
triple-well,LSC-adjacent,-6.990707648320229,1.2770233009964314,1340218068891.5132,1340218068892.7903,3.0,-3.0
triple-well,LSC-adjacent,-6.973552537526805,1.2715338816560626,1101946548116.5105,1101946548117.782,3.0,-3.0
triple-well,LSC-adjacent,-6.956397426733381,1.2660444460113656,906199623346.2831,906199623347.5491,3.0,-3.0
triple-well,LSC-adjacent,-6.939242315939958,1.260554995387343,745360934953.9537,745360934955.2142,3.0,-3.0
triple-well,LSC-adjacent,-6.922087205146534,1.2550655309946306,613182729672.5079,613182729673.763,3.0,-3.0
triple-well,LSC-adjacent,-6.90493209435311,1.249576053939839,504539181630.6876,504539181631.9372,3.0,-3.0
triple-well,LSC-adjacent,-6.887776983559686,1.244086565235017,415224301417.0905,415224301418.3346,3.0,-3.0
triple-well,LSC-adjacent,-6.870621872766262,1.2385970658061365,341786352326.7733,341786352328.0119,3.0,-3.0
triple-well,LSC-adjacent,-6.853466761972838,1.2331075565008207,281392161112.5599,281392161113.79297,3.0,-3.0
triple-well,LSC-adjacent,-6.836311651179415,1.227618038095342,231715911362.6419,231715911363.86954,3.0,-3.0
triple-well,LSC-adjacent,-6.819156540385991,1.2221285113009552,190847989855.4138,190847989856.63593,3.0,-3.0
triple-well,LSC-adjacent,-6.802001429592567,1.2166389767696462,157220259774.23773,157220259775.45438,3.0,-3.0
triple-well,LSC-adjacent,-6.784846318799143,1.2111494350993508,129544792083.0279,129544792084.23904,3.0,-3.0
triple-well,LSC-adjacent,-6.7676912080057186,1.2056598868386939,106763624298.24867,106763624299.45433,3.0,-3.0
triple-well,LSC-adjacent,-6.7505360972122945,1.2001703324912796,88007556109.81789,88007556111.01805,3.0,-3.0
triple-well,LSC-adjacent,-6.733380986418871,1.1946807725196023,72562351595.01854,72562351596.21323,3.0,-3.0
triple-well,LSC-adjacent,-6.716225875625447,1.1891912073485973,59841012681.31187,59841012682.50106,3.0,-3.0
triple-well,LSC-adjacent,-6.699070764832023,1.1837016373688716,49361029938.48987,49361029939.67357,3.0,-3.0
triple-well,LSC-adjacent,-6.681915654038599,1.1782120629396358,40725714442.211494,40725714443.38971,3.0,-3.0
triple-well,LSC-adjacent,-6.664760543245175,1.172722484391385,33608876302.13987,33608876303.31259,3.0,-3.0
triple-well,LSC-adjacent,-6.647605432451751,1.167232902028327,27742247992.490578,27742247993.65781,3.0,-3.0
triple-well,LSC-adjacent,-6.630450321658328,1.1617433161305994,22905159180.827045,22905159181.98879,3.0,-3.0
triple-well,LSC-adjacent,-6.613295210864904,1.156253726956295,18916058674.307278,18916058675.46353,3.0,-3.0
triple-well,LSC-adjacent,-6.59614010007148,1.1507641347432993,15625551951.762383,15625551952.913147,3.0,-3.0
triple-well,LSC-adjacent,-6.578984989278056,1.1452745397109712,12910682438.212193,12910682439.357468,3.0,-3.0
triple-well,LSC-adjacent,-6.561829878484632,1.1397849420616764,10670233589.688086,10670233590.827871,3.0,-3.0
triple-well,LSC-adjacent,-6.544674767691208,1.134295341982199,8820868941.562698,8820868942.696993,3.0,-3.0
triple-well,LSC-adjacent,-6.527519656897785,1.1288057396449904,7293960129.954107,7293960131.082913,3.0,-3.0
triple-well,LSC-adjacent,-6.510364546104361,1.1233161352093668,6032979830.430573,6032979831.553889,3.0,-3.0
triple-well,LSC-adjacent,-6.493209435310937,1.1178265288225684,4991358641.442613,4991358642.560439,3.0,-3.0
triple-well,LSC-adjacent,-6.476054324517513,1.1123369206207199,4130723047.96424,4130723049.076577,3.0,-3.0
triple-well,LSC-adjacent,-6.458899213724089,1.106847310729746,3419446451.348465,3419446452.4553123,3.0,-3.0
triple-well,LSC-adjacent,-6.441744102930665,1.1013576992661749,2831457432.096805,2831457433.198163,3.0,-3.0
triple-well,LSC-adjacent,-6.424588992137242,1.0958680863378902,2345259404.511827,2345259405.607695,3.0,-3.0
triple-well,LSC-adjacent,-6.407433881343818,1.0903784720448169,1943124020.3918617,1943124021.4822402,3.0,-3.0
triple-well,LSC-adjacent,-6.390278770550394,1.0848888564795498,1610427406.1367652,1610427407.2216542,3.0,-3.0
triple-well,LSC-adjacent,-6.37312365975697,1.0793992397279248,1335103838.602124,1335103839.6815233,3.0,-3.0
triple-well,LSC-adjacent,-6.355968548963546,1.073909621869552,1107195996.7304435,1107195997.804353,3.0,-3.0
triple-well,LSC-adjacent,-6.3388134381701216,1.0684200029782978,918484646.2199119,918484647.288332,3.0,-3.0
triple-well,LSC-adjacent,-6.321658327376698,1.0629303831227348,762183669.0334176,762183670.0963479,3.0,-3.0
triple-well,LSC-adjacent,-6.304503216583274,1.0574407623665354,632688857.9030199,632688858.9604607,3.0,-3.0
triple-well,LSC-adjacent,-6.28734810578985,1.0519511407688702,525370956.1351709,525370957.18712205,3.0,-3.0
triple-well,LSC-adjacent,-6.270192994996426,1.0464615183847266,436405115.3212964,436405116.3677579,3.0,-3.0
triple-well,LSC-adjacent,-6.253037884203002,1.0409718952652447,362630333.911671,362630334.95264286,3.0,-3.0
triple-well,LSC-adjacent,-6.235882773409578,1.0354822714580085,301433582.0749238,301433583.1104061,3.0,-3.0
triple-well,LSC-adjacent,-6.218727662616155,1.0299926470072958,250654257.19202852,250654258.22202116,3.0,-3.0
triple-well,LSC-adjacent,-6.201572551822731,1.0245030219543498,208505386.11112404,208505387.13562706,3.0,-3.0
triple-well,LSC-adjacent,-6.184417441029307,1.019013396337585,173508624.78028578,173508625.79929918,3.0,-3.0
triple-well,LSC-adjacent,-6.167262330235883,1.013523770192813,144440627.58916578,144440628.60268953,3.0,-3.0
triple-well,LSC-adjacent,-6.150107219442459,1.0080341435534237,120288787.80624974,120288788.81428388,3.0,-3.0
triple-well,LSC-adjacent,-6.132952108649035,1.0025445164505766,100214703.41401653,100214704.41656105,3.0,-3.0
triple-well,LSC-adjacent,-6.115796997855612,0.9970548889133436,83524012.98260432,83524013.97965921,3.0,-3.0
triple-well,LSC-adjacent,-6.098641887062188,0.9915652609688878,69641485.12214904,69641486.1137143,3.0,-3.0
triple-well,LSC-adjacent,-6.081486776268764,0.9860756326425832,58090441.663605504,58090442.649681136,3.0,-3.0
triple-well,LSC-adjacent,-6.06433166547534,0.9805860039581515,48475756.553367056,48475757.53395306,3.0,-3.0
triple-well,LSC-adjacent,-6.047176554681916,0.9750963749377796,40469805.68354319,40469806.658639565,3.0,-3.0
triple-well,LSC-adjacent,-6.030021443888492,0.9696067456022347,33800852.5918389,33800853.561445646,3.0,-3.0
triple-well,LSC-adjacent,-6.012866333095069,0.964117115970959,28243445.32331483,28243446.287431948,3.0,-3.0
triple-well,LSC-adjacent,-5.995711222301645,0.9586274860621689,23610474.17936145,23610475.137988936,3.0,-3.0
triple-well,LSC-adjacent,-5.978556111508221,0.9531378558929459,19746601.40573049,19746602.358868346,3.0,-3.0
triple-well,LSC-adjacent,-5.961401000714797,0.9476482254793119,16522824.409300676,16522825.356948901,3.0,-3.0
triple-well,LSC-adjacent,-5.944245889921373,0.9421585948363037,13831975.748757342,13831976.690915937,3.0,-3.0
triple-well,LSC-adjacent,-5.927090779127949,0.9366689639780519,11584997.485624395,11584998.42229336,3.0,-3.0
triple-well,LSC-adjacent,-5.909935668334525,0.9311793329178357,9707855.799247954,9707856.730427288,3.0,-3.0
triple-well,LSC-adjacent,-5.892780557541101,0.9256897016681442,8138985.12401626,8138986.049705962,3.0,-3.0
triple-well,LSC-adjacent,-5.875625446747677,0.9202000702407414,6827170.333040624,6827171.253240694,3.0,-3.0
triple-well,LSC-adjacent,-5.858470335954253,0.9147104386467015,5729791.388952724,5729792.3036631625,3.0,-3.0
triple-well,LSC-adjacent,-5.841315225160829,0.9092208068964827,4811368.00156723,4811368.910788037,3.0,-3.0
triple-well,LSC-adjacent,-5.824160114367405,0.9037311749999425,4042352.661534918,4042353.5652660932,3.0,-3.0
triple-well,LSC-adjacent,-5.807005003573982,0.8982415429664004,3398129.360412896,3398130.258654439,3.0,-3.0
triple-well,LSC-adjacent,-5.789849892780558,0.89275191080467,2858182.69165263,2858183.5844045407,3.0,-3.0
triple-well,LSC-adjacent,-5.772694781987134,0.8872622785230958,2405408.126471329,2405409.0137336077,3.0,-3.0
triple-well,LSC-adjacent,-5.75553967119371,0.8817726461295893,2025539.2980820138,2025540.17985466,3.0,-3.0
triple-well,LSC-adjacent,-5.738384560400286,0.8762830136316596,1706672.2924985264,1706673.1687815401,3.0,-3.0
triple-well,LSC-adjacent,-5.721229449606862,0.8707933810364427,1438870.3867707935,1438871.2575641745,3.0,-3.0
triple-well,LSC-adjacent,-5.704074338813439,0.8653037483507251,1213835.5219382697,1213836.387242018,3.0,-3.0
triple-well,LSC-adjacent,-5.686919228020015,0.8598141155809838,1024635.1520488734,1024636.0118629889,3.0,-3.0
triple-well,LSC-adjacent,-5.669764117226591,0.8543244827333998,865475.0579341409,865475.9122586236,3.0,-3.0
triple-well,LSC-adjacent,-5.652609006433167,0.8488348498138781,731510.3257371011,731511.1745719509,3.0,-3.0
triple-well,LSC-adjacent,-5.635453895639743,0.8433452168280845,618688.0237885851,618688.8671338019,3.0,-3.0
triple-well,LSC-adjacent,-5.618298784846319,0.8378555837814541,523616.2154701661,523617.0533257499,3.0,-3.0
triple-well,LSC-adjacent,-5.601143674052896,0.8323659506792126,443454.85994520714,443455.6923111578,3.0,-3.0
triple-well,LSC-adjacent,-5.583988563259472,0.8268763175264026,375824.9099152579,375825.7367915754,3.0,-3.0
triple-well,LSC-adjacent,-5.566833452466048,0.8213866843278921,318732.5429888102,318733.36437549454,3.0,-3.0
triple-well,LSC-adjacent,-5.549678341672624,0.8158970510883978,270505.98324059416,270506.7991376452,3.0,-3.0
triple-well,LSC-adjacent,-5.5325232308792,0.8104074178124995,229742.80061093287,229743.6110183507,3.0,-3.0
triple-well,LSC-adjacent,-5.515368120085776,0.8049177845046565,195265.93325306094,195266.73817084543,3.0,-3.0
triple-well,LSC-adjacent,-5.4982130092923525,0.7994281511692192,166086.9744383954,166087.77386654657,3.0,-3.0
triple-well,LSC-adjacent,-5.481057898498928,0.79393851781045,141375.51164213978,141376.3055806576,3.0,-3.0
triple-well,LSC-adjacent,-5.463902787705504,0.7884488844325331,120433.50961274546,120434.29806162989,3.0,-3.0
triple-well,LSC-adjacent,-5.44674767691208,0.7829592510395916,102673.89874255612,102674.68170180716,3.0,-3.0
triple-well,LSC-adjacent,-5.429592566118656,0.7774696176356969,87602.67083270993,87603.44830232757,3.0,-3.0
triple-well,LSC-adjacent,-5.412437455325232,0.7719799842248846,74803.90129131476,74804.67327129899,3.0,-3.0
triple-well,LSC-adjacent,-5.395282344531809,0.7664903508111681,63927.21398452299,63927.9804748738,3.0,-3.0
triple-well,LSC-adjacent,-5.378127233738385,0.7610007173985541,54677.28574183224,54678.04674254964,3.0,-3.0
triple-well,LSC-adjacent,-5.360972122944961,0.7555110839910478,46805.054688774886,46805.810199858875,3.0,-3.0
triple-well,LSC-adjacent,-5.343817012151537,0.7500214505926754,40100.35245347953,40101.10247493012,3.0,-3.0
triple-well,LSC-adjacent,-5.326661901358113,0.7445318172074903,34385.72678438852,34386.47131620573,3.0,-3.0
triple-well,LSC-adjacent,-5.30950679056469,0.7390421838395926,29511.25981335112,29511.99885553496,3.0,-3.0
triple-well,LSC-adjacent,-5.292351679771266,0.7335525504931334,25350.219419062567,25350.95297161306,3.0,-3.0
