experiment,method,x,local_Langevin_drift,Levy_score_correction,total_LSC_drift,jump_shell_center_positive,jump_shell_center_negative
triple-well,LSC-adjacent,8.963545389563972,-1.6608095637624072,-1.0736012875732062e+22,-1.0736012875732062e+22,3.0,-3.0
triple-well,LSC-adjacent,8.980700500357397,-1.6441922807544374,-1.249508625610058e+22,-1.249508625610058e+22,3.0,-3.0
triple-well,LSC-adjacent,8.997855611150822,-1.6268294050077114,-1.4473170965126751e+22,-1.4473170965126751e+22,3.0,-3.0
triple-well,LSC-adjacent,9.015010721944243,-1.6089015136365092,-1.6682262011304122e+22,-1.6682262011304122e+22,3.0,-3.0
triple-well,LSC-adjacent,9.032165832737668,-1.5906079031450968,-1.9132395435997704e+22,-1.9132395435997704e+22,3.0,-3.0
triple-well,LSC-adjacent,9.049320943531093,-1.5721596216560074,-2.1831443128043813e+22,-2.1831443128043813e+22,3.0,-3.0
triple-well,LSC-adjacent,9.066476054324514,-1.5537715876641773,-2.4785041398164512e+22,-2.4785041398164512e+22,3.0,-3.0
triple-well,LSC-adjacent,9.08363116511794,-1.5356544088814286,-2.7996662415623117e+22,-2.7996662415623117e+22,3.0,-3.0
triple-well,LSC-adjacent,9.100786275911364,-1.5180065551533843,-3.146782237855446e+22,-3.146782237855446e+22,3.0,-3.0
triple-well,LSC-adjacent,9.11794138670479,-1.5010074914868852,-3.519840590041816e+22,-3.519840590041816e+22,3.0,-3.0
triple-well,LSC-adjacent,9.13509649749821,-1.4848122506319055,-3.918707491564489e+22,-3.918707491564489e+22,3.0,-3.0
triple-well,LSC-adjacent,9.152251608291635,-1.4695477443083453,-4.343172407192791e+22,-4.343172407192791e+22,3.0,-3.0
triple-well,LSC-adjacent,9.16940671908506,-1.455310911361674,-4.79299436542376e+22,-4.79299436542376e+22,3.0,-3.0
triple-well,LSC-adjacent,9.186561829878482,-1.4421686132139921,-5.267945506405346e+22,-5.267945506405346e+22,3.0,-3.0
triple-well,LSC-adjacent,9.203716940671907,-1.4301590380283948,-5.767849142648399e+22,-5.767849142648399e+22,3.0,-3.0
triple-well,LSC-adjacent,9.220872051465332,-1.4192942795896009,-6.292610529471981e+22,-6.292610529471981e+22,3.0,-3.0
triple-well,LSC-adjacent,9.238027162258756,-1.4095637174722844,-6.842239498263002e+22,-6.842239498263002e+22,3.0,-3.0
triple-well,LSC-adjacent,9.255182273052178,-1.4009378343095418,-7.416864946133684e+22,-7.416864946133684e+22,3.0,-3.0
triple-well,LSC-adjacent,9.272337383845603,-1.393372150741637,-8.01674182021782e+22,-8.01674182021782e+22,3.0,-3.0
triple-well,LSC-adjacent,9.289492494639028,-1.3868110239894587,-8.642251655212835e+22,-8.642251655212835e+22,3.0,-3.0
triple-well,LSC-adjacent,9.306647605432449,-1.381191128397608,-9.293897931476671e+22,-9.293897931476671e+22,3.0,-3.0
triple-well,LSC-adjacent,9.323802716225874,-1.3764445053729466,-9.972297556335153e+22,-9.972297556335153e+22,3.0,-3.0
triple-well,LSC-adjacent,9.340957827019299,-1.3725011293409797,-1.067816968243401e+23,-1.067816968243401e+23,3.0,-3.0
triple-well,LSC-adjacent,9.35811293781272,-1.369290982559457,-1.1412322912657395e+23,-1.1412322912657395e+23,3.0,-3.0
triple-well,LSC-adjacent,9.375268048606145,-1.3667456644326206,-1.2175641742415266e+23,-1.2175641742415266e+23,3.0,-3.0
triple-well,LSC-adjacent,9.39242315939957,-1.3647995816655416,-1.2969072887639657e+23,-1.2969072887639657e+23,3.0,-3.0
triple-well,LSC-adjacent,9.409578270192995,-1.3633907763747206,-1.3793611960551631e+23,-1.3793611960551631e+23,3.0,-3.0
triple-well,LSC-adjacent,9.426733380986416,-1.362461452591899,-1.4650290796096778e+23,-1.4650290796096778e+23,3.0,-3.0
triple-well,LSC-adjacent,9.443888491779841,-1.3619582597688558,-1.554016560390956e+23,-1.554016560390956e+23,3.0,-3.0
triple-well,LSC-adjacent,9.461043602573266,-1.3618323868672533,-1.6464306023232198e+23,-1.6464306023232198e+23,3.0,-3.0
triple-well,LSC-adjacent,9.478198713366687,-1.3620395139119983,-1.742378508815768e+23,-1.742378508815768e+23,3.0,-3.0
triple-well,LSC-adjacent,9.495353824160112,-1.3625396605895799,-1.8419670063405978e+23,-1.8419670063405978e+23,3.0,-3.0
triple-well,LSC-adjacent,9.512508934953537,-1.3632969643109718,-1.9453014081843583e+23,-1.9453014081843583e+23,3.0,-3.0
triple-well,LSC-adjacent,9.529664045746962,-1.3642794135692264,-2.0524848499694076e+23,-2.0524848499694076e+23,3.0,-3.0
triple-well,LSC-adjacent,9.546819156540383,-1.3654585566291024,-2.1636175880013703e+23,-2.1636175880013703e+23,3.0,-3.0
triple-well,LSC-adjacent,9.563974267333808,-1.3668092006705128,-2.2787963516420602e+23,-2.2787963516420602e+23,3.0,-3.0
triple-well,LSC-adjacent,9.581129378127233,-1.36830911245236,-2.3981137414827433e+23,-2.3981137414827433e+23,3.0,-3.0
triple-well,LSC-adjacent,9.598284488920655,-1.3699387283002455,-2.5216576659245807e+23,-2.5216576659245807e+23,3.0,-3.0
triple-well,LSC-adjacent,9.61543959971408,-1.3716808786534012,-2.6495108097272715e+23,-2.6495108097272715e+23,3.0,-3.0
triple-well,LSC-adjacent,9.632594710507504,-1.3735205304283273,-2.7817501290777492e+23,-2.7817501290777492e+23,3.0,-3.0
triple-well,LSC-adjacent,9.64974982130093,-1.3754445489667186,-2.9184463686983566e+23,-2.9184463686983566e+23,3.0,-3.0
triple-well,LSC-adjacent,9.66690493209435,-1.3774414802385726,-3.059663597421636e+23,-3.059663597421636e+23,3.0,-3.0
triple-well,LSC-adjacent,9.684060042887776,-1.3795013531879283,-3.2054587594912405e+23,-3.2054587594912405e+23,3.0,-3.0
triple-well,LSC-adjacent,9.7012151536812,-1.3816155015674034,-3.355881239590359e+23,-3.355881239590359e+23,3.0,-3.0
triple-well,LSC-adjacent,9.718370264474622,-1.3837764042530345,-3.510972440259744e+23,-3.510972440259744e+23,3.0,-3.0
triple-well,LSC-adjacent,9.735525375268047,-1.3859775428150218,-3.670765370937498e+23,-3.670765370937498e+23,3.0,-3.0
triple-well,LSC-adjacent,9.752680486061472,-1.388213275008204,-3.8352842483501566e+23,-3.8352842483501566e+23,3.0,-3.0
triple-well,LSC-adjacent,9.769835596854893,-1.3904787228074509,-4.004544108409158e+23,-4.004544108409158e+23,3.0,-3.0
triple-well,LSC-adjacent,9.786990707648318,-1.3927696736272335,-4.178550430125768e+23,-4.178550430125768e+23,3.0,-3.0
triple-well,LSC-adjacent,9.804145818441743,-1.3950824934141945,-4.3572987723652295e+23,-4.3572987723652295e+23,3.0,-3.0
triple-well,LSC-adjacent,9.821300929235168,-1.397414050372733,-4.540774424511165e+23,-4.540774424511165e+23,3.0,-3.0
triple-well,LSC-adjacent,9.83845604002859,-1.3997616481693536,-4.728952072325631e+23,-4.728952072325631e+23,3.0,-3.0
triple-well,LSC-adjacent,9.855611150822014,-1.4021229675528948,-4.9217954804590335e+23,-4.9217954804590335e+23,3.0,-3.0
triple-well,LSC-adjacent,9.872766261615439,-1.40449601542114,-5.119257193200003e+23,-5.119257193200003e+23,3.0,-3.0
triple-well,LSC-adjacent,9.88992137240886,-1.4068790804564513,-5.321278255164851e+23,-5.321278255164851e+23,3.0,-3.0
triple-well,LSC-adjacent,9.907076483202285,-1.4092706945409617,-5.527787953698678e+23,-5.527787953698678e+23,3.0,-3.0
triple-well,LSC-adjacent,9.92423159399571,-1.4116695992446244,-5.7387035848161556e+23,-5.7387035848161556e+23,3.0,-3.0
triple-well,LSC-adjacent,9.941386704789135,-1.4140747167570984,-5.95393024453862e+23,-5.95393024453862e+23,3.0,-3.0
triple-well,LSC-adjacent,9.958541815582556,-1.4164851247042678,-6.173360647489114e+23,-6.173360647489114e+23,3.0,-3.0
triple-well,LSC-adjacent,9.975696926375981,-1.418900034355641,-6.396874974598963e+23,-6.396874974598963e+23,3.0,-3.0
triple-well,LSC-adjacent,9.992852037169406,-1.4213187717860114,-6.624340751744012e+23,-6.624340751744012e+23,3.0,-3.0
triple-well,LSC-adjacent,10.010007147962828,-1.423740761608291,-6.855612761082588e+23,-6.855612761082588e+23,3.0,-3.0
triple-well,LSC-adjacent,10.027162258756253,-1.426165512940176,-7.09053298680048e+23,-7.09053298680048e+23,3.0,-3.0
triple-well,LSC-adjacent,10.044317369549677,-1.428592607309617,-7.32893059688574e+23,-7.32893059688574e+23,3.0,-3.0
triple-well,LSC-adjacent,10.061472480343099,-1.4310216882410576,-7.570621962462656e+23,-7.570621962462656e+23,3.0,-3.0
triple-well,LSC-adjacent,10.078627591136524,-1.433452452296798,-7.815410716099358e+23,-7.815410716099358e+23,3.0,-3.0
triple-well,LSC-adjacent,10.095782701929949,-1.4358846413770128,-8.06308785037886e+23,-8.06308785037886e+23,3.0,-3.0
triple-well,LSC-adjacent,10.112937812723374,-1.4383180361073733,-8.313431857890991e+23,-8.313431857890991e+23,3.0,-3.0
triple-well,LSC-adjacent,10.130092923516795,-1.4407524501653401,-8.56620891364519e+23,-8.56620891364519e+23,3.0,-3.0
triple-well,LSC-adjacent,10.14724803431022,-1.4431877254161467,-8.821173100749017e+23,-8.821173100749017e+23,3.0,-3.0
triple-well,LSC-adjacent,10.164403145103645,-1.4456237277460218,-9.078066680022453e+23,-9.078066680022453e+23,3.0,-3.0
triple-well,LSC-adjacent,10.181558255897066,-1.448060343495956,-9.33662040403867e+23,-9.33662040403867e+23,3.0,-3.0
triple-well,LSC-adjacent,10.198713366690491,-1.4504974764117935,-9.596553875892519e+23,-9.596553875892519e+23,3.0,-3.0
triple-well,LSC-adjacent,10.215868477483916,-1.4529350450376879,-9.85757595279561e+23,-9.85757595279561e+23,3.0,-3.0
triple-well,LSC-adjacent,10.23302358827734,-1.4553729804908508,-1.0119385194403529e+24,-1.0119385194403529e+24,3.0,-3.0
triple-well,LSC-adjacent,10.250178699070762,-1.4578112245626489,-1.0381670355559672e+24,-1.0381670355559672e+24,3.0,-3.0
triple-well,LSC-adjacent,10.267333809864187,-1.4602497280998525,-1.0644110922933744e+24,-1.0644110922933744e+24,3.0,-3.0
triple-well,LSC-adjacent,10.284488920657612,-1.4626884496256907,-1.0906377694813182e+24,-1.0906377694813182e+24,3.0,-3.0
triple-well,LSC-adjacent,10.301644031451033,-1.4651273541660959,-1.1168133403091069e+24,-1.1168133403091069e+24,3.0,-3.0
triple-well,LSC-adjacent,10.318799142244458,-1.4675664122511962,-1.142903337626419e+24,-1.142903337626419e+24,3.0,-3.0
triple-well,LSC-adjacent,10.335954253037883,-1.4700055990669352,-1.1688726242053793e+24,-1.1688726242053793e+24,3.0,-3.0
triple-well,LSC-adjacent,10.353109363831308,-1.4724448937343146,-1.1946854668023814e+24,-1.1946854668023814e+24,3.0,-3.0
triple-well,LSC-adjacent,10.37026447462473,-1.4748842786979566,-1.2203056138375202e+24,-1.2203056138375202e+24,3.0,-3.0
triple-well,LSC-adjacent,10.387419585418154,-1.4773237392075482,-1.2456963764878372e+24,-1.2456963764878372e+24,3.0,-3.0
triple-well,LSC-adjacent,10.40457469621158,-1.4797632628784436,-1.2708207129698855e+24,-1.2708207129698855e+24,3.0,-3.0
triple-well,LSC-adjacent,10.421729807005,-1.482202839319596,-1.2956413157686046e+24,-1.2956413157686046e+24,3.0,-3.0
triple-well,LSC-adjacent,10.438884917798426,-1.4846424598189476,-1.3201207015499812e+24,-1.3201207015499812e+24,3.0,-3.0
triple-well,LSC-adjacent,10.45604002859185,-1.4870821170772064,-1.34422130347721e+24,-1.34422130347721e+24,3.0,-3.0
triple-well,LSC-adjacent,10.473195139385272,-1.4895218049831396,-1.3679055656341664e+24,-1.3679055656341664e+24,3.0,-3.0
triple-well,LSC-adjacent,10.490350250178697,-1.4919615184238877,-1.3911360392438301e+24,-1.3911360392438301e+24,3.0,-3.0
triple-well,LSC-adjacent,10.507505360972122,-1.4944012531247544,-1.4138754803554923e+24,-1.4138754803554923e+24,3.0,-3.0
triple-well,LSC-adjacent,10.524660471765547,-1.4968410055144534,-1.4360869486626755e+24,-1.4360869486626755e+24,3.0,-3.0
triple-well,LSC-adjacent,10.541815582558968,-1.4992807726114274,-1.4577339071012584e+24,-1.4577339071012584e+24,3.0,-3.0
triple-well,LSC-adjacent,10.558970693352393,-1.5017205519281902,-1.4787803218694801e+24,-1.4787803218694801e+24,3.0,-3.0
triple-well,LSC-adjacent,10.576125804145818,-1.5041603413910196,-1.4991907625027527e+24,-1.4991907625027527e+24,3.0,-3.0
triple-well,LSC-adjacent,10.593280914939239,-1.5066001392722277,-1.5189305016308468e+24,-1.5189305016308468e+24,3.0,-3.0
triple-well,LSC-adjacent,10.610436025732664,-1.5090399441335434,-1.5379656140413853e+24,-1.5379656140413853e+24,3.0,-3.0
triple-well,LSC-adjacent,10.627591136526089,-1.5114797547784309,-1.556263074670552e+24,-1.556263074670552e+24,3.0,-3.0
triple-well,LSC-adjacent,10.644746247319514,-1.5139195702121075,-1.5737908551432028e+24,-1.5737908551432028e+24,3.0,-3.0
triple-well,LSC-adjacent,10.661901358112935,-1.516359389608205,-1.5905180184860295e+24,-1.5905180184860295e+24,3.0,-3.0
triple-well,LSC-adjacent,10.67905646890636,-1.5187992122806802,-1.606414811640932e+24,-1.606414811640932e+24,3.0,-3.0
triple-well,LSC-adjacent,10.696211579699785,-1.5212390376604241,-1.6214527554131007e+24,-1.6214527554131007e+24,3.0,-3.0
triple-well,LSC-adjacent,10.713366690493206,-1.5236788652756335,-1.6356047314952673e+24,-1.6356047314952673e+24,3.0,-3.0
triple-well,LSC-adjacent,10.730521801286631,-1.5261186947354346,-1.648845066220738e+24,-1.648845066220738e+24,3.0,-3.0
triple-well,LSC-adjacent,10.747676912080056,-1.5285585257162564,-1.6611496107097004e+24,-1.6611496107097004e+24,3.0,-3.0
triple-well,LSC-adjacent,10.764832022873481,-1.530998357950458,-1.6724958170875677e+24,-1.6724958170875677e+24,3.0,-3.0
triple-well,LSC-adjacent,10.781987133666902,-1.5334381912167527,-1.682862810470173e+24,-1.682862810470173e+24,3.0,-3.0
triple-well,LSC-adjacent,10.799142244460327,-1.5358780253323274,-1.692231456429219e+24,-1.692231456429219e+24,3.0,-3.0
triple-well,LSC-adjacent,10.816297355253752,-1.538317860146309,-1.7005844236706686e+24,-1.7005844236706686e+24,3.0,-3.0
triple-well,LSC-adjacent,10.833452466047174,-1.540757695534208,-1.7079062416808308e+24,-1.7079062416808308e+24,3.0,-3.0
triple-well,LSC-adjacent,10.850607576840599,-1.5431975313933846,-1.714183353117872e+24,-1.714183353117872e+24,3.0,-3.0
triple-well,LSC-adjacent,10.867762687634023,-1.5456373676393176,-1.7194041607518739e+24,-1.7194041607518739e+24,3.0,-3.0
triple-well,LSC-adjacent,10.884917798427445,-1.5480772042024393,-1.7235590687818595e+24,-1.7235590687818595e+24,3.0,-3.0
triple-well,LSC-adjacent,10.90207290922087,-1.5505170410254594,-1.7266405183868896e+24,-1.7266405183868896e+24,3.0,-3.0
triple-well,LSC-adjacent,10.919228020014295,-1.5529568780613505,-1.7286430173964532e+24,-1.7286430173964532e+24,3.0,-3.0
triple-well,LSC-adjacent,10.93638313080772,-1.5553967152714376,-1.7295631639955473e+24,-1.7295631639955473e+24,3.0,-3.0
triple-well,LSC-adjacent,10.95353824160114,-1.557836552623977,-1.7293996644109417e+24,-1.7293996644109417e+24,3.0,-3.0
triple-well,LSC-adjacent,10.970693352394566,-1.5602763900929615,-1.7281533445566267e+24,-1.7281533445566267e+24,3.0,-3.0
triple-well,LSC-adjacent,10.98784846318799,-1.5627162276570368,-1.7258271556482952e+24,-1.7258271556482952e+24,3.0,-3.0
triple-well,LSC-adjacent,11.005003573981412,-1.5651560652987073,-1.7224261738316854e+24,-1.7224261738316854e+24,3.0,-3.0
triple-well,LSC-adjacent,11.022158684774837,-1.5675959030036735,-1.717957593900395e+24,-1.717957593900395e+24,3.0,-3.0
triple-well,LSC-adjacent,11.039313795568262,-1.57003574076021,-1.7124307172151372e+24,-1.7124307172151372e+24,3.0,-3.0
triple-well,LSC-adjacent,11.056468906361687,-1.5724755785587945,-1.7058569339685725e+24,-1.7058569339685725e+24,3.0,-3.0
triple-well,LSC-adjacent,11.073624017155108,-1.5749154163915418,-1.6982496999750427e+24,-1.6982496999750427e+24,3.0,-3.0
triple-well,LSC-adjacent,11.090779127948533,-1.5773552542521319,-1.6896245081985961e+24,-1.6896245081985961e+24,3.0,-3.0
triple-well,LSC-adjacent,11.107934238741958,-1.5797950921353103,-1.679998855265761e+24,-1.679998855265761e+24,3.0,-3.0
triple-well,LSC-adjacent,11.12508934953538,-1.582234930036855,-1.669392203244941e+24,-1.669392203244941e+24,3.0,-3.0
triple-well,LSC-adjacent,11.142244460328804,-1.5846747679533062,-1.657825937006581e+24,-1.657825937006581e+24,3.0,-3.0
triple-well,LSC-adjacent,11.15939957112223,-1.58711460588185,-1.645323317511943e+24,-1.645323317511943e+24,3.0,-3.0
triple-well,LSC-adjacent,11.176554681915654,-1.589554443820184,-1.6319094314114057e+24,-1.6319094314114057e+24,3.0,-3.0
triple-well,LSC-adjacent,11.193709792709075,-1.5919942817664616,-1.6176111373657774e+24,-1.6176111373657774e+24,3.0,-3.0
triple-well,LSC-adjacent,11.2108649035025,-1.5944341197191714,-1.6024570095355236e+24,-1.6024570095355236e+24,3.0,-3.0
triple-well,LSC-adjacent,11.228020014295925,-1.596873957677054,-1.5864772787158535e+24,-1.5864772787158535e+24,3.0,-3.0
triple-well,LSC-adjacent,11.245175125089347,-1.5993137956391668,-1.569703771625756e+24,-1.569703771625756e+24,3.0,-3.0
triple-well,LSC-adjacent,11.262330235882771,-1.6017536336046547,-1.5521698488907913e+24,-1.5521698488907913e+24,3.0,-3.0
triple-well,LSC-adjacent,11.279485346676196,-1.6041934715728843,-1.533910342290514e+24,-1.533910342290514e+24,3.0,-3.0
triple-well,LSC-adjacent,11.296640457469618,-1.606633309543343,-1.5149614918723019e+24,-1.5149614918723019e+24,3.0,-3.0
triple-well,LSC-adjacent,11.313795568263043,-1.609073147515558,-1.4953608835633998e+24,-1.4953608835633998e+24,3.0,-3.0
triple-well,LSC-adjacent,11.330950679056468,-1.6115129854892234,-1.475147387945829e+24,-1.475147387945829e+24,3.0,-3.0
triple-well,LSC-adjacent,11.348105789849892,-1.6139528234640494,-1.4543611008885923e+24,-1.4543611008885923e+24,3.0,-3.0
triple-well,LSC-adjacent,11.365260900643314,-1.6163926614397932,-1.43304328676521e+24,-1.43304328676521e+24,3.0,-3.0
triple-well,LSC-adjacent,11.382416011436739,-1.618832499416283,-1.4112363250172395e+24,-1.4112363250172395e+24,3.0,-3.0
triple-well,LSC-adjacent,11.399571122230164,-1.6212723373933915,-1.3889836608593578e+24,-1.3889836608593578e+24,3.0,-3.0
triple-well,LSC-adjacent,11.416726233023585,-1.6237121753709733,-1.3663297609567495e+24,-1.3663297609567495e+24,3.0,-3.0
triple-well,LSC-adjacent,11.43388134381701,-1.6261520133489222,-1.343320074945438e+24,-1.343320074945438e+24,3.0,-3.0
triple-well,LSC-adjacent,11.451036454610435,-1.628591851327201,-1.320001003704629e+24,-1.320001003704629e+24,3.0,-3.0
triple-well,LSC-adjacent,11.46819156540386,-1.6310316893057215,-1.2964198753356245e+24,-1.2964198753356245e+24,3.0,-3.0
triple-well,LSC-adjacent,11.485346676197281,-1.6334715272844473,-1.2726249298477505e+24,-1.2726249298477505e+24,3.0,-3.0
triple-well,LSC-adjacent,11.502501786990706,-1.6359113652633241,-1.2486653136032066e+24,-1.2486653136032066e+24,3.0,-3.0
triple-well,LSC-adjacent,11.519656897784131,-1.6383512032423388,-1.2245910846288018e+24,-1.2245910846288018e+24,3.0,-3.0
triple-well,LSC-adjacent,11.536812008577552,-1.6407910412214493,-1.2004532299634167e+24,-1.2004532299634167e+24,3.0,-3.0
triple-well,LSC-adjacent,11.553967119370977,-1.6432308792006496,-1.1763036962781167e+24,-1.1763036962781167e+24,3.0,-3.0
triple-well,LSC-adjacent,11.571122230164402,-1.6456707171798979,-1.1521954350804758e+24,-1.1521954350804758e+24,3.0,-3.0
triple-well,LSC-adjacent,11.588277340957827,-1.6481105551592075,-1.1281824638966708e+24,-1.1281824638966708e+24,3.0,-3.0
triple-well,LSC-adjacent,11.605432451751248,-1.6505503931385506,-1.1043199449176566e+24,-1.1043199449176566e+24,3.0,-3.0
triple-well,LSC-adjacent,11.622587562544673,-1.652990231117954,-1.0806642826970226e+24,-1.0806642826970226e+24,3.0,-3.0
triple-well,LSC-adjacent,11.639742673338098,-1.6554300690973527,-1.0572732426015416e+24,-1.0572732426015416e+24,3.0,-3.0
triple-well,LSC-adjacent,11.65689778413152,-1.65786990707678,-1.0342060918414203e+24,-1.0342060918414203e+24,3.0,-3.0
triple-well,LSC-adjacent,11.674052894924944,-1.660309745056226,-1.011523765047315e+24,-1.011523765047315e+24,3.0,-3.0
triple-well,LSC-adjacent,11.69120800571837,-1.6627495830356813,-9.892890565165847e+23,-9.892890565165847e+23,3.0,-3.0
triple-well,LSC-adjacent,11.70836311651179,-1.6651894210151625,-9.675668414250468e+23,-9.675668414250468e+23,3.0,-3.0
triple-well,LSC-adjacent,11.725518227305216,-1.667629258994641,-9.464243284914331e+23,-9.464243284914331e+23,3.0,-3.0
triple-well,LSC-adjacent,11.74267333809864,-1.670069096974113,-9.259313467968945e+23,-9.259313467968945e+23,3.0,-3.0
triple-well,LSC-adjacent,11.759828448892065,-1.6725089349536209,-9.061606696969608e+23,-9.061606696969608e+23,3.0,-3.0
triple-well,LSC-adjacent,11.776983559685487,-1.6749487729331156,-8.871883790270386e+23,-8.871883790270386e+23,3.0,-3.0
triple-well,LSC-adjacent,11.794138670478912,-1.6773886109125948,-8.690942730934862e+23,-8.690942730934862e+23,3.0,-3.0
triple-well,LSC-adjacent,11.811293781272337,-1.6798284488921045,-8.519623222636684e+23,-8.519623222636684e+23,3.0,-3.0
triple-well,LSC-adjacent,11.828448892065758,-1.6822682868715944,-8.358811763256878e+23,-8.358811763256878e+23,3.0,-3.0
triple-well,LSC-adjacent,11.845604002859183,-1.684708124851113,-8.20944728182672e+23,-8.20944728182672e+23,3.0,-3.0
triple-well,LSC-adjacent,11.862759113652608,-1.6871479628306107,-8.07252738881299e+23,-8.07252738881299e+23,3.0,-3.0
triple-well,LSC-adjacent,11.879914224446033,-1.689587800810111,-7.949115294567107e+23,-7.949115294567107e+23,3.0,-3.0
triple-well,LSC-adjacent,11.897069335239454,-1.6920276387896127,-7.840347456058875e+23,-7.840347456058875e+23,3.0,-3.0
triple-well,LSC-adjacent,11.914224446032879,-1.6944674767691406,-7.747442017880355e+23,-7.747442017880355e+23,3.0,-3.0
triple-well,LSC-adjacent,11.931379556826304,-1.6969073147486455,-7.671708119966024e+23,-7.671708119966024e+23,3.0,-3.0
triple-well,LSC-adjacent,11.948534667619725,-1.699347152728151,-7.614556151591613e+23,-7.614556151591613e+23,3.0,-3.0
triple-well,LSC-adjacent,11.96568977841315,-1.7017869907076573,-7.577509039062835e+23,-7.577509039062835e+23,3.0,-3.0
triple-well,LSC-adjacent,11.982844889206575,-1.7042268286871647,-7.562214663135668e+23,-7.562214663135668e+23,3.0,-3.0
triple-well,LSC-adjacent,12.0,-1.7066666666666723,-7.570459511728979e+23,-7.570459511728979e+23,3.0,-3.0
triple-well,LSC-overlong,-12.0,1.7066666666666706,4.770325426688804e+46,4.770325426688804e+46,6.0,-6.0
triple-well,LSC-overlong,-11.982844889206577,1.704226828687163,4.0576690406308337e+46,4.0576690406308337e+46,6.0,-6.0
triple-well,LSC-overlong,-11.965689778413152,1.701786990707655,3.4494052959681635e+46,3.4494052959681635e+46,6.0,-6.0
triple-well,LSC-overlong,-11.948534667619729,1.699347152728148,2.930562661744087e+46,2.930562661744087e+46,6.0,-6.0
triple-well,LSC-overlong,-11.931379556826304,1.6969073147486409,2.488268109184487e+46,2.488268109184487e+46,6.0,-6.0
triple-well,LSC-overlong,-11.91422444603288,1.694467476769135,2.1114602316480875e+46,2.1114602316480875e+46,6.0,-6.0
triple-well,LSC-overlong,-11.897069335239458,1.69202763878963,1.7906405200695348e+46,1.7906405200695348e+46,6.0,-6.0
triple-well,LSC-overlong,-11.879914224446033,1.689587800810102,1.5176578717811018e+46,1.5176578717811018e+46,6.0,-6.0
triple-well,LSC-overlong,-11.86275911365261,1.6871479628305992,1.285522024098555e+46,1.285522024098555e+46,6.0,-6.0
triple-well,LSC-overlong,-11.845604002859185,1.684708124851098,1.0882421440393133e+46,1.0882421440393133e+46,6.0,-6.0
triple-well,LSC-overlong,-11.828448892065762,1.6822682868715995,9.206872804245749e+45,9.206872804245749e+45,6.0,-6.0
triple-well,LSC-overlong,-11.811293781272337,1.6798284488920796,7.784658018938982e+45,7.784658018938982e+45,6.0,-6.0
triple-well,LSC-overlong,-11.794138670478914,1.6773886109125875,6.578213107254801e+45,6.578213107254801e+45,6.0,-6.0
triple-well,LSC-overlong,-11.77698355968549,1.6749487729331,5.555428437460165e+45,5.555428437460165e+45,6.0,-6.0
triple-well,LSC-overlong,-11.759828448892065,1.6725089349535938,4.688874533257492e+45,4.688874533257492e+45,6.0,-6.0
triple-well,LSC-overlong,-11.742673338098642,1.670069096974096,3.955135081818318e+45,3.955135081818318e+45,6.0,-6.0
triple-well,LSC-overlong,-11.725518227305217,1.6676292589946067,3.3342326962458727e+45,3.3342326962458727e+45,6.0,-6.0
triple-well,LSC-overlong,-11.708363116511794,1.665189421015106,2.809134876742571e+45,2.809134876742571e+45,6.0,-6.0
triple-well,LSC-overlong,-11.69120800571837,1.6627495830356436,2.3653292642107807e+45,2.3653292642107807e+45,6.0,-6.0
triple-well,LSC-overlong,-11.674052894924946,1.6603097450561526,1.9904587199662907e+45,1.9904587199662907e+45,6.0,-6.0
triple-well,LSC-overlong,-11.656897784131523,1.6578699070766854,1.674008021292902e+45,1.674008021292902e+45,6.0,-6.0
triple-well,LSC-overlong,-11.639742673338098,1.6554300690972479,1.4070350573231038e+45,1.4070350573231038e+45,6.0,-6.0
triple-well,LSC-overlong,-11.622587562544675,1.6529902311178013,1.18194036314877e+45,1.18194036314877e+45,6.0,-6.0
triple-well,LSC-overlong,-11.60543245175125,1.6505503931383774,9.922696597360435e+44,9.922696597360435e+44,6.0,-6.0
triple-well,LSC-overlong,-11.588277340957827,1.6481105551589903,8.325447886303269e+44,8.325447886303269e+44,6.0,-6.0
triple-well,LSC-overlong,-11.571122230164404,1.6456707171796308,6.981190572241385e+44,6.981190572241385e+44,6.0,-6.0
triple-well,LSC-overlong,-11.553967119370979,1.6432308792002943,5.850535545065601e+44,5.850535545065601e+44,6.0,-6.0
triple-well,LSC-overlong,-11.536812008577556,1.6407910412210058,4.9001146924364956e+44,4.9001146924364956e+44,6.0,-6.0
triple-well,LSC-overlong,-11.519656897784131,1.6383512032417944,4.10167851694971e+44,4.10167851694971e+44,6.0,-6.0
triple-well,LSC-overlong,-11.502501786990708,1.6359113652626283,3.431326143503415e+44,3.431326143503415e+44,6.0,-6.0
triple-well,LSC-overlong,-11.485346676197285,1.6334715272835778,2.8688487386877953e+44,2.8688487386877953e+44,6.0,-6.0
triple-well,LSC-overlong,-11.46819156540386,1.6310316893046308,2.397170016304495e+44,2.397170016304495e+44,6.0,-6.0
triple-well,LSC-overlong,-11.451036454610437,1.6285918513258153,2.0018697950104624e+44,2.0018697950104624e+44,6.0,-6.0
triple-well,LSC-overlong,-11.433881343817012,1.6261520133471983,1.6707785530356995e+44,1.6707785530356995e+44,6.0,-6.0
triple-well,LSC-overlong,-11.416726233023589,1.6237121753688004,1.3936326323584613e+44,1.3936326323584613e+44,6.0,-6.0
