experiment,method,seed,time,bandwidth_factor,KDE_bandwidth,KDE_integral,L1_density_error,L2_density_error,truncated_KDE_chi2,KDE_CDF_sup_error,empirical_CDF_sup_error,KDE_vs_empirical_CDF_sup
triple-well,Langevin,3,4.1895,1.0,0.09199214785700836,0.9999999999999999,1.473147084157448,0.45060463184793076,2.9188511148939233,0.7365380921308117,0.7367506833443263,0.014967133274784716
triple-well,Kinetic-Langevin,3,4.1895,1.0,0.09199214785700836,0.9999999999999999,1.1019366940895499,0.25275356831027895,1.6481079863769201,0.5509226576444375,0.5514592090358406,0.012550656343129851
triple-well,LSC-adjacent,3,4.1895,1.0,0.09199214785700836,1.0000000000000002,0.09811478674067656,0.0024556396494787884,0.015893325674938646,0.028443605454897325,0.028707713668413848,0.005769322065960147
triple-well,LSC-overlong,3,4.1895,1.0,0.09199214785700836,1.0000000000000002,0.06108567598663723,0.0007418689571559062,0.005414643738225158,0.016052838816935505,0.018220026493243557,0.005466464149743659
triple-well,CP-overlong,3,4.1895,1.0,0.09199214785700836,1.0000000000000002,1.2332050082732267,0.10901438566768776,0.42912084642570236,0.34912609189749644,0.35033441942206556,0.005536464480295766
triple-well,Langevin,0,4.1895,1.25,0.11499018482126046,1.0,1.4735261543101013,0.4472895731270858,2.895975765096573,0.7367520099046991,0.7378906589618424,0.0148967325965976
triple-well,Kinetic-Langevin,0,4.1895,1.25,0.11499018482126046,1.0,1.0674707101077343,0.23039241612467698,1.5256538027848316,0.5333802964275262,0.5338381686318943,0.0130697046093603
triple-well,LSC-adjacent,0,4.1895,1.25,0.11499018482126046,1.0,0.12032354129300434,0.003375087795470808,0.01957627288559388,0.05615452038651669,0.05679145011648312,0.006145604921089343
triple-well,LSC-overlong,0,4.1895,1.25,0.11499018482126046,0.9999999999999999,0.08619765600023008,0.0013714259848543221,0.009581198725136322,0.01585544192305871,0.020599452849260125,0.008588837769993751
triple-well,CP-overlong,0,4.1895,1.25,0.11499018482126046,1.0,1.2728287157323428,0.11381033718177376,0.44763546724309544,0.37443677985772883,0.3757031161262872,0.005991827895769131
triple-well,Langevin,1,4.1895,1.25,0.11499018482126046,1.0,1.4743562452908328,0.4289358906429944,2.8643642539566256,0.7371556090270794,0.7377092090358405,0.017347429220744448
triple-well,Kinetic-Langevin,1,4.1895,1.25,0.11499018482126046,1.0,1.075566037161464,0.24213398254712368,1.544703930310691,0.5377828150794003,0.5387239922951756,0.014585559245047314
triple-well,LSC-adjacent,1,4.1895,1.25,0.11499018482126046,0.9999999999999999,0.09839592529667368,0.0019586758847876264,0.016447343205598153,0.045464371841646256,0.04413033485816059,0.0057231224508331735
triple-well,LSC-overlong,1,4.1895,1.25,0.11499018482126046,0.9999999999999999,0.08217728405238192,0.0011704817862026023,0.008978217419639141,0.01574739320429064,0.015206448292350239,0.006611467160542728
triple-well,CP-overlong,1,4.1895,1.25,0.11499018482126046,0.9999999999999999,1.2584707210634913,0.11138157779546086,0.43945078978802404,0.3626930957821056,0.36408373628079943,0.005388892176307558
triple-well,Langevin,2,4.1895,1.25,0.11499018482126046,0.9999999999999999,1.4748601499270988,0.43936431837542167,2.8926687782912253,0.7374057508239955,0.7378031286104572,0.015389912944147821
triple-well,Kinetic-Langevin,2,4.1895,1.25,0.11499018482126046,1.0,1.0987640230450681,0.25151053659551725,1.6053271215622789,0.549189443559103,0.5493758757025072,0.012772763688066208
triple-well,LSC-adjacent,2,4.1895,1.25,0.11499018482126046,1.0000000000000002,0.08129460208390107,0.001280507293380011,0.009163865871004971,0.02429759878068083,0.023572370962155698,0.00630903889174865
triple-well,LSC-overlong,2,4.1895,1.25,0.11499018482126046,0.9999999999999999,0.054000797305738105,0.0005675981104424999,0.004493723738602818,0.009128212261382274,0.011541105445384336,0.006036675359577193
triple-well,CP-overlong,2,4.1895,1.25,0.11499018482126046,0.9999999999999999,1.2742103248262735,0.1132008900185244,0.4448708687302725,0.3768431934646982,0.3803189342386806,0.005935618460167991
triple-well,Langevin,3,4.1895,1.25,0.11499018482126046,1.0,1.4729727286854257,0.44618676922979095,2.9021014690523077,0.7364657778697057,0.7367506833443263,0.016598745144063398
triple-well,Kinetic-Langevin,3,4.1895,1.25,0.11499018482126046,1.0,1.1018150787746948,0.2503039290400114,1.6377716183364055,0.5508820313752129,0.5514592090358406,0.013676536033033815
triple-well,LSC-adjacent,3,4.1895,1.25,0.11499018482126046,1.0,0.09028159560051585,0.002084136010439906,0.013163174066068439,0.02780200523216725,0.028707713668413848,0.006541451680894074
triple-well,LSC-overlong,3,4.1895,1.25,0.11499018482126046,1.0,0.05603690417793096,0.0006418962858504285,0.004412263010684203,0.015802849872640218,0.018220026493243557,0.006078975478074157
triple-well,CP-overlong,3,4.1895,1.25,0.11499018482126046,0.9999999999999999,1.2319705435558657,0.10864619012422715,0.4280709131194046,0.3490446730994494,0.35033441942206556,0.006354722483008501
