method,seed,time,mode_TV,middle_error,CDF_sup,L1_pdf,W1,m0,m1,m2
Langevin,0,1.1466,0.7525184498734276,0.40992834118157717,0.7607323867128503,1.5345318816782427,3.2798274954152307,1.0,0.0,0.0
Langevin,0,1.1613,0.7525184498734276,0.40992834118157717,0.7601465069612718,1.5309872715935633,3.2804317929601043,1.0,0.0,0.0
Langevin,0,1.176,0.7525184498734276,0.40992834118157717,0.7601465069612718,1.5334556012746952,3.280046034955443,1.0,0.0,0.0
Langevin,0,1.1907,0.7525184498734276,0.40992834118157717,0.7611127451318035,1.536863898544202,3.281956228932857,1.0,0.0,0.0
Langevin,0,1.2054,0.7525184498734276,0.40992834118157717,0.7605631736279385,1.5344470629408373,3.2821694877488308,1.0,0.0,0.0
Langevin,0,1.2201,0.7525184498734276,0.40992834118157717,0.7607323867128503,1.538001387667526,3.280761111696923,1.0,0.0,0.0
Langevin,0,1.2348,0.7525184498734276,0.40992834118157717,0.7607323867128503,1.5328261103352978,3.2799839123588086,1.0,0.0,0.0
Langevin,0,1.2495,0.7525184498734276,0.40992834118157717,0.760747670263415,1.53405378509839,3.280122763746125,1.0,0.0,0.0
Langevin,0,1.2642,0.7525184498734276,0.40992834118157717,0.7612625395959745,1.5308045736729976,3.279037616996988,1.0,0.0,0.0
Langevin,0,1.2789,0.7525184498734276,0.40992834118157717,0.7607502459512216,1.531856732125957,3.2781359004713093,1.0,0.0,0.0
Langevin,0,1.2936,0.7525184498734276,0.40992834118157717,0.7603335792845549,1.5308693346448012,3.277894361439254,1.0,0.0,0.0
Langevin,0,1.3083,0.7525184498734276,0.40992834118157717,0.7595002459512217,1.529754218429527,3.2778683653573384,1.0,0.0,0.0
Langevin,0,1.323,0.7525184498734276,0.40992834118157717,0.7590810035967483,1.528831081465953,3.27643213024287,1.0,0.0,0.0
Langevin,0,1.3377,0.7525184498734276,0.40992834118157717,0.7597298402946051,1.531261540373294,3.275808777418976,1.0,0.0,0.0
Langevin,0,1.3524,0.7525184498734276,0.40992834118157717,0.75902941179847,1.5292648510740907,3.279142290828756,1.0,0.0,0.0
Langevin,0,1.3671,0.7525184498734276,0.40992834118157717,0.7591792062626411,1.5290510041283039,3.281521064171909,1.0,0.0,0.0
Langevin,0,1.3818,0.7525184498734276,0.40992834118157717,0.759337735336811,1.5299758943800876,3.2811007619993804,1.0,0.0,0.0
Langevin,0,1.3965,0.7525184498734276,0.40992834118157717,0.7586643369300816,1.5262432168840507,3.2810460370959067,1.0,0.0,0.0
Langevin,0,1.4112,0.7521017832067609,0.4095116745149105,0.7594823867128503,1.5272611746027498,3.2812558641329863,0.9995833333333334,0.0004166666666666667,0.0
Langevin,0,1.4259,0.7516851165400942,0.4090950078482438,0.7586490533795169,1.5246931226584695,3.280043538993849,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.4405999999999999,0.7516851165400942,0.4090950078482438,0.7582476702634151,1.5277946050034767,3.280231755625228,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.4553,0.7516851165400942,0.4090950078482438,0.7583677121351933,1.5286031412048742,3.27998926877911,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.47,0.7516851165400942,0.4090950078482438,0.7583677121351933,1.5249137500312704,3.28065740638224,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.4847,0.7516851165400942,0.4090950078482438,0.7576710686701444,1.5252029427735394,3.280724243530688,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.4994,0.7512684498734277,0.4086783411815772,0.7580877353368111,1.5236789911762543,3.2802790701488087,0.99875,0.00125,0.0
Langevin,0,1.5141,0.7512684498734277,0.4086783411815772,0.7585044020034778,1.5253744044208493,3.280643143753545,0.99875,0.00125,0.0
Langevin,0,1.5288,0.7516851165400942,0.4090950078482438,0.7583677121351933,1.5246785925019135,3.2783925527799376,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.5435,0.7516851165400942,0.4090950078482438,0.7576710686701444,1.525795797990487,3.2791970656347944,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.5582,0.7512684498734277,0.4086783411815772,0.757418053704715,1.524577303327821,3.2798956059796014,0.99875,0.00125,0.0
Langevin,0,1.5729,0.7516851165400942,0.4090950078482438,0.7571177121351933,1.5243839664861745,3.280171214487441,0.9991666666666666,0.0008333333333333334,0.0
Langevin,0,1.5876,0.7512684498734277,0.4086783411815772,0.7572544020034777,1.5216626093657672,3.280530623540236,0.99875,0.00125,0.0
Langevin,0,1.6023,0.7512684498734277,0.4086783411815772,0.7568377353368111,1.522227966362413,3.2795337217034195,0.99875,0.00125,0.0
Langevin,0,1.617,0.7512684498734277,0.4086783411815772,0.7571177121351933,1.5245364833838884,3.2783608856193167,0.99875,0.00125,0.0
Langevin,0,1.6317,0.7512684498734277,0.4086783411815772,0.7564210686701445,1.519673509146687,3.2763695787208866,0.99875,0.00125,0.0
Langevin,0,1.6464,0.7508517832067609,0.4082616745149105,0.7554510454685266,1.5222895868397952,3.276138715113914,0.9983333333333333,0.0016666666666666668,0.0
Langevin,0,1.6611,0.7512684498734277,0.4086783411815772,0.7553783803097283,1.521615084596287,3.2750199961455304,0.99875,0.00125,0.0
Langevin,0,1.6758,0.7512684498734277,0.4086783411815772,0.7562117136430616,1.5224252654024073,3.275057370858183,0.99875,0.00125,0.0
Langevin,0,1.6905,0.7512684498734277,0.4086783411815772,0.7557436220950804,1.5231487913864972,3.2742884812673236,0.99875,0.00125,0.0
Langevin,0,1.7052,0.7512684498734277,0.4086783411815772,0.7553783803097283,1.5201291948959286,3.273476567266465,0.99875,0.00125,0.0
Langevin,0,1.7199,0.7512684498734277,0.4086783411815772,0.7550799692826863,1.517509977704317,3.274634248085478,0.99875,0.00125,0.0
Langevin,0,1.7346,0.7508517832067609,0.4082616745149105,0.7547573261923141,1.520261988947027,3.2735219483544706,0.9983333333333333,0.0016666666666666668,0.0
Langevin,0,1.7493,0.7512684498734277,0.4086783411815772,0.754632977517493,1.5202681815028207,3.2747210001428018,0.99875,0.00125,0.0
Langevin,0,1.764,0.7508517832067609,0.4082616745149105,0.7546177121351932,1.5203532480127977,3.2737953350706377,0.9983333333333333,0.0016666666666666668,0.0
Langevin,0,1.7787,0.7512684498734277,0.4086783411815772,0.7552773499823215,1.5189901351600505,3.2738628911989105,0.99875,0.00125,0.0
Langevin,0,1.7933999999999999,0.7512684498734277,0.4086783411815772,0.7552773499823215,1.518363565405112,3.274002491144395,0.99875,0.00125,0.0
Langevin,0,1.8081,0.7508517832067609,0.4082616745149105,0.7548104822677775,1.5205487338795334,3.273107023790409,0.9983333333333333,0.0016666666666666668,0.0
Langevin,0,1.8228,0.7508517832067609,0.4082616745149105,0.7549102887617472,1.5199384830978677,3.2728275780937865,0.9983333333333333,0.0016666666666666668,0.0
Langevin,0,1.8375,0.7508517832067609,0.4082616745149105,0.7541283803097283,1.5176039742269927,3.273197919613441,0.9983333333333333,0.0016666666666666668,0.0
Langevin,0,1.8522,0.7504351165400942,0.40784500784824385,0.7537117136430616,1.515556100871554,3.2724268532823015,0.9979166666666667,0.0020833333333333333,0.0
Langevin,0,1.8669,0.7500184498734275,0.40742834118157717,0.7539239928589807,1.5147510773370183,3.2713181058302667,0.9975,0.0025,0.0
Langevin,0,1.8816,0.7508517832067609,0.4082616745149105,0.7537674302294188,1.5170722222980455,3.2715440569149394,0.9983333333333333,0.0016666666666666668,0.0
Langevin,0,1.8962999999999999,0.7504351165400942,0.40784500784824385,0.7535044020034778,1.5170089033002898,3.272440229977844,0.9979166666666667,0.0020833333333333333,0.0
Langevin,0,1.911,0.749601783206761,0.4070116745149105,0.7535073261923141,1.5183246585751335,3.2711103351445563,0.9970833333333333,0.002916666666666667,0.0
Langevin,0,1.9257,0.749601783206761,0.4070116745149105,0.7534337826741615,1.5147743398175155,3.2699151171098966,0.9970833333333333,0.002916666666666667,0.0
Langevin,0,1.9404,0.749601783206761,0.4070116745149105,0.7539239928589807,1.5136468205915234,3.272134471709248,0.9970833333333333,0.002916666666666667,0.0
Langevin,0,1.9551,0.749601783206761,0.4070116745149105,0.7539239928589807,1.5173975536579847,3.271031017815142,0.9970833333333333,0.002916666666666667,0.0
Langevin,0,1.9698,0.749601783206761,0.4070116745149105,0.7534489093499113,1.5153582717175968,3.270937727094628,0.9970833333333333,0.002916666666666667,0.0
Langevin,0,1.9845,0.749601783206761,0.4070116745149105,0.753865576016578,1.5119153341631222,3.2706768490385825,0.9970833333333333,0.002916666666666667,0.0
Langevin,0,1.9992,0.7491851165400942,0.4065950078482438,0.7543406595256474,1.5162539982845389,3.270815361562438,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.0139,0.7487684498734275,0.4061783411815772,0.7542822426832446,1.512897433049209,3.2699990305875044,0.99625,0.00375,0.0
Langevin,0,2.0286,0.7487684498734275,0.4061783411815772,0.7535073261923141,1.5151445705557485,3.2695341418367185,0.99625,0.00375,0.0
Langevin,0,2.0433,0.7491851165400942,0.4065950078482438,0.7532436220950804,1.516480651081376,3.2698367809102074,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.058,0.7491851165400942,0.4065950078482438,0.7528783803097283,1.513366041680968,3.269730438017288,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.0726999999999998,0.7491851165400942,0.4065950078482438,0.7539239928589807,1.513945514858497,3.2705230872031197,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.0874,0.7491851165400942,0.4065950078482438,0.7534489093499113,1.514054207128214,3.272326657302972,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.1021,0.7491851165400942,0.4065950078482438,0.7529663108508263,1.513275858780228,3.271795841120623,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.1168,0.7491851165400942,0.4065950078482438,0.7528269554284137,1.512628612247369,3.272602817511956,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.1315,0.7491851165400942,0.4065950078482438,0.7521329775174931,1.511017895884416,3.27172854784591,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.1462,0.7491851165400942,0.4065950078482438,0.7521329775174931,1.509999462212762,3.2739837123021167,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.1609,0.7487684498734275,0.4061783411815772,0.7514239928589808,1.5080925649660297,3.2733895240049966,0.99625,0.00375,0.0
Langevin,0,2.1755999999999998,0.748351783206761,0.4057616745149105,0.7510073261923141,1.5111403047030076,3.274456298699567,0.9958333333333333,0.004166666666666667,0.0
Langevin,0,2.1903,0.7491851165400942,0.4065950078482438,0.750807325628509,1.5107148364018512,3.273512987970865,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.205,0.7487684498734275,0.4061783411815772,0.7505322426832447,1.509580941633653,3.274799805240857,0.99625,0.00375,0.0
Langevin,0,2.2197,0.748351783206761,0.4057616745149105,0.7503269554284138,1.5108921901829482,3.2753014762877,0.9958333333333333,0.004166666666666667,0.0
Langevin,0,2.2344,0.7491851165400942,0.4065950078482438,0.7506438156011108,1.510665481010121,3.274095175933613,0.9966666666666667,0.0033333333333333335,0.0
Langevin,0,2.2491,0.748351783206761,0.4057616745149105,0.7502773499823217,1.509169693839552,3.2718825549926955,0.9958333333333333,0.004166666666666667,0.0
Langevin,0,2.2638,0.7479351165400943,0.40534500784824384,0.7504340968960856,1.5086891640046232,3.2709636954597885,0.9954166666666666,0.004583333333333333,0.0
Langevin,0,2.2785,0.748351783206761,0.4057616745149105,0.7507950469763949,1.5085881005956578,3.271614845138012,0.9958333333333333,0.004166666666666667,0.0
Langevin,0,2.2932,0.7475184498734275,0.40492834118157717,0.7502773499823217,1.5093109561077855,3.2715006694387445,0.995,0.005,0.0
Langevin,0,2.3079,0.7475184498734275,0.40492834118157717,0.7499617136430616,1.5063466108768928,3.272763408313454,0.995,0.005,0.0
Langevin,0,2.3226,0.7475184498734275,0.40492834118157717,0.749910288761747,1.50920723920319,3.2727805027024925,0.995,0.005,0.0
Langevin,0,2.3373,0.7475184498734275,0.40492834118157717,0.751160288761747,1.50875382069177,3.2731909544659716,0.995,0.005,0.0
Langevin,0,2.352,0.7479351165400943,0.40534500784824384,0.7510604822677774,1.5079465609903964,3.274777292036064,0.9954166666666666,0.004583333333333333,0.0
Langevin,0,2.3667,0.7475184498734275,0.40492834118157717,0.7511106833156549,1.5068638275727873,3.2740631217525413,0.995,0.005,0.0
Langevin,0,2.3814,0.7475184498734275,0.40492834118157717,0.7505906595256474,1.508156411612874,3.273624282035095,0.995,0.005,0.0
Langevin,0,2.3961,0.7475184498734275,0.40492834118157717,0.750115576016578,1.5089447861473226,3.272376613767971,0.995,0.005,0.0
Langevin,0,2.4108,0.748351783206761,0.4057616745149105,0.7497849388039036,1.508796883363581,3.27348124144523,0.9958333333333333,0.004166666666666667,0.0
Langevin,0,2.4255,0.748351783206761,0.4057616745149105,0.749114994884997,1.5114444240524216,3.2733819920548775,0.9958333333333333,0.004166666666666667,0.0
Langevin,0,2.4402,0.748351783206761,0.4057616745149105,0.7493682721372369,1.5061457862744654,3.275006125825796,0.9958333333333333,0.004166666666666667,0.0
Langevin,0,2.4549,0.7475184498734275,0.40492834118157717,0.7493938156011107,1.5054308364927973,3.274526344298884,0.995,0.005,0.0
Langevin,0,2.4696,0.7479351165400943,0.40534500784824384,0.7490273499823217,1.5061458196830921,3.274035153163832,0.9954166666666666,0.004583333333333333,0.0
Langevin,0,2.4843,0.7471017832067608,0.4045116745149105,0.7492163108508264,1.5060356259670693,3.2747011222696374,0.9945833333333334,0.005416666666666667,0.0
Langevin,0,2.499,0.7471017832067608,0.4045116745149105,0.748865576016578,1.5056115654078048,3.273041324689127,0.9945833333333334,0.005416666666666667,0.0
Langevin,0,2.5137,0.7475184498734275,0.40492834118157717,0.7484489093499113,1.5052160663875838,3.272616016102482,0.995,0.005,0.0
Langevin,0,2.5284,0.7475184498734275,0.40492834118157717,0.7478783803097283,1.5071740513263245,3.2712858184438804,0.995,0.005,0.0
Langevin,0,2.5431,0.7471017832067608,0.4045116745149105,0.7477016054705703,1.5057571353897894,3.271824500748423,0.9945833333333334,0.005416666666666667,0.0
Langevin,0,2.5578,0.7462684498734276,0.4036783411815772,0.7481940166489882,1.5041126472333983,3.272843302346624,0.99375,0.00625,0.0
Langevin,0,2.5725,0.7454351165400943,0.40284500784824384,0.7481940166489882,1.5039576671605943,3.272203620152637,0.9929166666666667,0.007083333333333333,0.0
Langevin,0,2.5872,0.7450184498734276,0.40242834118157716,0.7481940166489882,1.5052046271902115,3.270621178158091,0.9925,0.0075,0.0
Langevin,0,2.6019,0.7454351165400943,0.40284500784824384,0.7485604822677775,1.5042902799255502,3.270768406348819,0.9929166666666667,0.007083333333333333,0.0
Langevin,0,2.6166,0.7454351165400943,0.40284500784824384,0.7491283803097283,1.5046655379022669,3.2714129271812498,0.9929166666666667,0.007083333333333333,0.0
Langevin,0,2.6313,0.7446017832067608,0.4020116745149105,0.7489771489344441,1.5048795343823969,3.2700835799926473,0.9920833333333333,0.007916666666666667,0.0
Langevin,0,2.646,0.7446017832067608,0.4020116745149105,0.7494936220950805,1.5053215807329274,3.2695885632379027,0.9920833333333333,0.007916666666666667,0.0
Langevin,0,2.6607,0.7450184498734276,0.40242834118157716,0.7490273499823217,1.5038314365538417,3.2691678046325277,0.9925,0.0075,0.0
Langevin,0,2.6754,0.7450184498734276,0.40242834118157716,0.7494440166489882,1.5055496649157347,3.269105783325023,0.9925,0.0075,0.0
Langevin,0,2.6901,0.7441851165400941,0.4015950078482438,0.748610683315655,1.5037783588690061,3.2696395013035593,0.9916666666666667,0.008333333333333333,0.0
Langevin,0,2.7048,0.7441851165400941,0.4015950078482438,0.748901920893459,1.5071648036790402,3.269832720063149,0.9916666666666667,0.008333333333333333,0.0
Langevin,0,2.7195,0.7446017832067608,0.4020116745149105,0.748985934834613,1.5060771892335185,3.2685339550487416,0.9920833333333333,0.007916666666666667,0.0
Langevin,0,2.7342,0.7441851165400941,0.4015950078482438,0.7476739928589807,1.5014886297516425,3.2685232450434127,0.9916666666666667,0.008333333333333333,0.0
Langevin,0,2.7489,0.7437684498734276,0.4011783411815772,0.747615576016578,1.501610080490227,3.2680342513693703,0.99125,0.00875,0.0
Langevin,0,2.7636,0.7437684498734276,0.4011783411815772,0.7469936220950804,1.5019402088532492,3.2665779733505254,0.99125,0.00875,0.0
Langevin,0,2.7782999999999998,0.7429351165400941,0.40034500784824384,0.7471633026160196,1.5016807456475751,3.2657448776814824,0.9904166666666666,0.009583333333333333,0.0
Langevin,0,2.793,0.7429351165400941,0.40034500784824384,0.7476739928589807,1.503096017683743,3.264998042045342,0.9904166666666666,0.009583333333333333,0.0
Langevin,0,2.8077,0.7437684498734276,0.4011783411815772,0.7471329775174931,1.5016796564036028,3.2656219048921167,0.99125,0.00875,0.0
Langevin,0,2.8224,0.7429351165400941,0.40034500784824384,0.7482950469763949,1.5037540933314388,3.265133461123555,0.9904166666666666,0.009583333333333333,0.0
Langevin,0,2.8371,0.7425184498734276,0.39992834118157716,0.7483507635627522,1.501774971238497,3.263257083783011,0.99,0.01,0.0
